"Post Unique Reference","Name","Grade (or equivalent)","Job Title","Job/Team Function","Parent Department","Organisation","Unit","Contact Phone","Contact E-mail","Reports to Senior Post","Salary Cost of Reports (£)","FTE","Actual Pay Floor (£)","Actual Pay Ceiling (£)","","Professional/Occupational Group","Notes","Valid?","URI","source_file","source_line"
"RD218f","","SCS1","Business Development Director","To develop and lead the Met Office brand to ensure a more customer-focussed commercial function","Ministry of Defence","Met Office","Met Office","0870 900 0100 01392 885680","enquiries@metoffice.gov.uk","RD999a","5012388","1","0","0","","Planning","","","http://reference.data.gov.uk/id/public-body/met-office/post/RD218f","/data/metoffice/2011-03-31/Datasets-March-2011.xls","person11"
"RD218c","","SCS1","HR Director","All people-related issues including recruitment, development, support & reward to ensure we remain an employer of choice","Ministry of Defence","Met Office","Met Office","0870 900 0100 01392 885680","enquiries@metoffice.gov.uk","RD999a","903520","1","0","0","","Human Resources","","","http://reference.data.gov.uk/id/public-body/met-office/post/RD218c","/data/metoffice/2011-03-31/Datasets-March-2011.xls","person8"
"RD218d","","SCS1","Government Services Director","All services provided within the public sector including those �free at the point of use� for emergency responders & the general public","Ministry of Defence","Met Office","Met Office","0870 900 0100 01392 885680","enquiries@metoffice.gov.uk","RD999a","3044644","1","0","0","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/met-office/post/RD218d","/data/metoffice/2011-03-31/Datasets-March-2011.xls","person9"
"RD999a","John Hirst","SCS2","Chief Executive","To harness the Met Office�s world-leading weather & climate science for business & customer benefit","Ministry of Defence","Met Office","Met Office","0870 900 0100 01392 885680","enquiries@metoffice.gov.uk","XX","1721459","1","155000","159999","","science and engineering","","","http://reference.data.gov.uk/id/public-body/met-office/post/RD999a","/data/metoffice/2011-03-31/Datasets-March-2011.xls","person2"
"RD998","","SCS1","Director of Science","Development and implementation of the Science and Technology strategy, ensuring that it supports our short- and long-term business objectives.","Ministry of Defence","Met Office","Met Office","0870 900 0100 01392 885680","enquiries@metoffice.gov.uk","RD999a","9803528","1","0","0","","science and engineering","","","http://reference.data.gov.uk/id/public-body/met-office/post/RD998","/data/metoffice/2011-03-31/Datasets-March-2011.xls","person5"
"RD218a","","SCS1","Chief Information Officer","The development & implementation of the technology strategy to support business objectives","Ministry of Defence","Met Office","Met Office","0870 900 0100 01392 885680","enquiries@metoffice.gov.uk","RD999a","10971303","1","0","0","","Information Technology","","","http://reference.data.gov.uk/id/public-body/met-office/post/RD218a","/data/metoffice/2011-03-31/Datasets-March-2011.xls","person6"
"RD218b","","SCS1","Chief Financial Officer","Delivery of all financial advice, planning & support","Ministry of Defence","Met Office","Met Office","0870 900 0100 01392 885680","enquiries@metoffice.gov.uk","RD999a","2672911","1","0","0","","Finance","","","http://reference.data.gov.uk/id/public-body/met-office/post/RD218b","/data/metoffice/2011-03-31/Datasets-March-2011.xls","person7"
"RD999c","John Mitchell","SCS2","Prinicpal Research Fellow","Provision of climate science strategy and contributing to overall corporate management and strategy","Ministry of Defence","Met Office","Met Office","0870 900 0100 01392 885680","enquiries@metoffice.gov.uk","RD999a","0","0.5","40000","44999","","science and engineering","","","http://reference.data.gov.uk/id/public-body/met-office/post/RD999c","/data/metoffice/2011-03-31/Datasets-March-2011.xls","person4"
"RD218e","","SCS1","Operations Director","Provision of end-to-end process for the production and delivery of data services to customers","Ministry of Defence","Met Office","Met Office","0870 900 0100 01392 885680","enquiries@metoffice.gov.uk","RD999a","19304834","1","0","0","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/met-office/post/RD218e","/data/metoffice/2011-03-31/Datasets-March-2011.xls","person10"
"RD999b","Julia Slingo","SCS2","Chief Scientist","Provision of science strategy, directing & managing research & development and representing the Office on science across government","Ministry of Defence","Met Office","Met Office","0870 900 0100 01392 885680","enquiries@metoffice.gov.uk","RD999a","6682881","0.9","125000","129999","","science and engineering","","","http://reference.data.gov.uk/id/public-body/met-office/post/RD999b","/data/metoffice/2011-03-31/Datasets-March-2011.xls","person3"
