"Post Unique Reference","Name","Grade (or equivalent)","Job Title","Job/Team Function","Parent Department","Organisation","Unit","Contact Phone","Contact E-mail","Reports to Senior Post","Salary Cost of Reports (£)","FTE","Actual Pay Floor (£)","Actual Pay Ceiling (£)","","Professional/Occupational Group","Notes","Valid?","URI","source_file","source_line"
"2OSCT03","","SCS2","Director Prevent","Information withheld on security grounds","Home Office","Home Office","Prevent","0207 035 4848 or Minicom 0207 035 4742","public.enquiries@homeoffice.gsi.gov.uk","3OSCT01","0","1","90000","94999","","Policy","","","http://reference.data.gov.uk/id/department/ho/post/2OSCT03","/data/homeoffice/2011-03-31/HomeOffice_organogramdata_310311.xls","person95"
"1HR06","","SCS1","'Head of HR Operations, Health, Safety and Wellbeing'","'Responsible for strategic HR Business Partnering, Resourcing & Redeployment, Health and Safety and Wellbeing for Home Office HQ.'","Home Office","Home Office","HR Operations","0207 035 4848 or Minicom 0207 035 4742","public.enquiries@homeoffice.gsi.gov.uk","2HR01","0","1","0","0","","Human Resources","","","http://reference.data.gov.uk/id/department/ho/post/1HR06","/data/homeoffice/2011-03-31/HomeOffice_organogramdata_310311.xls","person73"
"1HR03","","SCS1","'Head of HR Policy, Relations and Reward'","'The unit is responsible for three key deliverables:1. Delivering up to date HR policies and associated guidance across the Home Office and its agencies.� Management of the consultation processes with various stakeholder groups including the trade unions.2. Leading the staff pay remit for Home Office HQ and the UKBA as well as providing assistance, governance and authorisation for the pay remits of other Home Office agencies and NDPBs.� Also responsible for reward and departmentally set expenses. 3. Responsible for the Employee Relations strategy including management of departmental facility arrangements with recognised trade unions.� Offering advice and governance on consultation and negotiation arrangements industrial relations.'","Home Office","Home Office","Policy, Reward and Employee Relations","0207 035 4848 or Minicom 0207 035 4742","public.enquiries@homeoffice.gsi.gov.uk","2HR01","1100000","1","0","0","","Human Resources","","","http://reference.data.gov.uk/id/department/ho/post/1HR03","/data/homeoffice/2011-03-31/HomeOffice_organogramdata_310311.xls","person76"
"1CPG04","","SCS1","Head of Policing Powers and Protection Unit","'Responsible for the policing powers policy and sponsorship of Home Office Non-Departmental Public Bodies, the National Policing Improvement Agency and Independent Police Complaints Commission.'","Home Office","Home Office","Policing Powers and Protection","0207 035 4848 or Minicom 0207 035 4742","public.enquiries@homeoffice.gsi.gov.uk","3CPG01","750000","1","0","0","","Policy","","","http://reference.data.gov.uk/id/department/ho/post/1CPG04","/data/homeoffice/2011-03-31/HomeOffice_organogramdata_310311.xls","person39"
"2SIGPROJ","Isabel Hunt","SCS2","Director Strategy and International Group","'Operational strategy and transformation'","Home Office","Home Office","Director General's Office","0207 035 4848 or Minicom 0207 035 4742","public.enquiries@homeoffice.gsi.gov.uk","3SIG01","0","1","130000","134999","","Operational Delivery","","","http://reference.data.gov.uk/id/department/ho/post/2SIGPROJ","/data/homeoffice/2011-03-31/HomeOffice_organogramdata_310311.xls","person110"
"1CPGLOAN1","","SCS1","On short term loan to Ministry of Justice.","On short term loan to Ministry of Justice.","Home Office","Home Office","On loan","0207 035 4848 or Minicom 0207 035 4742","public.enquiries@homeoffice.gsi.gov.uk","3CPG01","0","1","0","0","","Policy","","","http://reference.data.gov.uk/id/department/ho/post/1CPGLOAN1","/data/homeoffice/2011-03-31/HomeOffice_organogramdata_310311.xls","person42"
"EQV10","","SCS1","Animal Scientific Procedures Inspector","'Animal Scientific Procedures Inspectors (ASPI), all registered medical or veterinary practitioners, provide advice to the Animal Scientific Procedures Division (ASPD) licensing team on licence applications to perform scientific procedures on animals. They also assist the policy team in providing technical and operational advice to ministers on issues related to the Animals (Scientific Procedures) Act 1986 (ASPA). They visit the facilities where work under ASPA is carried out to check compliance with licences and certificates and to provide advice on applications and good practice. The majority of visits are unannounced.'","Home Office","Home Office","Animal Scientific Procedures","0207 035 4848 or Minicom 0207 035 4742","public.enquiries@homeoffice.gsi.gov.uk","1SRG04","0","1","0","0","","Vets","","","http://reference.data.gov.uk/id/department/ho/post/EQV10","/data/homeoffice/2011-03-31/HomeOffice_organogramdata_310311.xls","person120"
"1LAB07","","SCS1","Assistant Legal Adv - Security, International and Organised Crime","'This team advises The Office for Security and Counter-Terrorism, as well as on organised crime and asset recovery under the Proceeds of Crime Act 2002.'","Home Office","Home Office","Legal Adviser","0207 035 4848 or Minicom 0207 035 4742","public.enquiries@homeoffice.gsi.gov.uk","2LAB02","390000","1","0","0","","Law","","","http://reference.data.gov.uk/id/department/ho/post/1LAB07","/data/homeoffice/2011-03-31/HomeOffice_organogramdata_310311.xls","person84"
"2FC03","Peter Kane","SCS2","Director of Performance & Finance","'The Performance and Finance Directorate provides cost effective financial and performance advice and support to Ministers, the Department and key stakeholders to enable them to deliver the Home Office objectives.� It aims to maximise our 'added value', minimise demands on our businesses, improve financial processes and systems, drive out inefficiencies and support the delivery of all departmental objectives.'","Home Office","Home Office","Performance and Finance","0207 035 4848 or Minicom 0207 035 4742","public.enquiries@homeoffice.gsi.gov.uk","3FC01","0","1","125000","129999","","Finance","","","http://reference.data.gov.uk/id/department/ho/post/2FC03","/data/homeoffice/2011-03-31/HomeOffice_organogramdata_310311.xls","person44"
"1FC06","","SCS1","Chief Internal Auditor","'The Audit and Assurance Unit provides an independent evaluation of, and contributes to, improvements in governance, risk management and control processes to help the Home Office group achieve its aims and objectives, in line with Government Internal Audit Standards.'","Home Office","Home Office","Audit and Assurance","0207 035 4848 or Minicom 0207 035 4742","public.enquiries@homeoffice.gsi.gov.uk","2FC03","1650000","0.5","0","0","","Internal Audit","","","http://reference.data.gov.uk/id/department/ho/post/1FC06","/data/homeoffice/2011-03-31/HomeOffice_organogramdata_310311.xls","person48"
