"Post Unique Reference","Name","Grade (or equivalent)","Job Title","Job/Team Function","Parent Department","Organisation","Unit","Contact Phone","Contact E-mail","Reports to Senior Post","Salary Cost of Reports (£)","FTE","Actual Pay Floor (£)","Actual Pay Ceiling (£)","","Professional/Occupational Group","Notes","Valid?","URI","source_file","source_line"
"NCSL-1025","N/D","SCS1","Director Teaching Schools","Generally, to contribute to the vision, strategic and operational direction for the National College, working closely with the leadership group, to help ensure that the organisation is fully able to meet its targets and strategic objectives. Specifically, to provide strategic leadership for the National College on all issues relating to the development of a national network of teaching schools and school to school support and College regional activity for a designated territory equivalent to a third of the country","Department for Education","National College for School Leadership","School to School Support","0115 872 2510","carmel.brown@nationalcollege.org.uk","NCSL-1023","395351","1","90000","94999","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/national-college-for-school-leadership/post/NCSL-1025","/data/nationalcollege/2011-09-30/National-College-as-at-30-Sept-11.xls","person10"
"NCSL-1001","Stephen Munby","SCS3","Chief Executive Officer","Responsible for setting the vision and strategic direction of the College and to focus on key strategic and policy issues.","Department for Education","National College for School Leadership","Chief Executives Office","0115 872 2510","carmel.brown@nationalcollege.org.uk","NCSL-1000","100000","1","140000","144999","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/national-college-for-school-leadership/post/NCSL-1001","/data/nationalcollege/2011-09-30/National-College-as-at-30-Sept-11.xls","person3"
"NCSL-1033","N/D","SCS1","Director Primary School Leadership","To contribute to the vision, strategic and operational direction for the National College, working closely with the leadership group to help ensure that the organisation is fully able to meet its targets and strategic objectives. To provide strategic and operational leadership for the National College in the area of Primary Leadership and for developing an appropriate transition plan for this work into licensed and largely sector based provision.","Department for Education","National College for School Leadership","Leadership Development","0115 872 2510","carmel.brown@nationalcollege.org.uk","NCSL-1024","130499","1","80000","84999","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/national-college-for-school-leadership/post/NCSL-1033","/data/nationalcollege/2011-09-30/National-College-as-at-30-Sept-11.xls","person18"
"NCSL-1037","Vacant","SCS1","Director International Business Development","Overall responsibility for engaging with Strategic partners and taking the lead in securing International contracts/Income generation for the Colleges work.","Department for Education","National College for School Leadership","International","N/A","N/A","NCSL-1004","0","1","0","0","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/national-college-for-school-leadership/post/NCSL-1037","/data/nationalcollege/2011-09-30/National-College-as-at-30-Sept-11.xls","person22"
"NCSL-1004","Caroline Maley","SCS2","Chief Operating Officer","Ensures that the National College runs effectively and efficiently through strong management of the internal workings of the College and effective financial management. As part of this role, works effectively with the shared services providers within the DfE to ensure appropriate service levels. Shares responsibility for the strategic direction and vision for the National College, working closely with the CEO and the SLT, to ensure that the organisation is fully able to meet its targets and strategic objectives.","Department for Education","National College for School Leadership","Business Services","0115 872 2510","carmel.brown@nationalcollege.org.uk","NCSL-1001","0","1","130000","134999","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/national-college-for-school-leadership/post/NCSL-1004","/data/nationalcollege/2011-09-30/National-College-as-at-30-Sept-11.xls","person5"
"NCSL-1028","N/D","SCS1","Director Regional Strategy","Responsible for leading and managing the operational process around our current regional work and ensure that there is a managed transition to a new regional approach that gives the College a new localised focus and coherent advice/ brokerage for school improvement, school to school support leadership development and supply, linking closing with the Teaching Schools programme. To contribute to the vision, strategic and operational direction for the National College, working closely with the Leadership Group, to help ensure that the organisation is fully able to meet its targets and strategic objectives","Department for Education","National College for School Leadership","School to School Support","0115 872 2510","carmel.brown@nationalcollege.org.uk","NCSL-1023","318772","1","85000","89999","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/national-college-for-school-leadership/post/NCSL-1028","/data/nationalcollege/2011-09-30/National-College-as-at-30-Sept-11.xls","person13"
"NCSL-1002","Catherine Fitt","SCS2","Strategic Director Children's Services","Provides leadership across the organisation and gives strategic direction within the political context. Responsible for the vision, values and culture of National College. Also responsible for leading the Childrens Services strategy for the National College and responsible for the development and delivery of all related programmes","Department for Education","National College for School Leadership","Children's Services","0115 872 2510","carmel.brown@nationalcollege.org.uk","NCSL-1001","141532","1","135000","139999","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/national-college-for-school-leadership/post/NCSL-1002","/data/nationalcollege/2011-09-30/National-College-as-at-30-Sept-11.xls","person4"
"NCSL-1036","N/D","SCS1","Director Membership","Has lead responsibility for membership including growing the Colleges membership base, driving engagement with the Colleges products and services, and developing the membership scheme and new membership benefits to meet the needs of the profession. Is responsible for the Colleges corporate and member websites and for supporting and promoting member networks in the regions and in the members online network. Will ensure that the Colleges brand and reputation are protected and enhanced, that member communications are targeted, timely and professional, and that the College is responsive to member and stakeholder needs. Contributes to the strategic and operational direction and vision for the National College, working closely with the Leadership Group, to help ensure that the organisation is fully able to meet its targets and strategic objectives","Department for Education","National College for School Leadership","Business Services","0115 872 2510","carmel.brown@nationalcollege.org.uk","NCSL-1004","937939","1","75000","79999","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/national-college-for-school-leadership/post/NCSL-1036","/data/nationalcollege/2011-09-30/National-College-as-at-30-Sept-11.xls","person21"
"NCSL-1017","N/D","SCS1","Director HR","Contributes to the strategic and operational direction and vision for the National College, working closely with the Leadership Group, to help ensure that the organisation is fully able to meet its targets and strategic objectives","Department for Education","National College for School Leadership","Business Services","0115 872 2510","carmel.brown@nationalcollege.org.uk","NCSL-1004","333957","1","75000","79999","","Human Resources","","","http://reference.data.gov.uk/id/public-body/national-college-for-school-leadership/post/NCSL-1017","/data/nationalcollege/2011-09-30/National-College-as-at-30-Sept-11.xls","person9"
"NCSL-1030","N/D","SCS1","Director Design & Product Development","To contribute to the vision, strategic and operational direction for the National College, working closely with the leadership group to help ensure that the organisation is fully able to meet its targets and strategic objectives. Overall responsibility for and leadership of all new design and product development across the College in order to ensure high quality provision for leaders within schools, academies and childrens centres.","Department for Education","National College for School Leadership","Leadership Development","0115 872 2510","carmel.brown@nationalcollege.org.uk","NCSL-1024","320728","1","90000","94999","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/national-college-for-school-leadership/post/NCSL-1030","/data/nationalcollege/2011-09-30/National-College-as-at-30-Sept-11.xls","person15"
