"Post Unique Reference","Name","Grade (or equivalent)","Job Title","Job/Team Function","Parent Department","Organisation","Unit","Contact Phone","Contact E-mail","Reports to Senior Post","Salary Cost of Reports (£)","FTE","Actual Pay Floor (£)","Actual Pay Ceiling (£)","","Professional/Occupational Group","Notes","Valid?","URI","source_file","source_line"
"17","","SCS1","Offshore Renewables","To increase the deployment of renewable energy in the UK as cost effectively as possible.","Department of Energy and Climate Change","Department of Energy and Climate Change","Energy Markets & Infrastructure","0300 060 4000","correspondence@decc.gsi.gov.uk","9","706169","1","0","0","","Policy","","","http://reference.data.gov.uk/id/department/decc/post/17","/data/decc/2011-03-31/DECC-Final-Upload-Spring-2011.xls","person16"
"78","Paddy Feeny","SCS2","Communications","To provide an information service to staff, stakeholders and the public","Department of Energy and Climate Change","Department of Energy and Climate Change","National Climate Change & Consumer Support","0300 060 4000","correspondence@decc.gsi.gov.uk","76","N/D","1","105000","109999","","Communications","","","http://reference.data.gov.uk/id/department/decc/post/78","/data/decc/2011-03-31/DECC-Final-Upload-Spring-2011.xls","person73"
"66","Peter Betts","SCS2","International Climate Change","Leadership of the Government�s overall strategy for international action on climate change, including leading in the UN negotiations and on DECC�s interest in disbursement of climate finance and in wider influencing.","Department of Energy and Climate Change","Department of Energy and Climate Change","International Energy & Climate Change","0300 060 4000","correspondence@decc.gsi.gov.uk","65","266371","1","95000","99999","","Policy","","","http://reference.data.gov.uk/id/department/decc/post/66","/data/decc/2011-03-31/DECC-Final-Upload-Spring-2011.xls","person62"
"69","","SCS1","International Energy Security","Responsible for policy on international energy security, European energy and climate change policy and the international low carbon technology agenda.","Department of Energy and Climate Change","Department of Energy and Climate Change","International Energy & Climate Change","0300 060 4000","correspondence@decc.gsi.gov.uk","67","735893","1","0","0","","Policy","","","http://reference.data.gov.uk/id/department/decc/post/69","/data/decc/2011-03-31/DECC-Final-Upload-Spring-2011.xls","person65"
"2","Simon Virley","SCS3","Director General, Energy Markets and Infrastructure","Director General in charge of energy policy","Department of Energy and Climate Change","Department of Energy and Climate Change","Energy Markets & Infrastructure","0300 060 4000","correspondence@decc.gsi.gov.uk","1","2494246","1","140000","144999","","Policy","","","http://reference.data.gov.uk/id/department/decc/post/2","/data/decc/2011-03-31/DECC-Final-Upload-Spring-2011.xls","person3"
"26","","SCS1","Land-Based Renewables","To increase the deployment of renewable energy in the UK as cost effectively as possible.","Department of Energy and Climate Change","Department of Energy and Climate Change","Energy Markets & Infrastructure","0300 060 4000","correspondence@decc.gsi.gov.uk","9","702579","1","0","0","","Policy","","","http://reference.data.gov.uk/id/department/decc/post/26","/data/decc/2011-03-31/DECC-Final-Upload-Spring-2011.xls","person23"
"34","David Mackay","SCS3","Chief Scientific Adviser","Ensuring that the Department�s policies and operations, and its contributions to wider Government issues, are underpinned by the best science and engineering advice available. The salary shown is not actual as Secondee salaries are not disclosed as part of this exercise, but a representation of the salary for the role.","Department of Energy and Climate Change","Department of Energy and Climate Change","Science & Innovation Group","0300 060 4000","correspondence@decc.gsi.gov.uk","1","N/D","0.8","105000","109999","","science and engineering","","","http://reference.data.gov.uk/id/department/decc/post/34","/data/decc/2011-03-31/DECC-Final-Upload-Spring-2011.xls","person30"
"43","Simeon Thornton","SCS2","Chief Economist (Acting)","Overall responsibility for provision of high quality economic advice to DECC Ministers and lead development of evidence base for DECC policies","Department of Energy and Climate Change","Department of Energy and Climate Change","Corporate and Professional Services","0300 060 4000","correspondence@decc.gsi.gov.uk","38","N/D","1","80000","84999","","Economics","","","http://reference.data.gov.uk/id/department/decc/post/43","/data/decc/2011-03-31/DECC-Final-Upload-Spring-2011.xls","person39"
"51","","SCS1","Legal Team 2: Upstream Energy and CCS","To provide Legal Advice and Services for DECC","Department of Energy and Climate Change","Department of Energy and Climate Change","Corporate and Professional Services","0300 060 4000","correspondence@decc.gsi.gov.uk","41","420906","1","0","0","","Law","","","http://reference.data.gov.uk/id/department/decc/post/51","/data/decc/2011-03-31/DECC-Final-Upload-Spring-2011.xls","person47"
"92","","SCS1","Distributed Energy and Heat","Support the transition to low carbon economy by encouraging development and deployment of low carbon heat.","Department of Energy and Climate Change","Department of Energy and Climate Change","National Climate Change & Consumer Support","0300 060 4000","correspondence@decc.gsi.gov.uk","81","616749","1","0","0","","Policy","","","http://reference.data.gov.uk/id/department/decc/post/92","/data/decc/2011-03-31/DECC-Final-Upload-Spring-2011.xls","person87"
"84","","SCS1","Fuel Poverty","Encourage the development and deployment of low carbon heat, while supporting the most vulnerable consumers and tackling fuel poverty.","Department of Energy and Climate Change","Department of Energy and Climate Change","National Climate Change & Consumer Support","0300 060 4000","correspondence@decc.gsi.gov.uk","81","811357","1","0","0","","Policy","","","http://reference.data.gov.uk/id/department/decc/post/84","/data/decc/2011-03-31/DECC-Final-Upload-Spring-2011.xls","person79"
"60","","SCS1","DECC Future","Responsible for Carbon Budgets, the 2050 Calculator, and ad hoc policy projects","Department of Energy and Climate Change","Department of Energy and Climate Change","Strategy Directorate","0300 060 4000","correspondence@decc.gsi.gov.uk","39","N/D","1","0","0","","Policy","","","http://reference.data.gov.uk/id/department/decc/post/60","/data/decc/2011-03-31/DECC-Final-Upload-Spring-2011.xls","person56"
"6","Adam Dawson","SCS2","Office of Carbon Capture and Storage","Director and Chief Executive of the Office of Carbon Capture and Storage","Department of Energy and Climate Change","Department of Energy and Climate Change","Energy Markets & Infrastructure","0300 060 4000","correspondence@decc.gsi.gov.uk","2","0","1","90000","94999","","Policy","","","http://reference.data.gov.uk/id/department/decc/post/6","/data/decc/2011-03-31/DECC-Final-Upload-Spring-2011.xls","person7"
"83","","SCS1","Low Carbon Economy","Working to reduce greenhouse gas emissions from activities in the UK","Department of Energy and Climate Change","Department of Energy and Climate Change","National Climate Change & Consumer Support","0300 060 4000","correspondence@decc.gsi.gov.uk","77","956694","1","0","0","","Policy","","","http://reference.data.gov.uk/id/department/decc/post/83","/data/decc/2011-03-31/DECC-Final-Upload-Spring-2011.xls","person78"
"68","","SCS1","European Policy","Responsible for policy on international energy security, European energy and climate change policy and the international low carbon technology agenda.","Department of Energy and Climate Change","Department of Energy and Climate Change","International Energy & Climate Change","0300 060 4000","correspondence@decc.gsi.gov.uk","67","437525","1","0","0","","Policy","","","http://reference.data.gov.uk/id/department/decc/post/68","/data/decc/2011-03-31/DECC-Final-Upload-Spring-2011.xls","person64"
"28","","SCS1","Energy Futures","Address critical issues in the UK Energy Market - including electricity market reform, security of supply and the future of electricity networks","Department of Energy and Climate Change","Department of Energy and Climate Change","Energy Markets & Infrastructure","0300 060 4000","correspondence@decc.gsi.gov.uk","3","758839","1","0","0","","Policy","","","http://reference.data.gov.uk/id/department/decc/post/28","/data/decc/2011-03-31/DECC-Final-Upload-Spring-2011.xls","person24"
"19","","SCS1","New Nuclear","Facilitating the deployment of new nuclear power, implementing nuclear waste management policy, including geological disposal.","Department of Energy and Climate Change","Department of Energy and Climate Change","Energy Markets & Infrastructure","0300 060 4000","correspondence@decc.gsi.gov.uk","8","1019509","1","0","0","","Policy","","","http://reference.data.gov.uk/id/department/decc/post/19","/data/decc/2011-03-31/DECC-Final-Upload-Spring-2011.xls","person18"
"57","","SCS1","2050 Pathways","Responsible for Carbon Budgets, the 2050 Calculator, and ad hoc policy projects","Department of Energy and Climate Change","Department of Energy and Climate Change","Strategy Directorate","0300 060 4000","correspondence@decc.gsi.gov.uk","39","N/D","1","0","0","","Policy","","","http://reference.data.gov.uk/id/department/decc/post/57","/data/decc/2011-03-31/DECC-Final-Upload-Spring-2011.xls","person53"
"65","Will Cavendish","SCS3","Director General, International Energy and Climate Change","Leading the UK�s efforts to secure ambitious global action on climate change; to ensure affordable and sustainable international energy supplies; and to ensure that EU energy and climate priorities reflect UK priorities","Department of Energy and Climate Change","Department of Energy and Climate Change","International Energy & Climate Change","0300 060 4000","correspondence@decc.gsi.gov.uk","1","541059","1","115000","119999","","Policy","","","http://reference.data.gov.uk/id/department/decc/post/65","/data/decc/2011-03-31/DECC-Final-Upload-Spring-2011.xls","person61"
