"Post Unique Reference","Name","Grade (or equivalent)","Job Title","Job/Team Function","Parent Department","Organisation","Unit","Contact Phone","Contact E-mail","Reports to Senior Post","Salary Cost of Reports (£)","FTE","Actual Pay Floor (£)","Actual Pay Ceiling (£)","","Professional/Occupational Group","Notes","Valid?","URI","source_file","source_line"
"IDI1","ND","SCS1","Chief Statistician","The Chief Statistician reports to the Director, Strategy. Responsible for leading and managing the work of the Inspection Information and Data team, ensuring outstanding quality of delivery of all pre-inspection data support across Ofsted and pursuing the highest possible quality of data assurance in Ofsted.","Department for Education","Ofsted","Inspection Data and Insight","0300 123 4234","enquiries@ofsted.gov.uk","STD1","2130843.43","1","N/D","N/D","","Statisticians","","","http://reference.data.gov.uk/id/public-body/office-for-standards-in-education-childrens-servic/post/IDI1","/data/ofsted/2011-09-30/Government-staff-and-salary-data-blank-template---October-2011-V3.xls","person26"
"INTS8","ND","SCS1","Divisional Manager, Early Years","The Divisional Manager, Early Years reports to the Regional Director (Manchester). Accountable for overseeing Ofsted's national delivery for early years inspections. Ensures the delivery of inspections in early years providers and settings that will drive up provider performance and be in line with agreed timescales and quality standards.","Department for Education","Ofsted","Early Years","0300 123 4234","enquiries@ofsted.gov.uk","INTS1M","0","1","N/D","N/D","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/office-for-standards-in-education-childrens-servic/post/INTS8","/data/ofsted/2011-09-30/Government-staff-and-salary-data-blank-template---October-2011-V3.xls","person21"
"ISD1","ND","SCS1","Divisional Manager, Information Services","The Divisional Manager, Information Services reports to the Director, Finance and Resources. Responsible for the provision and management of systems and applications that support Ofsted. Leading the redesign and realignment of the current Ofsted IS services model, resources and skills to underpin and deliver best-practice IS services at a reduced cost.","Department for Education","Ofsted","Information Services","0300 123 4234","enquiries@ofsted.gov.uk","FRD1","1233685","1","N/D","N/D","","Information Technology","","","http://reference.data.gov.uk/id/public-body/office-for-standards-in-education-childrens-servic/post/ISD1","/data/ofsted/2011-09-30/Government-staff-and-salary-data-blank-template---October-2011-V3.xls","person19"
"STDU1","ND","SCS1","Head of HMCI's Performance and Impact Unit","The Divisional Manager, HMCI's Performance and Impact Unit reports to Her Majesty's Chief Inspector and is responsible for Ofsteds: communications and stakeholder engagement; strategic and corporate planning and monitoring; corporate governance, and project and programme management.","Department for Education","Ofsted","Performance and Impact Unit","0300 123 4234","enquiries@ofsted.gov.uk","HMCI","1878236.6","1","N/D","N/D","","Policy","","","http://reference.data.gov.uk/id/public-body/office-for-standards-in-education-childrens-servic/post/STDU1","/data/ofsted/2011-09-30/Government-staff-and-salary-data-blank-template---October-2011-V3.xls","person14"
"IDEY1","ND","SCS1","Divisional Manager, EYFS Frameworks","The Divisional Manager, Early Years, reports to Director, Development, Education and Care. Responsible for regulatory policy for the Early Years and Childcare Registers and for inspection guidance for the Early Years Foundation Stage across all schools and settings.","Department for Education","Ofsted","Education and Care","0300 123 4234","enquiries@ofsted.gov.uk","IDST2","318221","1","N/D","N/D","","Policy","","","http://reference.data.gov.uk/id/public-body/office-for-standards-in-education-childrens-servic/post/IDEY1","/data/ofsted/2011-09-30/Government-staff-and-salary-data-blank-template---October-2011-V3.xls","person11"
"IDST7","Vacant","SCS1","Divisional Manager, Safeguarding","The Divisional Manager, Safeguarding reports to the National Director, Delivery. Responsibility for safeguarding across all of Ofsted's remits and for the serious case review process. Involves making use of inspection findings, and notified serious incidents relating to children to provide advice to HMCI and internal and external stakeholders.","Department for Education","Ofsted","Inspection","N/a","N/a","INTS14","0","1","N/D","N/D","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/office-for-standards-in-education-childrens-servic/post/IDST7","/data/ofsted/2011-09-30/Government-staff-and-salary-data-blank-template---October-2011-V3.xls","person38"
"INTS5B","ND","SCS1","Regional Director","The Divisional Manager, Inspection Delivery (Bristol) reports to the Regional Director (Bristol). Ensures the delivery of high quality inspections in the South in Education, Learning and Skills and Social Care providers in line with agreed timescales and quality standards, and help develop high quality inspectors and inspector managers.","Department for Education","Ofsted","Inspection","0300 123 4234","enquiries@ofsted.gov.uk","INTS14","1438582.1288889","1","N/D","N/D","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/office-for-standards-in-education-childrens-servic/post/INTS5B","/data/ofsted/2011-09-30/Government-staff-and-salary-data-blank-template---October-2011-V3.xls","person20"
"NDDS1","John Goldup","SCS2","National Director, Development and Strategy","The National Director, Development and Strategy reports to Her Majesty's Chief Inspector. The National Director is a member of Ofsted's Executive Board. Responsible for leading and coordinating all Ofsteds developmental and strategic work, supported by the Directors of Education and Care, Learning and Skills and Strategy. Develops world class inspection methodology that drives improvement for users and also at individual provider and system levels. Leads on and builds national expertise in relation to social care and promotes this expertise inside and outside Ofsted, drawing from inspection insights to improve how Ofsted inspects and shapes the opinions and actions of policy makers. The National Director is responsible for ensuring the directorate is joined up and operates effectively. He is supported by the Directors of Education and Care, Learning and Skills and Strategy.","Department for Education","Ofsted","Social Care","0300 123 4234","enquiries@ofsted.gov.uk","HMCI","0","1","150000","154999","","Policy","","","http://reference.data.gov.uk/id/public-body/office-for-standards-in-education-childrens-servic/post/NDDS1","/data/ofsted/2011-09-30/Government-staff-and-salary-data-blank-template---October-2011-V3.xls","person7"
"INTS5N","ND","SCS1","Divisional Manager, Inspection Delivery","The Divisional Manager, Inspection Delivery (Nottingham) reports to the Regional Director (Nottingham). Ensures the delivery of high quality inspections in the Midlands in Education, Learning and Skills and Social Care providers, in line with agreed timescales and quality standards and helps develop high quality inspectors and inspector managers.","Department for Education","Ofsted","Inspection","0300 123 4234","enquiries@ofsted.gov.uk","INTS5B","7497087.84","1","N/D","N/D","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/office-for-standards-in-education-childrens-servic/post/INTS5N","/data/ofsted/2011-09-30/Government-staff-and-salary-data-blank-template---October-2011-V3.xls","person13"
"SAR1","ND","SCS1","Divisional Manager Surveys and Annual Report","The Divisional Manager, Surveys and Annual Report reports to the National Director, Development and Strategy. Responsible for overseeing Ofsteds survey work, including the management of National Advisors on specific subject remits. Responsible for editing and signing off survey reports and other means of disseminating Ofsteds findings from its programme of survey inspections and inspector networks, including having lead responsibility for overseeing the development and publication of the Annual Report.","Department for Education","Ofsted","Surveys and Annual Reports","0300 123 4234","enquiries@ofsted.gov.uk","NDDS1","2256371","1","N/D","N/D","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/office-for-standards-in-education-childrens-servic/post/SAR1","/data/ofsted/2011-09-30/Government-staff-and-salary-data-blank-template---October-2011-V3.xls","person30"
