"Post Unique Reference","Name","Grade (or equivalent)","Job Title","Job/Team Function","Parent Department","Organisation","Unit","Contact Phone","Contact E-mail","Reports to Senior Post","Salary Cost of Reports (£)","FTE","Actual Pay Floor (£)","Actual Pay Ceiling (£)","","Professional/Occupational Group","Notes","Valid?","URI","source_file","source_line"
"NCSL-1005","Kenneth Gill","SCS2","Strategic Director Continuous Leadership Learning","Provides leadership across the organisation and gives strategic direction within the political context. Responsible for the vision, values and culture of National College. Provides strategic leadership for the National College and to build a cohesive, high performing team in the Continuous Leadership Learning and Commissioning area that delivers high quality, effective and value for money services and products for members, school leaders and other children�s services leaders to support their continuing professional development whilst also developing excellent external relationships for the benefit of the National College. Has full responsibility for the delivery of commissioning, membership, continuous leadership learning programmes and services to deliver the National College�s strategic objectives.","Department for Education","National College for Leadership of Schools and Children's Services","Continuous Leadership Learning","0115 8722510","carmel.brown@nationalcollege.org.uk","NCSL-1001","403992","1","130000","134999","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/national-college-for-leadership-of-schools-and-chi/post/NCSL-1005","/data/nationalcollege/2011-03-31/National-College-as-at-31-March-2011.xls","person7"
"NCSL-1009","","SCS1","Operational Director ICT/MIS & Facilities Management","To develop, deliver, maintain and support fit for purpose high quality, high performance computer systems for internal and external customers. To ensure the efficiency and effectiveness of the Facilities Management function. To provide high level management support to the College�s Business Continuity and Disaster Recovery arrangements and activities. To act in a corporate leadership role for the College, ensuring that the overall goals are achieved.","Department for Education","National College for Leadership of Schools and Children's Services","Corporate Services","0115 8722510","carmel.brown@nationalcollege.org.uk","NCSL-1004","1395229","1","90000","94999","","Information Technology","","","http://reference.data.gov.uk/id/public-body/national-college-for-leadership-of-schools-and-chi/post/NCSL-1009","/data/nationalcollege/2011-03-31/National-College-as-at-31-March-2011.xls","person9"
"NCSL-1006","Margaret Farrar","SCS2","Strategic Director Policy, Research & Development","To lead on and ensure that the College is seen as highly influential in policy development and delivery, delivers high quality research that makes a difference to leadership practice, secures the supply of leaders within the school system and has a highly effective and efficient approach to working with members in the regions. Also to ensure the organisation is able to demonstrate quality and impact across all its provision.","Department for Education","National College for Leadership of Schools and Children's Services","Policy, Research & Development","0115 8722510","carmel.brown@nationalcollege.org.uk","NCSL-1001","554918","1","105000","109999","","Operational Research","","","http://reference.data.gov.uk/id/public-body/national-college-for-leadership-of-schools-and-chi/post/NCSL-1006","/data/nationalcollege/2011-03-31/National-College-as-at-31-March-2011.xls","person8"
"NCSL-1007","","SCS1","Operational Director Strategic Initiatives","To provide strategic leadership for the National College�s contribution to System Leadership, School Improvement and a range of specific initiatives, programmes and provision to ensure that the College meets its objectives. Specifically within the Secondary Sector. To act in a corporate leadership role for the College, ensuring that the overall goals are achieved.","Department for Education","National College for Leadership of Schools and Children's Services","School Leadership Development","0115 8722510","carmel.brown@nationalcollege.org.uk","NCSL-1003","335707","1","90000","94999","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/national-college-for-leadership-of-schools-and-chi/post/NCSL-1007","/data/nationalcollege/2011-03-31/National-College-as-at-31-March-2011.xls","person13"
"NCSL-1020","","SCS1","Operational Director Impact & Evaluation","To provide strategic and operational direction and leadership of the College�s quality assurance, evaluation, operational intelligence, impact and diversity activity, working internally and externally to ensure that the College maximises the difference that it makes. To act in a corporate leadership role for the College, ensuring that the overall goals are achieved.","Department for Education","National College for Leadership of Schools and Children's Services","Policy, Research & Development","0115 8722510","carmel.brown@nationalcollege.org.uk","NCSL-1006","375808","1","65000","69999","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/national-college-for-leadership-of-schools-and-chi/post/NCSL-1020","/data/nationalcollege/2011-03-31/National-College-as-at-31-March-2011.xls","person24"
"NCSL-1008","","SCS1","Operational Director Continuous Leadership Learning","Leadership Programmes (1&2): To create and strategically direct the development and delivery of high quality provision for school leaders in order to improve outcomes for children and young people � with flexibility to respond to changing needs, research and impact outcomes and new policy contexts and so deliver value for money (within a commissioned environment). To act as the lead director for the practice of Commissioning across the National College. To lead the team and to contribute to the leadership of the wider Commissioning Group and participate actively as a member of the Leadership Group. To act in a corporate leadership role for the College, ensuring that the overall goals are achieved","Department for Education","National College for Leadership of Schools and Children's Services","Continuous Leadership Learning","0115 8722510","carmel.brown@nationalcollege.org.uk","NCSL-1005","562452","1","90000","94999","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/national-college-for-leadership-of-schools-and-chi/post/NCSL-1008","/data/nationalcollege/2011-03-31/National-College-as-at-31-March-2011.xls","person17"
"NCSL-1000","Vanni Treves","SCS3","Chair of the Governing Council","Chairs the Colleges Governing Council","Department for Education","National College for Leadership of Schools and Children's Services","Governing Council","0115 8722510","carmel.brown@nationalcollege.org.uk","XX","0","0.4","110000","114999","","Policy","","","http://reference.data.gov.uk/id/public-body/national-college-for-leadership-of-schools-and-chi/post/NCSL-1000","/data/nationalcollege/2011-03-31/National-College-as-at-31-March-2011.xls","person2"
"NCSL-1002","Catherine Fitt","SCS2","Strategic Director Childrens Services","Provides leadership across the organisation and gives strategic direction within the political context. Responsible for the vision, values and culture of National College. Also responsible for leading the Children�s Services strategy for the National College and responsible for the development and delivery of all related programmes","Department for Education","National College for Leadership of Schools and Children's Services","Directorate for Children Services","0115 8722510","carmel.brown@nationalcollege.org.uk","NCSL-1001","175000","1","135000","139999","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/national-college-for-leadership-of-schools-and-chi/post/NCSL-1002","/data/nationalcollege/2011-03-31/National-College-as-at-31-March-2011.xls","person4"
"NCSL-1004","Caroline Maley","SCS2","Chief Operating Officer","To provide leadership across the organisation and give strategic direction within the political context. Responsible for the strategic direction and vision for the National College, working closely with the CEO, to ensure that the organisation is fully able to meet its targets and strategic objectives. To ensure that the National College runs effectively and efficiently through strong management of the internal workings of the College. Responsible for the delivery of corporate services to support the delivery of the College strategic objectives (HR, ICT, Finance and Commercial Management).","Department for Education","National College for Leadership of Schools and Children's Services","Corporate Services","0115 8722510","carmel.brown@nationalcollege.org.uk","NCSL-1001","257884","1","130000","134999","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/national-college-for-leadership-of-schools-and-chi/post/NCSL-1004","/data/nationalcollege/2011-03-31/National-College-as-at-31-March-2011.xls","person6"
"NCSL-1003","Toby Salt","SCS2","Deputy CEO and Strategic Director School Leadership Development","To lead the direction of the School Leadership Development directorate and to deputise for the Chief Executive. Responsible for leading the strategic direction and ensuring the achievement of the National College balanced scorecard outcomes whilst maintaining a high profile with stakeholders and influencing and informing policy development lives","Department for Education","National College for Leadership of Schools and Children's Services","School Leadership Development","0115 8722510","carmel.brown@nationalcollege.org.uk","NCSL-1001","430346","1","130000","134999","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/national-college-for-leadership-of-schools-and-chi/post/NCSL-1003","/data/nationalcollege/2011-03-31/National-College-as-at-31-March-2011.xls","person5"
