"Post Unique Reference","Name","Grade (or equivalent)","Job Title","Job/Team Function","Parent Department","Organisation","Unit","Contact Phone","Contact E-mail","Reports to Senior Post","Salary Cost of Reports (£)","FTE","Actual Pay Floor (£)","Actual Pay Ceiling (£)","","Professional/Occupational Group","Notes","Valid?","URI","source_file","source_line"
"1UKBA13","N/D","SCS1","Director Intelligence Directorate","'Responsible for strategic and national threat assessment, national intelligence requirements and professional standards of intelligence analysis in UKBA; intelligence policy, guidance, compliance and provision of intelligence training; liaison with UK law enforcement; advice on document fraud and forgery trends, in-depth forensic examination of suspect documents and provision of document fraud and forgery training.'","Home Office","UK Border Agency","Intelligence Directorate","0207 035 4848 or Minicom 0207 035 4742","public.enquiries@homeoffice.gsi.gov.uk","2UKBA10","3850000","1","0","0","","Knowledge and Information Management (KIM)","","","http://reference.data.gov.uk/id/public-body/uk-border-agency/post/1UKBA13","/data/homeoffice/2011-09-30/300911---UK-Border-Agency---Organogram-Data---FINAL.xls","person17"
"1UKBA52","N/D","SCS1","Director South Asia Region","'Regional Directors are responsible for managing the delivery of visa services in their region to meet UKBA customer, efficiency and performance targets; for developing alliances and programmes to deter and prevent illegal migration to the UK from their region and for building alliances in their region to support the UKs migration agenda. Each regional director is responsible for the staff, budget and corporate services in their region.'","Home Office","UK Border Agency","South Asia","0207 035 4848 or Minicom 0207 035 4742","public.enquiries@homeoffice.gsi.gov.uk","2UKBA14","2010000","1","0","0","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/uk-border-agency/post/1UKBA52","/data/homeoffice/2011-09-30/300911---UK-Border-Agency---Organogram-Data---FINAL.xls","person48"
"2UKBA12","Hugh Ind","SCS2","Regional Director London and Southeast and National Lead for Protection/Asylum","'Responsible for monitoring and reporting of performance within the region; Delivering the regional business plan; Local immigration teams (LITs) across London and the South East; Developing and maintaining strong relationships with internal/external corporate partners; Implementing the regional blueprint to establish individual case ownership in LITs and further to reform central processing functions in Croydon in accordance with the Immigration Group target operating model. Also supports the Head of Immigration by enhancing the regions profile, identity and culture. Acts as an ambassador for the region and oversees the work of the Director of Asylum and two Area Directors.'","Home Office","UK Border Agency","London and South East Region","0207 035 4848 or Minicom 0207 035 4742","public.enquiries@homeoffice.gsi.gov.uk","2UKBA03","280000","1","80000","84999","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/uk-border-agency/post/2UKBA12","/data/homeoffice/2011-09-30/300911---UK-Border-Agency---Organogram-Data---FINAL.xls","person69"
"1UKBA27","N/D","SCS1","Head of Technology","'Leads the design, development and delivery of technical solutions which support Border Force in its operational business. Works on the Border Control Strategy and the Border Force business plan to ensure that they also support wider UKBA and HO objectives. This work includes leading the group of projects which make up the Automation at the Border work, directing the work of the Cyclamen Capability Management Unit and leading on our next generation capabilities.'","Home Office","UK Border Agency","Business Change","0207 035 4848 or Minicom 0207 035 4742","public.enquiries@homeoffice.gsi.gov.uk","2UKBA02","0","1","0","0","","Programme and Project Management (PPM)","","","http://reference.data.gov.uk/id/public-body/uk-border-agency/post/1UKBA27","/data/homeoffice/2011-09-30/300911---UK-Border-Agency---Organogram-Data---FINAL.xls","person29"
"1UKBA71","N/D","SCS1","Director of Financial Strategy and Transparency","'The Director of Financial Strategy and Transparency is responsible for the agency's financial strategy, rolling business planning process and the agency's external financial reporting.'","Home Office","UK Border Agency","Resource Management Group","0207 035 4848 or Minicom 0207 035 4742","public.enquiries@homeoffice.gsi.gov.uk","2UKBA06","790000","1","0","0","","Finance","","","http://reference.data.gov.uk/id/public-body/uk-border-agency/post/1UKBA71","/data/homeoffice/2011-09-30/300911---UK-Border-Agency---Organogram-Data---FINAL.xls","person56"
"1aUKBA02","N/D","SCS1A","Director Border Transformation Group","'Takes a leading role within the Border Force business, and works in partnership with wider UKBA management teams and external stakeholders to: Develop the Border Force strategic vision; actively plan, co-ordinate and develop Border Force change portfolios and deliver new technology, organisational change and new business operating models at ports/airports to strengthen border security and facilitate legitimate travellers and businesses. Leads the negotiations with the TUS on workforce modernisation, including the introduction of new working patterns and grading model.'","Home Office","UK Border Agency","Border Transformation Group","0207 035 4848 or Minicom 0207 035 4742","public.enquiries@homeoffice.gsi.gov.uk","2UKBA02","2170000","1","0","0","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/uk-border-agency/post/1aUKBA02","/data/homeoffice/2011-09-30/300911---UK-Border-Agency---Organogram-Data---FINAL.xls","person3"
"3UKBA01","Rob Whiteman","SCS3","Chief Executive","'Accountable to the Permanent Secretary, Ministers and Parliament for the strategic development of the UK Border Agencys policy and delivery of the UK Border Agencys objectives and responsibilities in securing the border and controlling migration. The agency decides the eligibility of foreign nationals to stay in the UK, enforces immigration law and controls the entry to and exit from the country of people and goods. The Chief Executive, as Accounting Officer for the agency, also ensures that proper accounting procedures are followed, and that public funds are properly managed and safeguarded.'","Home Office","UK Border Agency","Chief Executive's Office","0207 035 4848 or Minicom 0207 035 4742","public.enquiries@homeoffice.gsi.gov.uk","XX","1780000","1","175000","179999","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/uk-border-agency/post/3UKBA01","/data/homeoffice/2011-09-30/300911---UK-Border-Agency---Organogram-Data---FINAL.xls","person73"
"1UKBA36","N/D","SCS1","Operations Director, Criminal Casework Directorate","'The Directorates objective is to protect the public by deporting foreign nationals who commit serious criminal offences, where legislation permits, and to actively monitor and manage Foreign National Prisoners (FNPs) released into the community pending deportation. It does this by rigorously pursuing deportation against foreign offenders who meet our criteria, managing each case through the legal process, negotiating barriers such as travel documents and ensuring that the use of immigration detention is appropriate. Asylum, remand; custody and non-detained teams provide specialist service to these key cohorts. A further 90 UKBA staff are embedded in prisons nationwide.'","Home Office","UK Border Agency","Criminal Casework","0207 035 4848 or Minicom 0207 035 4742","public.enquiries@homeoffice.gsi.gov.uk","1UKBA34","18780000","1","0","0","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/uk-border-agency/post/1UKBA36","/data/homeoffice/2011-09-30/300911---UK-Border-Agency---Organogram-Data---FINAL.xls","person36"
"1UKBA48","'Eliminated'","SCS1","Legal Advisor","'The simplification team is involved in a consolidation and simplification of immigration law.'","Home Office","UK Border Agency","Legal Adviser","0207 035 4848 or Minicom 0207 035 4742","public.enquiries@homeoffice.gsi.gov.uk","3UKBA01","0","1","0","0","","Law","","","http://reference.data.gov.uk/id/public-body/uk-border-agency/post/1UKBA48","/data/homeoffice/2011-09-30/300911---UK-Border-Agency---Organogram-Data---FINAL.xls","person45"
"1UKBA70","N/D","SCS1","Deputy Programme Director e-borders","'To manage and progress the effective delivery of the e-Borders Programme within budget, in accordance with the deliverables and timelines outlined in the e-Borders Business Delivery Plan, Business Case and any revised in-year contractual commitments. To ensure continued stakeholder buy-in and their support to key Programme Objectives. To proactively identify, develop and quantify benefit opportunities within UKBA and across government, subject to policy and data sharing agreements; and ensure that priority benefits are monitored appropriately.'","Home Office","UK Border Agency","e-Borders","0207 035 4848 or Minicom 0207 035 4742","public.enquiries@homeoffice.gsi.gov.uk","2UKBA17","0","1","0","0","","Programme and Project Management (PPM)","","","http://reference.data.gov.uk/id/public-body/uk-border-agency/post/1UKBA70","/data/homeoffice/2011-09-30/300911---UK-Border-Agency---Organogram-Data---FINAL.xls","person78"
