"Post Unique Reference","Name","Grade (or equivalent)","Job Title","Job/Team Function","Parent Department","Organisation","Unit","Contact Phone","Contact E-mail","Reports to Senior Post","Salary Cost of Reports (£)","FTE","Actual Pay Floor (£)","Actual Pay Ceiling (£)","","Professional/Occupational Group","Notes","Valid?","URI","source_file","source_line"
"BTPA03","Urmila Banerjee","SCS2","Chairman","Holds the BTP accountable on behalf of the public ensuring an efficient and effective police force","Department for Transport","British Transport Police Authority","British Transport Police Authority","020 7383 0259","general.enquiries@btpa.police.uk","XX","169347","1","30000","34999","","","","","http://reference.data.gov.uk/id/public-body/british-transport-police-authority/post/BTPA03","/data/btp/2011-03-31/Copy-of-government-staff-and-salary-data-blank-template---March-2011.xls","person4"
"BTPA14","Neil Scales","SCS2","Knowledge of industry","Holds the BTP accountable on behalf of the public ensuring an efficient and effective police force","Department for Transport","British Transport Police Authority","British Transport Police Authority","020 7383 0259","general.enquiries@btpa.police.uk","BTPA03","0","1","15000","19999","","","","","http://reference.data.gov.uk/id/public-body/british-transport-police-authority/post/BTPA14","/data/btp/2011-03-31/Copy-of-government-staff-and-salary-data-blank-template---March-2011.xls","person15"
"BTPA09","Robin Gisby","SCS2","Knowledge of industry","Holds the BTP accountable on behalf of the public ensuring an efficient and effective police force","Department for Transport","British Transport Police Authority","British Transport Police Authority","020 7383 0259","general.enquiries@btpa.police.uk","BTPA03","0","1","0","0","","","","","http://reference.data.gov.uk/id/public-body/british-transport-police-authority/post/BTPA09","/data/btp/2011-03-31/Copy-of-government-staff-and-salary-data-blank-template---March-2011.xls","person10"
"BTPA11","James King","SCS2","Knowledge of passenger interests and Scotland","Holds the BTP accountable on behalf of the public ensuring an efficient and effective police force","Department for Transport","British Transport Police Authority","British Transport Police Authority","020 7383 0259","general.enquiries@btpa.police.uk","BTPA03","0","1","15000","19999","","","","","http://reference.data.gov.uk/id/public-body/british-transport-police-authority/post/BTPA11","/data/btp/2011-03-31/Copy-of-government-staff-and-salary-data-blank-template---March-2011.xls","person12"
"BTPA06","Howard Collins","SCS2","Knowledge of industry","Holds the BTP accountable on behalf of the public ensuring an efficient and effective police force","Department for Transport","British Transport Police Authority","British Transport Police Authority","020 7383 0259","general.enquiries@btpa.police.uk","BTPA03","0","1","15000","19999","","","","","http://reference.data.gov.uk/id/public-body/british-transport-police-authority/post/BTPA06","/data/btp/2011-03-31/Copy-of-government-staff-and-salary-data-blank-template---March-2011.xls","person7"
"BTPA01","Andrew Figgures","SCS2","Chief Executive","To ensure that the Authority fulfils its statutory duties and to act as Accounting Officer","Department for Transport","British Transport Police Authority","British Transport Police Authority","020 7383 7708","andrew.figgures@btp.pnn.police.uk","BTPA03","253042","1","105000","109999","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/british-transport-police-authority/post/BTPA01","/data/btp/2011-03-31/Copy-of-government-staff-and-salary-data-blank-template---March-2011.xls","person2"
"BTPA04","David O'Dowd","SCS2","Deputy Chairman","Holds the BTP accountable on behalf of the public ensuring an efficient and effective police force","Department for Transport","British Transport Police Authority","British Transport Police Authority","020 7383 0259","general.enquiries@btpa.police.uk","BTPA03","0","1","25000","29999","","","","","http://reference.data.gov.uk/id/public-body/british-transport-police-authority/post/BTPA04","/data/btp/2011-03-31/Copy-of-government-staff-and-salary-data-blank-template---March-2011.xls","person5"
"BTPA07","Ian Dobbs","SCS2","Knowledge of industry","Holds the BTP accountable on behalf of the public ensuring an efficient and effective police force","Department for Transport","British Transport Police Authority","British Transport Police Authority","020 7383 0259","general.enquiries@btpa.police.uk","BTPA03","0","1","15000","19999","","","","","http://reference.data.gov.uk/id/public-body/british-transport-police-authority/post/BTPA07","/data/btp/2011-03-31/Copy-of-government-staff-and-salary-data-blank-template---March-2011.xls","person8"
"BTPA12","Elizabeth France","SCS2","Knowledge of passenger interests","Holds the BTP accountable on behalf of the public ensuring an efficient and effective police force","Department for Transport","British Transport Police Authority","British Transport Police Authority","020 7383 0259","general.enquiries@btpa.police.uk","BTPA03","0","1","15000","19999","","","","","http://reference.data.gov.uk/id/public-body/british-transport-police-authority/post/BTPA12","/data/btp/2011-03-31/Copy-of-government-staff-and-salary-data-blank-template---March-2011.xls","person13"
"BTPA15","Wendy Towers","SCS2","Knowledge of passenger interests and England","Holds the BTP accountable on behalf of the public ensuring an efficient and effective police force","Department for Transport","British Transport Police Authority","British Transport Police Authority","020 7383 0259","general.enquiries@btpa.police.uk","BTPA03","0","1","15000","19999","","","","","http://reference.data.gov.uk/id/public-body/british-transport-police-authority/post/BTPA15","/data/btp/2011-03-31/Copy-of-government-staff-and-salary-data-blank-template---March-2011.xls","person16"
