"Post Unique Reference","Name","Grade (or equivalent)","Job Title","Job/Team Function","Parent Department","Organisation","Unit","Contact Phone","Contact E-mail","Reports to Senior Post","Salary Cost of Reports (£)","FTE","Actual Pay Floor (£)","Actual Pay Ceiling (£)","","Professional/Occupational Group","Notes","Valid?","URI","source_file","source_line"
"151","","SCS1","Head of Family Justice, Mental Health Capacity and Coroners (Legal)","Responsible for Family Justice, Mental Health Capacity and Coroners","Ministry of Justice","Ministry of Justice","Law, Rights and International Group","0203 334 4764","general.queries@justice.gsi.gov.uk","137","0","1","N/D","N/D","","Policy","","","http://reference.data.gov.uk/id/department/justice/post/151","/data/justice/2011-03-31/Datasheets-working-v2.5-020611.xls","person152"
"47","","SCS1","Head of Sponsorship and Performance","Head of Sponsorship and Performance reporting to the Director General, Transforming Justice on the MOJ wide reform of Arm's Length Bodies (ALBs) and the sponsorship and performance management of the delivery ALBs within the MOJ.","Ministry of Justice","Ministry of Justice","Corporate Performance Group","020 3334 4021","general.queries@justice.gsi.gov.uk","53","847755","1","N/D","N/D","","Operational Delivery","","","http://reference.data.gov.uk/id/department/justice/post/47","/data/justice/2011-03-31/Datasheets-working-v2.5-020611.xls","person48"
"21","","SCS1","Area Director, Kent, Surrey & Sussex, HMCS","The Head of Kent, Surrey and Sussex Area, part of South East Region HMCS. Responsible for the provision of Crown, County and Magistrates Services across Kent, Surrey & Sussex","Ministry of Justice","Ministry of Justice","Her Majesty's Court Service (HMCS)","01273 409160","general.queries@justice.gsi.gov.uk","5","19773083","1","N/D","N/D","","Operational Delivery","","","http://reference.data.gov.uk/id/department/justice/post/21","/data/justice/2011-03-31/Datasheets-working-v2.5-020611.xls","person22"
"158","","SCS1","Head of Division for Judicial Appointments and HR","Responsible for Judicial Appointments and HR","Ministry of Justice","Ministry of Justice","Law, Rights and International Group","0203 334 3271","general.queries@justice.gsi.gov.uk","137","2373518","1","N/D","N/D","","Human Resources","","","http://reference.data.gov.uk/id/department/justice/post/158","/data/justice/2011-03-31/Datasheets-working-v2.5-020611.xls","person159"
"172","","SCS1","Deputy Drector, Project Delivery","Estates project delivery","Ministry of Justice","Ministry of Justice","Corporate Performance Group","020 7035 0801","general.queries@justice.gsi.gov.uk","56","0","1","N/D","N/D","","Programme and Project Management (PPM)","","","http://reference.data.gov.uk/id/department/justice/post/172","/data/justice/2011-03-31/Datasheets-working-v2.5-020611.xls","person174"
"16","","SCS1","Director of Estates","Estates, Security, Health & Safety and Fire Protection matters","Ministry of Justice","Ministry of Justice","Her Majesty's Court Service (HMCS)","","","13","1758374","","N/D","N/D","","","","","http://reference.data.gov.uk/id/department/justice/post/16","",""
"96","","SCS1","Deputy Director, Criminal Justice Women and Third Sector Policy","Responsible for criminal justice women and third sector strategy","Ministry of Justice","Ministry of Justice","Justice Policy Group","0203 334 3324","general.queries@justice.gsi.gov.uk","105","624356","1","N/D","N/D","","Policy","","","http://reference.data.gov.uk/id/department/justice/post/96","/data/justice/2011-03-31/Datasheets-working-v2.5-020611.xls","person97"
"70","","SCS1","Head of Internal Audit and Assurance","Responsible for Internal Audit, Risk Management and Assurance and Counter Fraud activity (including fraud investigations)","Ministry of Justice","Ministry of Justice","Corporate Performance Group","0300 047 5839","general.queries@justice.gsi.gov.uk","68","1672808","1","N/D","N/D","","Internal Audit","","","http://reference.data.gov.uk/id/department/justice/post/70","/data/justice/2011-03-31/Datasheets-working-v2.5-020611.xls","person71"
"105","Julie Taylor","SCS2","Director, Offender Management Policy","Responsible for offender management strategy","Ministry of Justice","Ministry of Justice","Justice Policy Group","0203 334 2498","general.queries@justice.gsi.gov.uk","98","1129968","1","105000","109999","","Policy","","","http://reference.data.gov.uk/id/department/justice/post/105","/data/justice/2011-03-31/Datasheets-working-v2.5-020611.xls","person106"
"34","","SCS1","Area Director East Midlands","The Area Director Responsible for the provision of Crown, County and Magistrates Services across East Midlands Area.","Ministry of Justice","Ministry of Justice","Her Majesty's Court Service (HMCS)","0115 955 8151","general.queries@justice.gsi.gov.uk","10","22445338","1","N/D","N/D","","Operational Delivery","","","http://reference.data.gov.uk/id/department/justice/post/34","/data/justice/2011-03-31/Datasheets-working-v2.5-020611.xls","person35"
