"Post Unique Reference","Name","Grade (or equivalent)","Job Title","Job/Team Function","Parent Department","Organisation","Unit","Contact Phone","Contact E-mail","Reports to Senior Post","Salary Cost of Reports (£)","FTE","Actual Pay Floor (£)","Actual Pay Ceiling (£)","","Professional/Occupational Group","Notes","Valid?","URI","source_file","source_line"
"150","N/D","SCS1","Head of Information and Human Rights Division (Legal)","Responsible for legal services relating to information and Human Rights","Ministry of Justice","Ministry of Justice","Corporate Performance Group","0203 334 2768","general.queries@justice.gsi.gov.uk","150","378616","1","N/D","N/D","","Law","","","http://reference.data.gov.uk/id/department/justice/post/150","/data/justice/2011-09-30/MOJ-Organogram-transparency-Sept-2011(FINAL).xls","person137"
"73","Gerry Smith","SCS2","Head of Shared Services","Responsible for Shared Services","Ministry of Justice","Ministry of Justice","Corporate Performance Group","020 3334 3665","general.queries@justice.gsi.gov.uk","68","10374990","1","120000","124999","","Operational Delivery","","","http://reference.data.gov.uk/id/department/justice/post/73","/data/justice/2011-09-30/MOJ-Organogram-transparency-Sept-2011(FINAL).xls","person67"
"63","Jeanne Spinks","SCS2","Director of Estates Transformation","Responsible for rationalising MoJ's administrative estate to save 41m per annum","Ministry of Justice","Ministry of Justice","Corporate Performance Group","0203 334 5122","general.queries@justice.gsi.gov.uk","56","0","1","","","","Programme and Project Management (PPM)","","","http://reference.data.gov.uk/id/department/justice/post/63","/data/justice/2011-09-30/MOJ-Organogram-transparency-Sept-2011(FINAL).xls","person59"
"110","N/D","SCS1","Policy Deputy Director","Payment by Results","Ministry of Justice","Ministry of Justice","Justice Policy Group","0203 334 5992","general.queries@justice.gsi.gov.uk","97","613448","1","N/D","N/D","","Policy","","","http://reference.data.gov.uk/id/department/justice/post/110","/data/justice/2011-09-30/MOJ-Organogram-transparency-Sept-2011(FINAL).xls","person102"
"70","N/D","SCS1","Head of Internal Audit and Assurance","Responsible for Internal Audit, Risk Management and Assurance and Counter Fraud activity (including fraud investigations)","Ministry of Justice","Ministry of Justice","Corporate Performance Group","0300 047 5839","general.queries@justice.gsi.gov.uk","68","3310059","1","N/D","N/D","","Internal Audit","","","http://reference.data.gov.uk/id/department/justice/post/70","/data/justice/2011-09-30/MOJ-Organogram-transparency-Sept-2011(FINAL).xls","person65"
"184","N/D","SCS1","Deputy Director, Head of Vendor Management & Service Transition","Responsible for ICT Vendor Management & Service Transition","Ministry of Justice","Ministry of Justice","Corporate Performance Group","020 3334 5945","general.queries@justice.gsi.gov.uk","77","315419","1","N/D","N/D","","Information Technology","","","http://reference.data.gov.uk/id/department/justice/post/184","/data/justice/2011-09-30/MOJ-Organogram-transparency-Sept-2011(FINAL).xls","person167"
"14","Paul Shipley","SCS2","HMCTS and MoJ IT Director","IT Director accountable for delivery of IT enabled change & live service to HMCTS, LSC, OPG & a number of ALB's","Ministry of Justice","Ministry of Justice","Her Majesty's Courts and Tribunals Service (HMCTS)","0203 334 5363","general.queries@justice.gsi.gov.uk","2","874716","1","115000","119999","","Information Technology","","","http://reference.data.gov.uk/id/department/justice/post/14","/data/justice/2011-09-30/MOJ-Organogram-transparency-Sept-2011(FINAL).xls","person15"
"317","N/D","SCS1","Deputy Director, Tribunals","Responsible for the development of Tribunals Policy","Ministry of Justice","Ministry of Justice","Her Majesty's Courts and Tribunals Service (HMCTS)","N/D","general.queries@justice.gsi.gov.uk","4","0","1","N/D","N/D","","Operational Delivery","","","http://reference.data.gov.uk/id/department/justice/post/317","/data/justice/2011-09-30/MOJ-Organogram-transparency-Sept-2011(FINAL).xls","person178"
"314","Mark Swales","SCS2","Delivery Director Wales, HMCTS","Responsible for delivery of Civil, Family and Tribunals Service across Wales","Ministry of Justice","Ministry of Justice","Her Majesty's Courts and Tribunals Service (HMCTS)","N/D","general.queries@justice.gsi.gov.uk","313","0","1","80000","84999","","Operational Delivery","","","http://reference.data.gov.uk/id/department/justice/post/314","/data/justice/2011-09-30/MOJ-Organogram-transparency-Sept-2011(FINAL).xls","person192"
"132","Catriona Laing","SCS2","Policy Director","International","Ministry of Justice","Ministry of Justice","Justice Policy Group","0203 334 5523","general.queries@justice.gsi.gov.uk","98","147792","1","80000","84999","","Policy","","","http://reference.data.gov.uk/id/department/justice/post/132","/data/justice/2011-09-30/MOJ-Organogram-transparency-Sept-2011(FINAL).xls","person122"
"125","Catherine Lee","SCS2","Policy Director","Access to Justice","Ministry of Justice","Ministry of Justice","Justice Policy Group","0203 334 5603","general.queries@justice.gsi.gov.uk","98","202524","1","85000","89999","","Policy","","","http://reference.data.gov.uk/id/department/justice/post/125","/data/justice/2011-09-30/MOJ-Organogram-transparency-Sept-2011(FINAL).xls","person115"
"304","N/D","SCS1","Head of Crime for Midlands","The Head of Crime is directly accountable for delivering business improvement of all aspects of criminal business, change implementation and benefits realisation for criminal business across the region.","Ministry of Justice","Ministry of Justice","Her Majesty's Courts and Tribunals Service (HMCTS)","0121 681 3220","general.queries@justice.gsi.gov.uk","303","0","1","N/D","N/D","","Operational Delivery","","","http://reference.data.gov.uk/id/department/justice/post/304","/data/justice/2011-09-30/MOJ-Organogram-transparency-Sept-2011(FINAL).xls","person202"
"1","Suma Chakrabarti","SCS4","Permanent Secretary","Civil service head of the Ministry of Justice, responsible for the effectiveness, efficiency, leadership, management and staffing of all aspects of the Ministry's work. He is the Principal Accounting Officer, and is personally responsible to Parliament for the propriety and regularity of the Departments expenditure. As Clerk of the Crown in Chancery he plays a constitutional role in various Parliamentary events, for example, the State opening of Parliament.","Ministry of Justice","Ministry of Justice","Ministry of Justice","020 3334 3555","general.queries@justice.gsi.gov.uk","XX","0","1","180000","184999","","Operational Delivery","","","http://reference.data.gov.uk/id/department/justice/post/1","/data/justice/2011-09-30/MOJ-Organogram-transparency-Sept-2011(FINAL).xls","person2"
"10","Mark Swales","SCS2","Delivery Director Wales HMCTS","Responsible for the provision of Crown, County, Magistrates Courts and Tribunals Services across Wales","Ministry of Justice","Ministry of Justice","Her Majesty's Courts and Tribunals Service (HMCTS)","0115 955 8301","general.queries@justice.gsi.gov.uk","2","2145799.9543243","1","80000","84999","","Operational Delivery","","","http://reference.data.gov.uk/id/department/justice/post/10","/data/justice/2011-09-30/MOJ-Organogram-transparency-Sept-2011(FINAL).xls","person11"
"156","N/D","SCS1","Policy Deputy Director","Youth Justice","Ministry of Justice","Ministry of Justice","Justice Policy Group","0203 334 4495","general.queries@justice.gsi.gov.uk","97","1067708","0.9","N/D","N/D","","Policy","","","http://reference.data.gov.uk/id/department/justice/post/156","/data/justice/2011-09-30/MOJ-Organogram-transparency-Sept-2011(FINAL).xls","person142"
"81","Philip French","SCS2","Chief Technology Officer","Responsible for ICT Strategy and Architecture","Ministry of Justice","Ministry of Justice","Corporate Performance Group","0203 334 3436","general.queries@justice.gsi.gov.uk","76","2350523","1","110000","114999","","Information Technology","","","http://reference.data.gov.uk/id/department/justice/post/81","/data/justice/2011-09-30/MOJ-Organogram-transparency-Sept-2011(FINAL).xls","person75"
"7","Nicholas Chibnall","SCS2","Policy Director","Responsible for the development of the Tribunals Service's policy in respect of the resolution of disputes arising in all of the jurisdictions of the First-Tier Tribunal, Upper Tribunal, Employment Tribunals, Employment Appeals Tribunal and other tribunals administered by the Tribunals Service.","Ministry of Justice","Ministry of Justice","Her Majesty's Courts and Tribunals Service (HMCTS)","0203 334 5407","general.queries@justice.gsi.gov.uk","4","0","1","85000","89999","","Policy","","","http://reference.data.gov.uk/id/department/justice/post/7","/data/justice/2011-09-30/MOJ-Organogram-transparency-Sept-2011(FINAL).xls","person8"
"112","N/D","SCS1","Policy Deputy Director","Family Justice","Ministry of Justice","Ministry of Justice","Justice Policy Group","0203 334 5487","general.queries@justice.gsi.gov.uk","125","1655908","1","N/D","N/D","","Policy","","","http://reference.data.gov.uk/id/department/justice/post/112","/data/justice/2011-09-30/MOJ-Organogram-transparency-Sept-2011(FINAL).xls","person104"
"116","Rebecca Endean","SCS2","Director, Analytical Services","Responsible for the provision of analytical services to the Ministry of Justice","Ministry of Justice","Ministry of Justice","Corporate Performance Group","0203 334 3499","general.queries@justice.gsi.gov.uk","68","8002353.22","1","85000","89999","","Economics","","","http://reference.data.gov.uk/id/department/justice/post/116","/data/justice/2011-09-30/MOJ-Organogram-transparency-Sept-2011(FINAL).xls","person108"
"195","N/D","SCS1","Deputy Director, Reporting and Control","Responsible for reporting and control (Financial Controller)","Ministry of Justice","Ministry of Justice","Corporate Performance Group","0203 334 4434","general.queries@justice.gsi.gov.uk","69","1139523","1","N/D","N/D","","Finance","","","http://reference.data.gov.uk/id/department/justice/post/195","/data/justice/2011-09-30/MOJ-Organogram-transparency-Sept-2011(FINAL).xls","person174"
"182","N/D","SCS1","Deputy Director, Head of Service Operations","Responsible for ICT Service Operations","Ministry of Justice","Ministry of Justice","Corporate Performance Group","020 3334 5729","general.queries@justice.gsi.gov.uk","77","0","1","N/D","N/D","","Information Technology","","","http://reference.data.gov.uk/id/department/justice/post/182","/data/justice/2011-09-30/MOJ-Organogram-transparency-Sept-2011(FINAL).xls","person165"
"315","N/D","SCS1","Delivery Director HMCTS North East","Responsible for delivery of Civil, Family and Tribunals Service across the North East","Ministry of Justice","Ministry of Justice","Her Majesty's Courts and Tribunals Service (HMCTS)","N/D","general.queries@justice.gsi.gov.uk","2","54215140","1","N/D","N/D","","Operational Delivery","","","http://reference.data.gov.uk/id/department/justice/post/315","/data/justice/2011-09-30/MOJ-Organogram-transparency-Sept-2011(FINAL).xls","person191"
"117","N/D","SCS1","Policy Deputy Director","Victims and Witnesses","Ministry of Justice","Ministry of Justice","Justice Policy Group","0203 334 6068","general.queries@justice.gsi.gov.uk","174","1797624","1","N/D","N/D","","Policy","","","http://reference.data.gov.uk/id/department/justice/post/117","/data/justice/2011-09-30/MOJ-Organogram-transparency-Sept-2011(FINAL).xls","person109"
"306","N/D","SCS1","Delivery Director, HMCTS North West","The Delivery Director of North West Region HMCTS. Responsible for the provsion of Crown, County, Family, and Tribunals across the area.","Ministry of Justice","Ministry of Justice","Her Majesty's Courts and Tribunals Service (HMCTS)","0161 240 5800","general.queries@justice.gsi.gov.uk","2","51478517","1","N/D","N/D","","Operational Delivery","","","http://reference.data.gov.uk/id/department/justice/post/306","/data/justice/2011-09-30/MOJ-Organogram-transparency-Sept-2011(FINAL).xls","person200"
"44","N/D","SCS1","Director of Finance and Resources, HMCTS","Director of Finance and Resources, HMCTS","Ministry of Justice","Ministry of Justice","Her Majesty's Courts and Tribunals Service (HMCTS)","0203 334 3828","general.queries@justice.gsi.gov.uk","2","6322655","1","N/D","N/D","","Finance","","","http://reference.data.gov.uk/id/department/justice/post/44","/data/justice/2011-09-30/MOJ-Organogram-transparency-Sept-2011(FINAL).xls","person42"
