"Post Unique Reference","Name","Grade (or equivalent)","Job Title","Job/Team Function","Parent Department","Organisation","Unit","Contact Phone","Contact E-mail","Reports to Senior Post","Salary Cost of Reports (£)","FTE","Actual Pay Floor (£)","Actual Pay Ceiling (£)","","Professional/Occupational Group","Notes","Valid?","URI","source_file","source_line"
"7479160","","SCS1","Head of Estates & Facilities","Accountable for the management of the HPA Estates & Facilities function","Department of Health","Health Protection Agency","Finance and Resources Division","020 8327 6647","Cfi-pressoffice@hpa.org.uk","1333082","72377","1","N/D","N/D","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/health-protection-agency/post/7479160","/data/hpa/2011-03-31/final-25-May-2011-V1.xls","person47"
"1950301","","SCS1","Head of Legal Affairs","Accountable for the management of the HPA Legal function","Department of Health","Health Protection Agency","Finance and Resources Division","020 8327 6647","Cfi-pressoffice@hpa.org.uk","1333082","200000","1","N/D","N/D","","Law","","","http://reference.data.gov.uk/id/public-body/health-protection-agency/post/1950301","/data/hpa/2011-03-31/final-25-May-2011-V1.xls","person43"
"5771173","","SCS1","Deputy Director","As Deputy Director for the Centre for Radiation Chemical & Environmental Hazards accountable for a section of the centre","Department of Health","Health Protection Agency","Centre for Radiation Chemicals and Environmental Hazards (CRCE/HPA Radiation Chemical and Environment)","020 8327 6647","Cfi-pressoffice@hpa.org.uk","5603343","5022628","1","N/D","N/D","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/health-protection-agency/post/5771173","/data/hpa/2011-03-31/final-25-May-2011-V1.xls","person29"
"1333369","","SCS1","Interim Deputy Director - Epidemology","Accoutable for Field Epidemiology for Health Protection Services","Department of Health","Health Protection Agency","Health Protection Services","020 8327 6647","Cfi-pressoffice@hpa.org.uk","8534754","0","0.5","N/D","N/D","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/health-protection-agency/post/1333369","/data/hpa/2011-03-31/final-25-May-2011-V1.xls","person14"
"5240958","","SCS1","Head of Virology/Deputy Director","Accountable for the management of the Virology Department at the National Institute of Biological Standards & Control and Deputy Director of the Institute","Department of Health","Health Protection Agency","National Institute for Biological Standards and Control","020 8327 6647","Cfi-pressoffice@hpa.org.uk","5238701","1852692","1","N/D","N/D","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/health-protection-agency/post/5240958","/data/hpa/2011-03-31/final-25-May-2011-V1.xls","person32"
"7295073","Anne Christine McCartney","SCS2","Executive Director","Accountable for the executive management of the Microbiology Services","Department of Health","Health Protection Agency","Microbiology Services","020 8327 6647","Cfi-pressoffice@hpa.org.uk","6542975","229374","1","140000","144999","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/health-protection-agency/post/7295073","/data/hpa/2011-03-31/final-25-May-2011-V1.xls","person8"
"9047114","","SCS1","Deputy Director: Director of Reference Microbiology Services","Accountable for Reference Microbiology Services","Department of Health","Health Protection Agency","Finance and Resources Division","020 8327 6647","Cfi-pressoffice@hpa.org.uk","7295073","14278669","1","N/D","N/D","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/health-protection-agency/post/9047114","/data/hpa/2011-03-31/final-25-May-2011-V1.xls","person48"
"1332520","","SCS1","Regional Director","Accountable for the management of the South East region of Health Protection Services","Department of Health","Health Protection Agency","Health Protection Services","020 8327 6647","Cfi-pressoffice@hpa.org.uk","8534754","4601071","1","N/D","N/D","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/health-protection-agency/post/1332520","/data/hpa/2011-03-31/final-25-May-2011-V1.xls","person18"
"6039633","","SCS1","Board Secretary","Accountable as Secretary to the HPA Board","Department of Health","Health Protection Agency","Finance and Resources Division","020 8327 6647","Cfi-pressoffice@hpa.org.uk","1333082","504178","1","N/D","N/D","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/health-protection-agency/post/6039633","/data/hpa/2011-03-31/final-25-May-2011-V1.xls","person41"
"5241785","","SCS1","Head of Biotherapeutics","Accountable for the management of the Biotherapeutics Department at the National Institute of Biological Standards & Control","Department of Health","Health Protection Agency","National Institute for Biological Standards and Control","020 8327 6647","Cfi-pressoffice@hpa.org.uk","5238701","2415268","1","N/D","N/D","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/health-protection-agency/post/5241785","/data/hpa/2011-03-31/final-25-May-2011-V1.xls","person37"
"3733661","","SCS1","Deputy Director","As Deputy Director for the Centre for Radiation Chemical & Environmental Hazards accountable for a section of the centre","Department of Health","Health Protection Agency","Centre for Radiation Chemicals and Environmental Hazards (CRCE/HPA Radiation Chemical and Environment)","020 8327 6647","Cfi-pressoffice@hpa.org.uk","5603343","1797693","1","N/D","N/D","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/health-protection-agency/post/3733661","/data/hpa/2011-03-31/final-25-May-2011-V1.xls","person27"
"4110968","","SCS1","Interim Head of Operational Delivery","Accountable for operational delivery within operational services","Department of Health","Health Protection Agency","Health Protection Services","020 8327 6647","Cfi-pressoffice@hpa.org.uk","8534754","200000","1","N/D","N/D","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/health-protection-agency/post/4110968","/data/hpa/2011-03-31/final-25-May-2011-V1.xls","person12"
"8534754","","SCS2","Executive Director","Accountable for the executive management of the Health Protection Services","Department of Health","Health Protection Agency","Health Protection Services","","","6542975","200000","","","","","","","","http://reference.data.gov.uk/id/public-body/health-protection-agency/post/8534754","",""
"6542999","Anthony Kessel","SCS2","Executive Director","Accountable for the executive management of the HPA Public Health Strategy division and Medical Director","Department of Health","Health Protection Agency","Public Health Strategy Division","020 8327 6647","Cfi-pressoffice@hpa.org.uk","6542975","900748","1","170000","174999","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/health-protection-agency/post/6542999","/data/hpa/2011-03-31/final-25-May-2011-V1.xls","person7"
"4834072","","SCS1","Regional Director","Accountable for the management of the London region of Health Protection Services","Department of Health","Health Protection Agency","Health Protection Services","020 8327 6647","Cfi-pressoffice@hpa.org.uk","8534754","4352747","1","N/D","N/D","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/health-protection-agency/post/4834072","/data/hpa/2011-03-31/final-25-May-2011-V1.xls","person19"
"6843658","","SCS1","Head of Health & Safety","Accountable for the management of the HPA Health & Safety function","Department of Health","Health Protection Agency","Finance and Resources Division","020 8327 6647","Cfi-pressoffice@hpa.org.uk","1333082","200000","1","N/D","N/D","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/health-protection-agency/post/6843658","/data/hpa/2011-03-31/final-25-May-2011-V1.xls","person42"
"1333093","","SCS1","Regional Director","Accountable for the management of the North West region of Health Protection Services","Department of Health","Health Protection Agency","Health Protection Services","020 8327 6647","Cfi-pressoffice@hpa.org.uk","8534754","3000005","1","N/D","N/D","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/health-protection-agency/post/1333093","/data/hpa/2011-03-31/final-25-May-2011-V1.xls","person23"
"1331842","","SCS1","Interim Head of a Specialist Epidemiology Department Colindale","Accountable for the provision of additional specialist public health and epidemiology advice","Department of Health","Health Protection Agency","Health Protection Services","020 8327 6647","Cfi-pressoffice@hpa.org.uk","8534754","0","0","N/D","N/D","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/health-protection-agency/post/1331842","/data/hpa/2011-03-31/final-25-May-2011-V1.xls","person26"
"1333759","","SCS1","Regional Director","Accountable for the management of the East Midlands region of Health Protection Services","Department of Health","Health Protection Agency","Health Protection Services","020 8327 6647","Cfi-pressoffice@hpa.org.uk","8534754","1906985","1","N/D","N/D","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/health-protection-agency/post/1333759","/data/hpa/2011-03-31/final-25-May-2011-V1.xls","person20"
"5236963","","SCS1","Head of Bacteriology","Accountable for the management of the Bacteriology Department at the National Institute of Biological Standards & Control","Department of Health","Health Protection Agency","National Institute for Biological Standards and Control","020 8327 6647","Cfi-pressoffice@hpa.org.uk","5238701","1193497","1","N/D","N/D","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/health-protection-agency/post/5236963","/data/hpa/2011-03-31/final-25-May-2011-V1.xls","person33"
"5922338","","SCS1","Deputy Director of Human Resources","Accountable as Deputy Director for the management of the HPA Human Resources function","Department of Health","Health Protection Agency","Human Resources Division","020 8327 6647","Cfi-pressoffice@hpa.org.uk","1333823","266928","1","N/D","N/D","","Human Resources","","","http://reference.data.gov.uk/id/public-body/health-protection-agency/post/5922338","/data/hpa/2011-03-31/final-25-May-2011-V1.xls","person25"
"1536977","","SCS1","Head of Internal Audit","Accountable for the management of the HPA Internal Audit Department","Department of Health","Health Protection Agency","Finance and Resources Division","","","1333082","200000","","N/D","N/D","","","","","http://reference.data.gov.uk/id/public-body/health-protection-agency/post/1536977","",""
"1333823","Tony Vickers-Byrne","SCS2","Executive Director","Accountable for the executive management of the HPA Human Resources division","Department of Health","Health Protection Agency","Human Resources Division","020 8327 6647","Cfi-pressoffice@hpa.org.uk","6542975","1527551","1","100000","104999","","Human Resources","","","http://reference.data.gov.uk/id/public-body/health-protection-agency/post/1333823","/data/hpa/2011-03-31/final-25-May-2011-V1.xls","person11"
