"Post Unique Reference","Name","Grade (or equivalent)","Job Title","Job/Team Function","Parent Department","Organisation","Unit","Contact Phone","Contact E-mail","Reports to Senior Post","Salary Cost of Reports (£)","FTE","Actual Pay Floor (£)","Actual Pay Ceiling (£)","","Professional/Occupational Group","Notes","Valid?","URI","source_file","source_line"
"5","Simon McKinnon","SCS2","Information and Technology Director","The Information and Technology Directorate is responsible for ensuring that the Commissions current and future Information Technology and Information Management needs are met. The Directorate provides local IT support, telephony services, and operational support for the Commission's current business applications. The Directorate is also supporting the Commissions change programme, building with third parties a range of applications for the new child maintenance scheme. In addition, the directorate provides information assurance and IT security services to protect information and systems within the Commission.","Department for Work and Pensions","Child Maintenance and Enforcement Commission","Information and Technology Directorate","0207 853 8012","transparency.questions@childmaintenance.gsi.gov.uk","1","0","1","125000","129999","","Information Technology","","","http://reference.data.gov.uk/id/public-body/child-maintenance-and-enforcement-commission/post/5","/data/childmaintenance/2011-09-30/Template---Final.xls","person5"
"4","Ian Wright","SCS2","Change Director","The Change Directorate leads the implementation of major change projects, ensuring that projects are delivered to time and to budget.","Department for Work and Pensions","Child Maintenance and Enforcement Commission","Change Directorate","0207 853 8012","transparency.questions@childmaintenance.gsi.gov.uk","1","2263014","1","115000","119999","","Programme and Project Management (PPM)","","","http://reference.data.gov.uk/id/public-body/child-maintenance-and-enforcement-commission/post/4","/data/childmaintenance/2011-09-30/Template---Final.xls","person4"
"33","N/D","SCS1","Head of People Development","The People Development Team is responsible for providing a range of products and interventions to support the development of the Commission's people, enabling them to deliver the organisations objectives. The team has specific responsibility for: - Delivery of leadership and management development - identification and development of colleagues with high potential - activity to improve people engagement - design, development, maintenance and evaluation of all business specific training - Ownership of the HR Change programme, ensuring that it is integrated with the overall Commission Change programme.","Department for Work and Pensions","Child Maintenance and Enforcement Commission","Human Resources Directorate","0207 853 8012","transparency.questions@childmaintenance.gsi.gov.uk","6","1364116","1","N/D","N/D","","Human Resources","","","http://reference.data.gov.uk/id/public-body/child-maintenance-and-enforcement-commission/post/33","/data/childmaintenance/2011-09-30/Template---Final.xls","person26"
"2","Susan Park","SCS2","Corporate Affairs Director","The function of the Corporate Affairs directorate is to achieve the objectives provided to the Commission by statute and Ministers by formulating a strategy for the organisation, ensuring that the policy and legal framework is aligned with the strategy, that decision making adheres to the legal framework, and that the reputation of the organisation is managed as we carry the strategy through.","Department for Work and Pensions","Child Maintenance and Enforcement Commission","Corporate Affairs Directorate","0207 853 8012","transparency.questions@childmaintenance.gsi.gov.uk","1","230308","1","120000","124999","","Policy","","","http://reference.data.gov.uk/id/public-body/child-maintenance-and-enforcement-commission/post/2","/data/childmaintenance/2011-09-30/Template---Final.xls","person3"
"36","N/D","SCS1","Clerical and Client Payment Services Director","The Clerical and Client Payment Services Director is responsible for:  Processing receipts and payments as quickly as possible, through the Child Support Agencys collection service.  Improving performance on cases managed off the Commission's main IT systems.  Reducing the number of cases managed off the main IT systems - don't understand this, how can we do this?  Improving the efficiency of managing cases off the main IT systems","Department for Work and Pensions","Child Maintenance and Enforcement Commission","CSA Operations Directorate","0207 853 8012","transparency.questions@childmaintenance.gsi.gov.uk","41","17598485","1","N/D","N/D","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/child-maintenance-and-enforcement-commission/post/36","/data/childmaintenance/2011-09-30/Template---Final.xls","person28"
"40","N/D","SCS1","Operations Support and Planning Director","The Operations Support and Planning Director is responsible for a range of operational planning activities; primarily focused on planning, supporting performance and service delivery, and co-ordinating effective business improvements.","Department for Work and Pensions","Child Maintenance and Enforcement Commission","CSA Operations Directorate","0207 853 8012","transparency.questions@childmaintenance.gsi.gov.uk","41","9287161","1","N/D","N/D","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/child-maintenance-and-enforcement-commission/post/40","/data/childmaintenance/2011-09-30/Template---Final.xls","person30"
"43","N/D","SCS1","Legal Enforcement Director","The Legal Enforcement Director is responsible for re-establishing compliance and ensuring maintenance is paid on cases where debt enforcement action has failed. Measures used include charging orders, third party debt orders, obtaining Liability Orders for debt through the Courts, driving licence removal and even the possibility of imprisonment.","Department for Work and Pensions","Child Maintenance and Enforcement Commission","CSA Operations Directorate","0207 853 8012","transparency.questions@childmaintenance.gsi.gov.uk","41","23880451","1","N/D","N/D","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/child-maintenance-and-enforcement-commission/post/43","/data/childmaintenance/2011-09-30/Template---Final.xls","person33"
"45","N/D","SCS1","Risk & Assurance Director","The Risk and Assurance Director is responsible for: - promoting a risk culture; - identifying, assessing and controlling risks; - ensuring the Commission has an effective control framework in place to minimise risks and for assuring compliance with it, including preparing the annual Statement of Internal Control; - measuring the accuracy and quality of Child Support Agency decisions; - developing and implementing policies and practices to protect the physical security of our people; - providing independent security accreditation services for IT systems; and - embedding effective business continuity arrangements across the organisation.","Department for Work and Pensions","Child Maintenance and Enforcement Commission","Finance and Commercial Directorate","0207 853 8012","transparency.questions@childmaintenance.gsi.gov.uk","7","1727395","1","N/D","N/D","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/child-maintenance-and-enforcement-commission/post/45","/data/childmaintenance/2011-09-30/Template---Final.xls","person35"
"16","N/D","SCS1","Director of Child Maintenance Options","The Child Maintenance Options service provides free, impartial information on child maintenance arrangements, and supports parents to make informed decisions about the child maintenance arrangement most suited to their circumstances, whether this is a family-based or statutory arrangement or one made through the courts. Child Maintenance Options is available by phone, web or, for those most in need of more personalised help, through a face-to-face service. The Child Maintenance Options team in the Commission manages all aspects of the service from performance to service development.","Department for Work and Pensions","Child Maintenance and Enforcement Commission","Customer Directorate","0207 853 8012","transparency.questions@childmaintenance.gsi.gov.uk","50","248116","0.8","N/D","N/D","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/child-maintenance-and-enforcement-commission/post/16","/data/childmaintenance/2011-09-30/Template---Final.xls","person14"
"17","N/D","SCS1","Head of Commissioning","The Head of Commissioning manages relationships with commercial partners who provide outsourced services (both client facing and support services). They also manage the procurement and commercial functions, estates and facilities, and relationships with other public sector bodies through service level agreements.","Department for Work and Pensions","Child Maintenance and Enforcement Commission","Finance and Commercial Directorate","0207 853 8012","transparency.questions@childmaintenance.gsi.gov.uk","7","1395913","1","N/D","N/D","","Procurement","","","http://reference.data.gov.uk/id/public-body/child-maintenance-and-enforcement-commission/post/17","/data/childmaintenance/2011-09-30/Template---Final.xls","person15"
