"Post Unique Reference","Name","Grade (or equivalent)","Job Title","Job/Team Function","Parent Department","Organisation","Unit","Contact Phone","Contact E-mail","Reports to Senior Post","Salary Cost of Reports (£)","FTE","Actual Pay Floor (£)","Actual Pay Ceiling (£)","","Professional/Occupational Group","Notes","Valid?","URI","source_file","source_line"
"IDCA1","","SCS1","Divisional Manager, Children's Services Assessment","The Divisional Manager, Children's Services Assessment reports to the National Director, Development and Strategy. Leads on the national coordination and development of local authority Children's Services Annual Assessment, ensuring high quality assessments that make an effective contribution to Ofsted�s strategic aims and better public services for all.","Department for Education","Ofsted","Children's Services Assessment","0300 123 4234","enquiries@ofsted.gov.uk","NDDS1","1057702","1","N/D","N/D","","Policy","","","http://reference.data.gov.uk/id/public-body/office-for-standards-in-education-childrens-servic/post/IDCA1","/data/ofsted/2011-03-31/Government-staff-and-salary-data----March-2011.xls","person19"
"IDST14","","SCS1","Divisional Manager, Safeguarding and Regulation","The Divisional Manager, Safeguarding and Regulation reports to the Regional Director (Nottingham). Has Responsibility for compliance, investigation and enforcement. Involves making use of inspection findings, briefing relating to accidents sustained by children and young people and to provide advice to HMCI and internal and external stakeholders.","Department for Education","Ofsted","Compliance, Investigation and Enforcement","0300 123 4234","enquiries@ofsted.gov.uk","INTS1N","4934395","1","N/D","N/D","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/office-for-standards-in-education-childrens-servic/post/IDST14","/data/ofsted/2011-03-31/Government-staff-and-salary-data----March-2011.xls","person12"
"ISD1","","SCS1","Divisional Manager, Information Services","The Divisional Manager, Information Services reports to the Director, Finance and Resources. Responsible for the provision and management of systems and applications that support Ofsted. Leading the redesign and realignment of the current Ofsted IS services model, resources and skills to underpin and deliver best-practice IS services at a reduced cost.","Department for Education","Ofsted","Information Services","0300 123 4234","enquiries@ofsted.gov.uk","FRD1","1458429","1","N/D","N/D","","Information Technology","","","http://reference.data.gov.uk/id/public-body/office-for-standards-in-education-childrens-servic/post/ISD1","/data/ofsted/2011-03-31/Government-staff-and-salary-data----March-2011.xls","person35"
"MF1","","SCS1","Project Director, Moving Forward","The Project Director, Moving Forward reports directly to Her Majesty's Chief Inspector. Responsible for implementing Ofsted's estates strategy, taking into account recent government restrictions, the impact of the spending review on Ofsted�s headcount and the requirement to have a consistent and efficient approach to supporting Ofsted�s business in the medium and long term.","Department for Education","Ofsted","Finance and Resources","0300 123 4234","enquiries@ofsted.gov.uk","FRD1","335635","0.5","N/D","N/D","","Programme and Project Management (PPM)","","","http://reference.data.gov.uk/id/public-body/office-for-standards-in-education-childrens-servic/post/MF1","/data/ofsted/2011-03-31/Government-staff-and-salary-data----March-2011.xls","person3"
"IDST2","Patrick Leeson","SCS2","Director, Development Education and Care","The Director, Development Education and Care reports to Her Majesty's Chief Inspector. The Director is a member of Ofsted's Executive Board. Develops world class inspection methodology that drives improvement for users and also at individual provider and system levels. Builds national expertise in relation to Young Learners aged 0-19 and promotes this expertise inside and outside Ofsted, drawing from inspection insights to improve how Ofsted inspects and shaping the opinions and actions of policy makers.","Department for Education","Ofsted","Education and Care Development","0300 123 4234","enquiries@ofsted.gov.uk","HMCI","0","1","150000","154999","","Policy","","","http://reference.data.gov.uk/id/public-body/office-for-standards-in-education-childrens-servic/post/IDST2","/data/ofsted/2011-03-31/Government-staff-and-salary-data----March-2011.xls","person6"
"INTS5B","","SCS1","Divisional Manager, Inspection Delivery","The Divisional Manager, Inspection Delivery (Bristol) reports to the Regional Director (Bristol). Ensures the delivery of high quality inspections in the South in Education, Learning and Skills and Social Care providers in line with agreed timescales and quality standards, and help develop high quality inspectors and inspector managers.","Department for Education","Ofsted","South Inspection","0300 123 4234","enquiries@ofsted.gov.uk","INTS1B","12539215","1","N/D","N/D","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/office-for-standards-in-education-childrens-servic/post/INTS5B","/data/ofsted/2011-03-31/Government-staff-and-salary-data----March-2011.xls","person30"
"STD1","Richard Brooks","SCS2","Director, Strategy","The Director, Strategy reports to Her Majesty's Chief Inspector. The Director is a member of Ofsted's Executive Board. Ensures that Ofsted is successful in increasing its impact through a responsive approach to the evolution of policy thinking at both home and abroad and the continuing pursuit of innovation that drives improvement in how Ofsted operates.","Department for Education","Ofsted","Strategy","0300 123 4234","enquiries@ofsted.gov.uk","HMCI","3422746","1","110000","114999","","Policy","","","http://reference.data.gov.uk/id/public-body/office-for-standards-in-education-childrens-servic/post/STD1","/data/ofsted/2011-03-31/Government-staff-and-salary-data----March-2011.xls","person7"
"IDST3","","SCS2","Director, Learning and Skills","The Director, Learning and Skills reports to Her Majesty's Chief Inspector. The Director is a member of Ofsted's Executive Board. Develops world class inspection methodology that ensures the inspection frameworks and guidance materials produced for inspectors and the sector are fit for purpose and have the greatest possible impact on raising standards and improving lives of learners and employers.","Department for Education","Ofsted","Learning and Skills Development","","","HMCI","0","","","","","","","","http://reference.data.gov.uk/id/public-body/office-for-standards-in-education-childrens-servic/post/IDST3","",""
"INTS5M","","SCS1","Divisional Manager, Inspection Delivery","The Divisional Manager, Inspection Delivery (Manchester) reports to the Regional Director (Manchester). Ensures the delivery of high quality inspections in the North in Education, Learning and Skills and Social Care providers in line with agreed timescales and quality standards, and help develop high quality inspectors and inspector managers.","Department for Education","Ofsted","North Inspection","0300 123 4234","enquiries@ofsted.gov.uk","INTS1M","10964937","1","N/D","N/D","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/office-for-standards-in-education-childrens-servic/post/INTS5M","/data/ofsted/2011-03-31/Government-staff-and-salary-data----March-2011.xls","person24"
"ID1","","SCS1","Divisional Manager, Inspection Development","The Divisional Manager, Inspection Development reports directly to the Director, Education and Care. Ensures that Ofsted's work is driving real improvements in the system, through framework and related policy development, informed by inspection evidence, user engagement and best practice in equalities, safeguarding, professional learning and sustainable development.","Department for Education","Ofsted","Education and Care","0300 123 4234","enquiries@ofsted.gov.uk","IDST2","403434","1","N/D","N/D","","Policy","","","http://reference.data.gov.uk/id/public-body/office-for-standards-in-education-childrens-servic/post/ID1","/data/ofsted/2011-03-31/Government-staff-and-salary-data----March-2011.xls","person10"
"STKM1","","SCS1","Divisional Manager, Knowledge Management","The Divisional Manager, Knowledge Management reports to the Director, Strategy. Ensures that Ofsted is using and communicating knowledge strategically to achieve impact and improves how the knowledge that is in the organisation is shared, internally and externally.","Department for Education","Ofsted","Knowledge Dissemination","","","STD1","0","","N/D","N/D","","","","","http://reference.data.gov.uk/id/public-body/office-for-standards-in-education-childrens-servic/post/STKM1","",""
"HMCI","Christine Gilbert","SCS4","Her Majesty's Chief Inspector","Responsible for Ofsted's inspection and regulation services, and reports annually on the quality of education, children's services and skills in England. HMCI has overall responsibility for the organisation, management and staffing of Ofsted. HMCI is the Accounting Officer for Ofsted, and is answerable to Parliament for ensuring that all resources are used properly.","Department for Education","Ofsted","Her Majesty's Chief Inspector","0300 123 4234","enquiries@ofsted.gov.uk","XX","0","1","195000","199999","","Policy","","","http://reference.data.gov.uk/id/public-body/office-for-standards-in-education-childrens-servic/post/HMCI","/data/ofsted/2011-03-31/Government-staff-and-salary-data----March-2011.xls","person4"
"INTS8","","SCS1","Divisional Manager, Early Years","The Divisional Manager, Early Years reports to the Regional Director (Manchester). Accountable for overseeing Ofsted's national delivery for early years inspections. Ensures the delivery of inspections in early years providers and settings that will drive up provider performance and be in line with agreed timescales and quality standards.","Department for Education","Ofsted","Delivery Wide Management and Monitoring Team","0300 123 4234","enquiries@ofsted.gov.uk","INTS1M","0","1","N/D","N/D","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/office-for-standards-in-education-childrens-servic/post/INTS8","/data/ofsted/2011-03-31/Government-staff-and-salary-data----March-2011.xls","person18"
"OD1","Lorraine Langham","SCS2","Director, Organisational Development","The Director, Organisational Development, reports to Her Majesty's Chief Inspector. The Director is a member of Ofsted's Executive Board. Advises on wide range of internal and external matters, including operations, public involvement and professional development. The directorate includes Communications and Organisational and Professional Development.","Department for Education","Ofsted","Organisational and Professional Development","0300 123 4234","enquiries@ofsted.gov.uk","HMCI","0","1","130000","134999","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/office-for-standards-in-education-childrens-servic/post/OD1","/data/ofsted/2011-03-31/Government-staff-and-salary-data----March-2011.xls","person9"
"STLD1","","SCS1","Divisional Manager, Organisational and Professional Development","The Divisional Manager, Organisational and Professional Development reports to the Regional Director (Bristol). Responsible for leading and managing the Organisational and Professional Development Division in order to develop, deliver and evaluate effective, corporate and inspector learning and development.","Department for Education","Ofsted","Organisational and Professional Development","0300 123 4234","enquiries@ofsted.gov.uk","OD1","609549","1","N/D","N/D","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/office-for-standards-in-education-childrens-servic/post/STLD1","/data/ofsted/2011-03-31/Government-staff-and-salary-data----March-2011.xls","person26"
"NDDS1","John Goldup","SCS2","National Director, Development and Strategy","The National Director, Development and Strategy reports to Her Majesty's Chief Inspector. The National Director is a member of Ofsted's Executive Board. Develops world class inspection methodology that drives improvement for users and also at individual provider and system levels. Leads on and builds national expertise in relation to social care and promotes this expertise inside and outside Ofsted, drawing from inspection insights to improve how Ofsted inspects and shapes the opinions and actions of policy makers. The National Director is responsible for ensuring the directorate is joined up and operates effectively. He is supported by the Directors of Education and Care, Learning and Skills and Strategy.","Department for Education","Ofsted","Social Care Development","0300 123 4234","enquiries@ofsted.gov.uk","HMCI","715207","1","150000","154999","","Policy","","","http://reference.data.gov.uk/id/public-body/office-for-standards-in-education-childrens-servic/post/NDDS1","/data/ofsted/2011-03-31/Government-staff-and-salary-data----March-2011.xls","person5"
