"Post Unique Reference","Name","Grade (or equivalent)","Job Title","Job/Team Function","Parent Department","Organisation","Unit","Contact Phone","Contact E-mail","Reports to Senior Post","Salary Cost of Reports (£)","FTE","Actual Pay Floor (£)","Actual Pay Ceiling (£)","","Professional/Occupational Group","Notes","Valid?","URI","source_file","source_line"
"174","","SCS1","Deputy Director Head Of Disclosure Scotland","Head Of Disclosure Scotland","Scottish Government","Scottish Government","DISCLOSURE SCOTLAND","0131 556 8400","ceu@scotland.gsi.gov.uk","26","130652","0.81","N/D","N/D","","Policy","","","http://reference.data.gov.uk/id/department/scottish-government/post/174","/data/scotland/2011-03-31/March-2011-Organogram.xls","person175"
"81","","SCS1A","Deputy Director Local Government","Local Government","Scottish Government","Scottish Government","LOCAL GOVERNMENT","0131 556 8400","ceu@scotland.gsi.gov.uk","19","0","1","","","","Policy","","","http://reference.data.gov.uk/id/department/scottish-government/post/81","/data/scotland/2011-03-31/March-2011-Organogram.xls","person82"
"161","","SCS1A","Deputy Director Ehealth","Ehealth","Scottish Government","Scottish Government","EHEALTH","0131 556 8400","ceu@scotland.gsi.gov.uk","209","819377","1","","","","Policy","","","http://reference.data.gov.uk/id/department/scottish-government/post/161","/data/scotland/2011-03-31/March-2011-Organogram.xls","person162"
"24","Andy Beattie","SCS2","Scottish Parliamentary Counsel","Office Of The Scottish Parliamentary Counsel","Scottish Government","Scottish Government","OFFICE OF THE SCOTTISH PARLIAMENTARY COUNSEL","0131 556 8400","ceu@scotland.gsi.gov.uk","21","N/D","1","90000","94999","","Policy","","","http://reference.data.gov.uk/id/department/scottish-government/post/24","/data/scotland/2011-03-31/March-2011-Organogram.xls","person25"
"88","","SCS1","Deputy Director Equality And Communities","Equality And Communities","Scottish Government","Scottish Government","EQUALITY AND COMMUNITIES","0131 556 8400","ceu@scotland.gsi.gov.uk","20","906738","1","N/D","N/D","","Policy","","","http://reference.data.gov.uk/id/department/scottish-government/post/88","/data/scotland/2011-03-31/March-2011-Organogram.xls","person89"
"204","","SCS1","Deputy Director Historic Scotland","Historic Scotland","Scottish Government","Scottish Government","HISTORIC SCOTLAND","0131 556 8400","ceu@scotland.gsi.gov.uk","208","2712713","1","N/D","N/D","","Policy","","","http://reference.data.gov.uk/id/department/scottish-government/post/204","/data/scotland/2011-03-31/March-2011-Organogram.xls","person205"
"148","","SCS1","Deputy Director Scottish Government Eu Office","Scottish Government Eu Office","Scottish Government","Scottish Government","SCOTTISH GOVERNMENT EU OFFICE","0131 556 8400","ceu@scotland.gsi.gov.uk","17","464300","1","N/D","N/D","","Policy","","","http://reference.data.gov.uk/id/department/scottish-government/post/148","/data/scotland/2011-03-31/March-2011-Organogram.xls","person149"
"56","","SCS1","Deputy Director Internal Audit","Internal Audit","Scottish Government","Scottish Government","INTERNAL AUDIT","0131 556 8400","ceu@scotland.gsi.gov.uk","3","1068951","1","N/D","N/D","","Policy","","","http://reference.data.gov.uk/id/department/scottish-government/post/56","/data/scotland/2011-03-31/March-2011-Organogram.xls","person57"
"92","","SCS1","Deputy Director Office Of The Scottish Parliamentary Counsel","Office Of The Scottish Parliamentary Counsel","Scottish Government","Scottish Government","OFFICE OF THE SCOTTISH PARLIAMENTARY COUNSEL","0131 556 8400","ceu@scotland.gsi.gov.uk","21","N/D","1","N/D","N/D","","Policy","","","http://reference.data.gov.uk/id/department/scottish-government/post/92","/data/scotland/2011-03-31/March-2011-Organogram.xls","person93"
"185","","SCS1","Deputy Director Td A,P, Fandc Head Of Aviation, Ports, Freight And Canals","Td A,P, Fandc Head Of Aviation, Ports, Freight And Canals","Scottish Government","Scottish Government","TD A,P, FANDC HEAD OF AVIATION, PORTS, FREIGHT AND CANALS","0131 556 8400","ceu@scotland.gsi.gov.uk","172","N/D","1","N/D","N/D","","Policy","","","http://reference.data.gov.uk/id/department/scottish-government/post/185","/data/scotland/2011-03-31/March-2011-Organogram.xls","person186"
