"Post Unique Reference","Name","Grade (or equivalent)","Job Title","Job/Team Function","Parent Department","Organisation","Unit","Contact Phone","Contact E-mail","Reports to Senior Post","Salary Cost of Reports (£)","FTE","Actual Pay Floor (£)","Actual Pay Ceiling (£)","","Professional/Occupational Group","Notes","Valid?","URI","source_file","source_line"
"B83","","SCS1","Deputy Director, Principal Private Secretary to the Secretary of State","Principal Private Secretary to the Secretary of State","Department for International Development","Department for International Development","DFID","0845 300 4100","enquiry@dfid.gov.uk","A1","0","1","65000","69999","","","","","http://reference.data.gov.uk/id/public-body/dfid/post/B83","/data/dfid/2011-03-31/Copy-of-government-staff-and-salary-data-blank-template---March-2011.xls","person68"
"B44","","SCS1","Head of the DFID-Pakistan Flood Response Team","Leading a team of 17 staff with a budget of �134 million to shape and deliver the UK response to the catastrophic floods in 2010, which were the world's largest ever natural disaster.","Department for International Development","Department for International Development","Country programmes","0845 300 4100","enquiry@dfid.gov.uk","B89","0","1","70000","74999","","","","","http://reference.data.gov.uk/id/public-body/dfid/post/B44","/data/dfid/2011-03-31/Copy-of-government-staff-and-salary-data-blank-template---March-2011.xls","person29"
"B51","","SCS1","Deputy Director, Head of Human Development Group","Head of Human Development Group","Department for International Development","Department for International Development","Policy & International","0845 300 4100","enquiry@dfid.gov.uk","A7","0","1","70000","74999","","","","","http://reference.data.gov.uk/id/public-body/dfid/post/B51","/data/dfid/2011-03-31/Copy-of-government-staff-and-salary-data-blank-template---March-2011.xls","person36"
"B75","","SCS1","Deputy Director, Head of DFID Sudan","Head DFID Sudan","Department for International Development","Department for International Development","Country programmes","0845 300 4100","enquiry@dfid.gov.uk","A19","0","1","70000","74999","","","","","http://reference.data.gov.uk/id/public-body/dfid/post/B75","/data/dfid/2011-03-31/Copy-of-government-staff-and-salary-data-blank-template---March-2011.xls","person60"
"B43","","SCS1","Head of DFID Bangladesh","Manage DFID-B and oversee the UK's development programme in Bangladesh.","Department for International Development","Department for International Development","Country programmes","0845 300 4100","enquiry@dfid.gov.uk","A17","0","1","80000","84999","","","","","http://reference.data.gov.uk/id/public-body/dfid/post/B43","/data/dfid/2011-03-31/Copy-of-government-staff-and-salary-data-blank-template---March-2011.xls","person28"
"B77","","SCS1","Deputy Director, Internal Audit Department","Internal Audit","Department for International Development","Department for International Development","Finance & Corporate Performance","0845 300 4100","enquiry@dfid.gov.uk","B69","0","1","70000","74999","","","","","http://reference.data.gov.uk/id/public-body/dfid/post/B77","/data/dfid/2011-03-31/Copy-of-government-staff-and-salary-data-blank-template---March-2011.xls","person62"
"B92","","SCS1","Deputy Director, Deputy Managing Director, Girl Hub (Nike Foundation)","Deputy Managing Director, Girl Hub (Nike Foundation)","Department for International Development","Department for International Development","DFID","0845 300 4100","enquiry@dfid.gov.uk","A7","0","1","75000","79999","","","","","http://reference.data.gov.uk/id/public-body/dfid/post/B92","/data/dfid/2011-03-31/Copy-of-government-staff-and-salary-data-blank-template---March-2011.xls","person77"
"B76","","SCS1","Deputy Director, Head of Cabinet - Policy and Research Directorate","Ensuring Directorate's people, performance and resources are well managed and well communicated.","Department for International Development","Department for International Development","Policy & International","0845 300 4100","enquiry@dfid.gov.uk","A7","0","1","70000","74999","","","","","http://reference.data.gov.uk/id/public-body/dfid/post/B76","/data/dfid/2011-03-31/Copy-of-government-staff-and-salary-data-blank-template---March-2011.xls","person61"
"A1","Mark Lowcock","SCS4","Acting Permanent Secretary","Permanent Secretary","Department for International Development","Department for International Development","DFID","0845 300 4100","enquiry@dfid.gov.uk","XX","0","1","150000","154999","","","","","http://reference.data.gov.uk/id/public-body/dfid/post/A1","/data/dfid/2011-03-31/Copy-of-government-staff-and-salary-data-blank-template---March-2011.xls","person2"
"B84","","SCS1","Deputy Director, Head, Stabilisation Unit","Head, Stabilisation Unit","Department for International Development","Department for International Development","Country programmes","0845 300 4100","enquiry@dfid.gov.uk","A10","0","1","70000","74999","","","","","http://reference.data.gov.uk/id/public-body/dfid/post/B84","/data/dfid/2011-03-31/Copy-of-government-staff-and-salary-data-blank-template---March-2011.xls","person69"
