"Post Unique Reference","Name","Grade (or equivalent)","Job Title","Job/Team Function","Parent Department","Organisation","Unit","Contact Phone","Contact E-mail","Reports to Senior Post","Salary Cost of Reports (£)","FTE","Actual Pay Floor (£)","Actual Pay Ceiling (£)","","Professional/Occupational Group","Notes","Valid?","URI","source_file","source_line"
"DFE-3014","N/D","SCS1","Deputy Director","The Division is responsible for advising Ministers on the reform of the curriculum for 5-16 year olds.","Department for Education","Department of Education","Curriculum and Behaviour Group","0370 000 2288","N/D","DfE-3011","952505","1","N/D","N/D","","Policy","","","http://reference.data.gov.uk/id/department/dfe/post/DFE-3014","/data/education/2011-09-30/Cabinet_office_return_v2-3-.xls","person84"
"DfE-3015","N/D","SCS1","Deputy Director","Responsible for a) strategic support to schools in key curriculum subjects in order to improve selected outcomes e.g. mathematics, science, and music; and b) giving broader support for curriculum provision, as needed, in order to ensure schools provide a broad range of subjects, ethos and activities - including school meals, and a review of Personal, Social, Health and Economics (PSHE) education.","Department for Education","Department of Education","Curriculum and Behaviour Group","0370 000 2288","N/D","DfE-3011","1371717","0.89","N/D","N/D","","Policy","","","http://reference.data.gov.uk/id/department/dfe/post/DfE-3015","/data/education/2011-09-30/Cabinet_office_return_v2-3-.xls","person58"
"DFE-3040","N/D","SCS1","Deputy Director","Education Standards Analysis & Research Division (SARD) provides high-quality and relevant statistics / analysis / research / evaluation that contribute to the development and implementation of well-founded and cost-effective policies and the dissemination of accurate - authoritative information to the policy areas of the Directorate. All of the divisions staff members are specialists drawn from the government's Statistics / Economics / Social Research / Operational Research professions.","Department for Education","Department of Education","Analysis and Research Division","0370 000 2288","N/D","DfE-3024","1931291","1","N/D","N/D","","Statisticians","","","http://reference.data.gov.uk/id/department/dfe/post/DFE-3040","/data/education/2011-09-30/Cabinet_office_return_v2-3-.xls","person110"
"DfE-5036","N/D","SCS1","Deputy Director","Responsible for distinct elements of Free School policy, design of the overall implementation process and for taking forward individual proposals to implementation in the East Midlands, West Midlands and North West regions.","Department for Education","Department of Education","Free Schools Group","0370 000 2288","N/D","DfE-5030","982322","1","N/D","N/D","","Policy","","","http://reference.data.gov.uk/id/department/dfe/post/DfE-5036","/data/education/2011-09-30/Cabinet_office_return_v2-3-.xls","person68"
"DFE-5023","N/D","SCS1","Deputy Director","Independent Education and school governance division covers: 1. Regulation of independent schools. 2. Independent school policy. 3. Home education. 4. Boarding schools. 5. School governance.","Department for Education","Department of Education","Academies Policy and School Organisation Group","0370 000 2288","N/D","DfE-5020","888286","1","N/D","N/D","","Policy","","","http://reference.data.gov.uk/id/department/dfe/post/DFE-5023","/data/education/2011-09-30/Cabinet_office_return_v2-3-.xls","person114"
"DfE-5043","N/D","SCS2","Deputy Director","[u'Responsible for the overall school revenue funding system including: the pupil premium; the legal and regulatory framework; allocation of grants to local authorities and the arrangements by which local authorities fund schools; payment of grants for education. Jobshare with Sara Hollingshead.', u'Responsible for the overall school revenue funding system including: the pupil premium; the legal and regulatory framework; allocation of grants to local authorities and the arrangements by which local authorities fund schools; payment of grants for education. Jobshare with Dugald Sandeman.']","Department for Education","Department of Education","Education Funding Group","0370 000 2288","N/D","DfE-5001","767753","0.6","","","","Policy","","","http://reference.data.gov.uk/id/department/dfe/post/DfE-5043","/data/education/2011-09-30/Cabinet_office_return_v2-3-.xls","person59"
"DfE-5043","N/D","SCS1","Deputy Director","[u'Responsible for the overall school revenue funding system including: the pupil premium; the legal and regulatory framework; allocation of grants to local authorities and the arrangements by which local authorities fund schools; payment of grants for education. Jobshare with Sara Hollingshead.', u'Responsible for the overall school revenue funding system including: the pupil premium; the legal and regulatory framework; allocation of grants to local authorities and the arrangements by which local authorities fund schools; payment of grants for education. Jobshare with Dugald Sandeman.']","Department for Education","Department of Education","Education Funding Group","0370 000 2288","N/D","DfE-5001","767753","0.6","N/D","N/D","","Policy","","","http://reference.data.gov.uk/id/department/dfe/post/DfE-5043","/data/education/2011-09-30/Cabinet_office_return_v2-3-.xls","person9"
"DFE-5021","N/D","SCS1","Deputy Director","Develops policy on start-up funding for Academies, Academies' access to capital funds and on resolving financial barriers to schools becoming Academies. Manages the DfE contracts that Academies and Free Schools can use to buy in project management and educational services to help set up their school. Responsible for publishing the Academies Annual Report to Parliament and ensuring effective internal data systems on Academies information.","Department for Education","Department of Education","Academies Policy and School Organisation Group","0370 000 2288","N/D","DfE-5020","985571","1","N/D","N/D","","Policy","","","http://reference.data.gov.uk/id/department/dfe/post/DFE-5021","/data/education/2011-09-30/Cabinet_office_return_v2-3-.xls","person105"
"DfE-4070","Carole Willis","SCS2","Director","Director of Research and Analysis. Departmental Chief Scientific Advisor. Directly oversees 4 Divisions responsible for cross-cutting analysis and statisitcal collections, as well as managing Departmental interest in migration policy and increasingthe use of good policy making skills across the Department. This includes analysis of value for money, international comparisons, delivering data transparency and reduced data burdens and specialist support on equalities and reducing regulation. Carole also leads the wider analytical community across DfE to ensure that sound analysis/evidence informs policy development and delivery.","Department for Education","Department of Education","Strategic Analysis Research and Policy Impact Group","0370 000 2288","N/D","DfE-3001","446153","1","85000","89999","","Operational Delivery","","","http://reference.data.gov.uk/id/department/dfe/post/DfE-4070","/data/education/2011-09-30/Cabinet_office_return_v2-3-.xls","person15"
"DfE-2013","N/D","SCS1","Deputy Director","Responsible for developing and implementing policies on early education for three and four year olds, the new free entitlement for disadvantaged two year olds, and on the childcare market.","Department for Education","Department of Education","Early Years, Extended Schools and Special Needs Group","0370 000 2288","N/D","DfE-2010","823869","1","N/D","N/D","","Policy","","","http://reference.data.gov.uk/id/department/dfe/post/DfE-2013","/data/education/2011-09-30/Cabinet_office_return_v2-3-.xls","person64"
"DFE-2051","N/D","SCS1","Deputy Director","Rights and Resilience Division has responsibility for coordinating UK progress reports against the UN Convention on the Rights of the Child, sponsoring the Office of the Children's Commissioner, policy to minimise risky bevahiour by young people (teenage pregnancy, substance misuse, anti-social behaviour) and to follow up to the Bailey Review on the commercialisation and premature sexualisation of children","Department for Education","Department of Education","Supporting Children and Young People Group","0370 000 2288","N/D","DfE-2050","700026","1","N/D","N/D","","Policy","","","http://reference.data.gov.uk/id/department/dfe/post/DFE-2051","/data/education/2011-09-30/Cabinet_office_return_v2-3-.xls","person101"
"DFE-4045","N/D","SCS1","Deputy Director","Head of News Division, responsible for leading the Press Office and Speeches teams to ensure Ministers' messages are communicated effectively through national media and speech platforms. Also leads the Internal Communications team to ensure communications to staff about the Department's priorities are well-understood.","Department for Education","Department of Education","Communications Group","0370 000 2288","N/D","DfE-4003","803339","1","N/D","N/D","","Communications","","","http://reference.data.gov.uk/id/department/dfe/post/DFE-4045","/data/education/2011-09-30/Cabinet_office_return_v2-3-.xls","person121"
"DfE-4084","N/D","SCS1","Deputy Director","Deputy Director having overall responsibility for Property Asset Management (PAM) for DfE and DCLG. PAM responsibilities include estate/property strategy and management: contract management: programme and project management: sustainable operations: fire, health and safety and facilities management: business coninuity and security management.","Department for Education","Department of Education","Chief Information Officer and Property Asset Management Group","0370 000 2288","N/D","DfE-4020","1786930","1","N/D","N/D","","Property and asset management","","","http://reference.data.gov.uk/id/department/dfe/post/DfE-4084","/data/education/2011-09-30/Cabinet_office_return_v2-3-.xls","person36"
"DfE-2043","N/D","SCS1","Deputy Director","Child Safeguarding Division leads on a range of policies concerned with vulnerable groups of children including children and young people who are privately fostered and those at risk of forced marriage - sexual exploitation - female genital mutilation - trafficking or domestic violence. It has responsibility for policy on children in employment or children who take part in entertainment - physical punishment of children and the Vetting and Barring Scheme. Child Safeguarding Division also has policy responsibility for safeguarding in education and manages a Government contract to support the expansion of NSPCCs helpline services and supports Ministerial accountability by briefing on serious childcare incidents.","Department for Education","Department of Education","Safeguarding Group","0370 000 2288","N/D","DfE-2040","1531198","1","N/D","N/D","","Policy","","","http://reference.data.gov.uk/id/department/dfe/post/DfE-2043","/data/education/2011-09-30/Cabinet_office_return_v2-3-.xls","person50"
