"Post Unique Reference","Name","Grade (or equivalent)","Job Title","Job/Team Function","Parent Department","Organisation","Unit","Contact Phone","Contact E-mail","Reports to Senior Post","Salary Cost of Reports (£)","FTE","Actual Pay Floor (£)","Actual Pay Ceiling (£)","","Professional/Occupational Group","Notes","Valid?","URI","source_file","source_line"
"2B0001","Margaret Allen","SCS2","Executive Director - Change","To assist the Chief Executive in the restructure of the Organisation","Department for Communities and Local Government","Homes and Communities Agency","Executive Office","0300 1234 500","mail@homesandcommunities.co.uk","2J0001","0","1","125000","129999","","Property and asset management","","","http://reference.data.gov.uk/id/public-body/homes-communities-agency/post/2B0001","/data/hca/2011-03-31/hca-staff-and-salary-data-template---March-2011.xls","person8"
"2S0001","Richard Hill","SCS3","Executive Director - Programmes & Deputy Chief Executive","Responsible for promoting new housing supply, investment in new and existing social housing, intermediate housing and market and spatial intelligence. For Place based renewal, land and property, structured finance, development support, Thames Gateway and the Milton Keynes Partnership","Department for Communities and Local Government","Homes and Communities Agency","Programmes","0300 1234 500","mail@homesandcommunities.co.uk","2J0001","800000","1","140000","144999","","Programme and Project Management (PPM)","","","http://reference.data.gov.uk/id/public-body/homes-communities-agency/post/2S0001","/data/hca/2011-03-31/hca-staff-and-salary-data-template---March-2011.xls","person10"
"2C0001","Terry Fuller","SCS2","Executive Director - East & South East","To lead the delivery of the HCA's business in the East and South East area.","Department for Communities and Local Government","Homes and Communities Agency","East and South East","0300 1234 500","mail@homesandcommunities.co.uk","2J0001","300000","1","140000","144999","","Property and asset management","","","http://reference.data.gov.uk/id/public-body/homes-communities-agency/post/2C0001","/data/hca/2011-03-31/hca-staff-and-salary-data-template---March-2011.xls","person4"
"2P0001","David Curtis","SCS2","Executive Director - North East & Yorkshire","To lead the delivery of the HCA's business in the North East and Yorkshire area.","Department for Communities and Local Government","Homes and Communities Agency","North East and Yorkshire","0300 1234 500","mail@homesandcommunities.co.uk","2J0001","500000","1","120000","124999","","Property and asset management","","","http://reference.data.gov.uk/id/public-body/homes-communities-agency/post/2P0001","/data/hca/2011-03-31/hca-staff-and-salary-data-template---March-2011.xls","person6"
"2W0001","Paul Spooner","SCS2","Executive Director - Midlands","To lead the delivery of the HCA's business in the Midlands area.","Department for Communities and Local Government","Homes and Communities Agency","Midlands","0300 1234 500","mail@homesandcommunities.co.uk","2J0001","600000","1","130000","134999","","Property and asset management","","","http://reference.data.gov.uk/id/public-body/homes-communities-agency/post/2W0001","/data/hca/2011-03-31/hca-staff-and-salary-data-template---March-2011.xls","person2"
"2D0001","Richard Ennis","SCS3","Executive Director - Finance & Corporate Services","Responsible for the corporate finance function and operational support services of the Agency including performance management","Department for Communities and Local Government","Homes and Communities Agency","Finance & Corporate Services","0300 1234 500","mail@homesandcommunities.co.uk","2J0001","600000","1","155000","159999","","Finance","","","http://reference.data.gov.uk/id/public-body/homes-communities-agency/post/2D0001","/data/hca/2011-03-31/hca-staff-and-salary-data-template---March-2011.xls","person11"
"2K0001","Deborah McLaughlin","SCS2","Executive Director - North West","To lead the delivery of the HCA's business in the North West area.","Department for Communities and Local Government","Homes and Communities Agency","North West","0300 1234 500","mail@homesandcommunities.co.uk","2J0001","300000","1","120000","124999","","Property and asset management","","","http://reference.data.gov.uk/id/public-body/homes-communities-agency/post/2K0001","/data/hca/2011-03-31/hca-staff-and-salary-data-template---March-2011.xls","person7"
"2J0001","Pat Ritchie","SCS3","Chief Executive","To lead the organisation","Department for Communities and Local Government","Homes and Communities Agency","Executive Office","0300 1234 500","mail@homesandcommunities.co.uk","XX","1470000","1","130000","134999","","Property and asset management","","","http://reference.data.gov.uk/id/public-body/homes-communities-agency/post/2J0001","/data/hca/2011-03-31/hca-staff-and-salary-data-template---March-2011.xls","person5"
"2M0001","Colin Molton","SCS2","Executive Director - South West","To lead the delivery of the HCA's business in the South West area.","Department for Communities and Local Government","Homes and Communities Agency","South West","0300 1234 500","mail@homesandcommunities.co.uk","2J0001","400000","1","130000","134999","","Property and asset management","","","http://reference.data.gov.uk/id/public-body/homes-communities-agency/post/2M0001","/data/hca/2011-03-31/hca-staff-and-salary-data-template---March-2011.xls","person3"
"2G0001","David Lunts","SCS3","Executive Director - London","To lead the delivery of the HCA's business in the London area.","Department for Communities and Local Government","Homes and Communities Agency","London","0300 1234 500","mail@homesandcommunities.co.uk","2J0001","500000","1","155000","159999","","Property and asset management","","","http://reference.data.gov.uk/id/public-body/homes-communities-agency/post/2G0001","/data/hca/2011-03-31/hca-staff-and-salary-data-template---March-2011.xls","person9"
