"Post Unique Reference","Name","Grade (or equivalent)","Job Title","Job/Team Function","Parent Department","Organisation","Unit","Contact Phone","Contact E-mail","Reports to Senior Post","Salary Cost of Reports (£)","FTE","Actual Pay Floor (£)","Actual Pay Ceiling (£)","","Professional/Occupational Group","Notes","Valid?","URI","source_file","source_line"
"PSF011","","SCS1","Deputy Director Senior Economic Advisor","'Baseline Pressures Analysis Reporting & Accountability (Departmental Report & Public Expenditure Inquiry) Analytical Support to P&SF Option appraisal major investment schemes Measurement of NHS productivity and performance reporting to DB Economic and finance evidence to Pay Review Bodies.'","Department of Health","Department of Health","Policy Strategy & Finance Directorate","020 7210 4850","","PSF003","548516","1","N/D","N/D","","Economics","","","http://reference.data.gov.uk/id/department/dh/post/PSF011","/data/dh/2011-03-31/Department-of-Health-Staff-and-Salary-Data---31-March-2011--(Final-Version).xls","person97"
"CD017","","SCS1","Deputy Director - NHS Commissioning Board Implementation Team","'Responsible for: Organisational development and designCommissioning architecture oversight.'","Department of Health","Department of Health","Managing Director for Commissioning Development","020 7210 4850","","CD014","0","0.5","N/D","N/D","","Policy","","","http://reference.data.gov.uk/id/department/dh/post/CD017","/data/dh/2011-03-31/Department-of-Health-Staff-and-Salary-Data---31-March-2011--(Final-Version).xls","person290"
"PSF010","Richard Murray","SCS2","Director Financial Planning & Allocation and Chief Analyst","'Spending review for DH, NHS and Personal Social Services. DH lead link with HM Treasury. NHS resource allocation; forward financial planning; and Chief Analyst and Chief Economist.'","Department of Health","Department of Health","Policy Strategy & Finance Directorate","020 7210 4850","","PSF001","31904","1","90000","94999","","Economics","","","http://reference.data.gov.uk/id/department/dh/post/PSF010","/data/dh/2011-03-31/Department-of-Health-Staff-and-Salary-Data---31-March-2011--(Final-Version).xls","person96"
"WFD023","Martin Barkley","SCS2","Transition Lead for Education and Training Provider Development","'Lead role in mobilising the healthcare provider community to design the new arrangements for workforce planning and education and training.'","Department of Health","Department of Health","Workforce Directorate","020 7210 4850","","WFD002","0","0.2","","","","Policy","","","http://reference.data.gov.uk/id/department/dh/post/WFD023","/data/dh/2011-03-31/Department-of-Health-Staff-and-Salary-Data---31-March-2011--(Final-Version).xls","person262"
"SCLGCP010","","SCS1","Deputy Regional Director for Social Care and Local Partnerships - East of England","'Responsible for: Leadership for the delivery of Social Care in the region.'","Department of Health","Department of Health","Social Care Local Government & Care Partnerships Directorate","020 7210 4850","","SCLGCP008","0","1","N/D","N/D","","Policy","","","http://reference.data.gov.uk/id/department/dh/post/SCLGCP010","/data/dh/2011-03-31/Department-of-Health-Staff-and-Salary-Data---31-March-2011--(Final-Version).xls","person152"
"PSF028","","SCS1","Deputy Director Head of ALB Transition Programme and EU & Cross Border Health and EU Competition Policy","'Responsible for ALB Transition Programme managing change to some ALBs and abolition of others. Overseas treatment in EU & outside Europe Implementation of the EU Cross-Border Healthcare Directive Impact of EU competition law on NHS.'","Department of Health","Department of Health","Policy Strategy & Finance Directorate","020 7210 4850","","PSF026","220110","1","N/D","N/D","","Policy","","","http://reference.data.gov.uk/id/department/dh/post/PSF028","/data/dh/2011-03-31/Department-of-Health-Staff-and-Salary-Data---31-March-2011--(Final-Version).xls","person114"
"MD019","","SCS1","Deputy Director - Industry","'Responsible for the Government's relationship with the pharmaceutical and medical technology industries including sponsorship of those industries. Responsible for the Division's Business Unit which covers parliamentary briefing and correspondence.'","Department of Health","Department of Health","NHS Medical Directorate","020 7210 4850","","MD016","566600","1","N/D","N/D","","Policy","","","http://reference.data.gov.uk/id/department/dh/post/MD019","/data/dh/2011-03-31/Department-of-Health-Staff-and-Salary-Data---31-March-2011--(Final-Version).xls","person220"
"CNO003","","SCS1","Deputy Director - Business Assurance Unit","'Responsible for Business Improvement Controls Assurance Finance HR Management Internal Communications Resource Planning Project Assurance Business Planning.'","Department of Health","Department of Health","Chief Nursing Officer's Directorate","020 7210 4850","","CNO001","240768","1","N/D","N/D","","Operational Delivery","","","http://reference.data.gov.uk/id/department/dh/post/CNO003","/data/dh/2011-03-31/Department-of-Health-Staff-and-Salary-Data---31-March-2011--(Final-Version).xls","person125"
"CDD002","Liz Eccles","SCS2","Director - Development & Delivery","'Responsible for - corporate governance, performance management and DH's capability and organisational development.'","Department of Health","Department of Health","Corporate Development Directorate","020 7210 4850","","CDD001","0","1","100000","104999","","Operational Delivery","","","http://reference.data.gov.uk/id/department/dh/post/CDD002","/data/dh/2011-03-31/Department-of-Health-Staff-and-Salary-Data---31-March-2011--(Final-Version).xls","person67"
"HIP030","","SCS1","Deputy Director - Tobacco and Health Improvement Policy","'Responsible for: Tobacco and Health Improvement Policy.'","Department of Health","Department of Health","Health Improvement & Protection Directorate","020 7210 4850","","HIP026","409759","1","N/D","N/D","","Policy","","","http://reference.data.gov.uk/id/department/dh/post/HIP030","/data/dh/2011-03-31/Department-of-Health-Staff-and-Salary-Data---31-March-2011--(Final-Version).xls","person329"
