"Post Unique Reference","Name","Grade (or equivalent)","Job Title","Job/Team Function","Parent Department","Organisation","Unit","Contact Phone","Contact E-mail","Reports to Senior Post","Salary Cost of Reports (£)","FTE","Actual Pay Floor (£)","Actual Pay Ceiling (£)","","Professional/Occupational Group","Notes","Valid?","URI","source_file","source_line"
"HO_FIN1018v2","N/D","SCS1","Head of Function - Finance","Lead the Finance Service Centre team to interpret legislative and technical changes and develop and implement an efficient and effective suite of Finance processes and systems for the whole organisation, which provides simple, good quality and innovative solutions to meet business needs in an integrated way. Ensuring statutory process changes are embedded in the organisation in a way that makes it easy for our customers to do the right thing.","Department for Environment, Food and Rural Affairs","Environment Agency","Head Office - Finance - Financial Service Centre - Head of Financial Development","08708506506","enquiries@environment-agency.gov.uk","HO_FIN1016","2328217","1","0","0","","Finance","","","http://reference.data.gov.uk/id/public-body/environment-agency/post/HO_FIN1018v2","/data/environment-agency/2011-09-30/government-staff-and-salary-data-template---October-2011.xls","person84"
"HO_EBBP106","N/D","SCS1","Head of Function - Environment and Business","Lead the delivery of the Programme to ensure it delivers a range of benefits including both efficiency and environmental management benefits.","Department for Environment, Food and Rural Affairs","Environment Agency","Head Office - Environment and Business - Business Performance and Regulation","08708506506","enquiries@environment-agency.gov.uk","HO_EBRI001","0","1","0","0","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/environment-agency/post/HO_EBBP106","/data/environment-agency/2011-09-30/government-staff-and-salary-data-template---October-2011.xls","person51"
"HO_CED206","N/D","SCS1","Head of Function - Chief Executive's Directorate","Lead on the national strategic approach to Government reviews, Parliamentary, Government and sponsorship relationships by influencing and troubleshooting, up to Director General level, in order to build our reputation and influence environmental policy change","Department for Environment, Food and Rural Affairs","Environment Agency","Head Office - Chief Executive's Directorate - Business Improvements","08708506506","enquiries@environment-agency.gov.uk","HO_CED201v3","805411","1","0","0","","Planning","","","http://reference.data.gov.uk/id/public-body/environment-agency/post/HO_CED206","/data/environment-agency/2011-09-30/government-staff-and-salary-data-template---October-2011.xls","person45"
"SW_RA1000v4","Richard Cresswell","SCS2","Director, SW","Provide strategic direction in the protection and enhancement of the environment in the business unit and contribute to protect and enhance the environment across England and Wales, within the scope of Environment Agency responsibility and influence.'","Department for Environment, Food and Rural Affairs","Environment Agency","South West - South West Office","08708506506","enquiries@environment-agency.gov.uk","HO_NHO000v2","310723","1","105000","109999","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/environment-agency/post/SW_RA1000v4","/data/environment-agency/2011-09-30/government-staff-and-salary-data-template---October-2011.xls","person35"
"HO_CED201v3","Christopher Howes","SCS2","Head of Performance and Engagement","Makes sure we achieve our Corporate Strategy and to enable the business to make effective decisions.","Department for Environment, Food and Rural Affairs","Environment Agency","Head Office - Chief Executive's Directorate","08708506506","enquiries@environment-agency.gov.uk","HO_CED001","566550","1","85000","89999","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/environment-agency/post/HO_CED201v3","/data/environment-agency/2011-09-30/government-staff-and-salary-data-template---October-2011.xls","person11"
"HO_NHO023v3","N/D","SCS1","Head of Function - National Operations","Leads in National Operations project and programme oversight and governance and supports with smaller scale innovation, streamlining and efficiency work. This includes data and systems management and support services. '","Department for Environment, Food and Rural Affairs","Environment Agency","Head Office - National Operations - Business Development and Support","08708506506","enquiries@environment-agency.gov.uk","HO_NHO002v5","1107878","1","0","0","","Planning","","","http://reference.data.gov.uk/id/public-body/environment-agency/post/HO_NHO023v3","/data/environment-agency/2011-09-30/government-staff-and-salary-data-template---October-2011.xls","person89"
"HO_NPSC-1","N/D","SCS1","Head of Function - National Operations","Provide a service to the areas by determining applications in a manner that protect and improve the Environment, that can be clearly understood by all who use them, whilst maintaining an appropriate balance between cost, time and quality.","Department for Environment, Food and Rural Affairs","Environment Agency","Head Office - National Operations - National Operations Services - Natational Permitting Service - Central Management","08708506506","enquiries@environment-agency.gov.uk","HO_NOS001v3","9104867","1","0","0","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/environment-agency/post/HO_NPSC-1","/data/environment-agency/2011-09-30/government-staff-and-salary-data-template---October-2011.xls","person102"
"SW_JA1000v1","N/D","SCS1","Head of Function - Operations South West","Lead and manage all aspects of business and people related activity in the Area in order to ensure the corporate business plan is delivered at local level. Contribute to the leadership and progress of the Local Business Unit as a member of its Management Team.","Department for Environment, Food and Rural Affairs","Environment Agency","South West - Wessex","08708506506","enquiries@environment-agency.gov.uk","SW_RA1000v4","11234447","1","0","0","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/environment-agency/post/SW_JA1000v1","/data/environment-agency/2011-09-30/government-staff-and-salary-data-template---October-2011.xls","person145"
"CY_MFN10v3","N/D","SCS1","Head of Function - Operations Wales","Manages financial matters affecting EA Wales","Department for Environment, Food and Rural Affairs","Environment Agency","Wales - Wales Office - Finance","08708506506","enquiries@environment-agency.gov.uk","CY_MDI10v2","1031190","1","0","0","","Finance","","","http://reference.data.gov.uk/id/public-body/environment-agency/post/CY_MFN10v3","/data/environment-agency/2011-09-30/government-staff-and-salary-data-template---October-2011.xls","person151"
"HO_CED204","N/D","SCS1","Head of Function - Chief Executive's Directorate","Developing Corporate Strategy and monitoring its' implementation; working with government, other agencies and partners on environment strategy; working with Europen Union partners of future environment strategy in Europe","Department for Environment, Food and Rural Affairs","Environment Agency","Head Office - Chief Executive's Directorate - Environment Strategy","08708506506","enquiries@environment-agency.gov.uk","HO_CED201v3","0","1","0","0","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/environment-agency/post/HO_CED204","/data/environment-agency/2011-09-30/government-staff-and-salary-data-template---October-2011.xls","person47"
