"Post Unique Reference","Name","Grade (or equivalent)","Job Title","Job/Team Function","Parent Department","Organisation","Unit","Contact Phone","Contact E-mail","Reports to Senior Post","Salary Cost of Reports (£)","FTE","Actual Pay Floor (£)","Actual Pay Ceiling (£)","","Professional/Occupational Group","Notes","Valid?","URI","source_file","source_line"
"CPS-C-016","N/D","SCS1","Deputy Chief Crown Prosecutor","To deliver, through excellent leadership and engagement with CPS staff and partners in the Criminal Justice System, the highest quality, most efficient and effective prosecution service within their Area, across all legal advice, legal decisions, advocacy, business and staff management. To promote CPS core values and the equality and diversity agenda, ensuring there are effective internal and external communications strategies in place. They will work collaboratively and collegiately in their Area to deliver improvements in local and the wider Area performance, ensuring consistent and clear high quality representation of CPS across the wide range of the Areas responsibilities and relationships.","Crown Prosecution Service","Crown Prosecution Service","North West","0203 357 0899","enquiries@cps.gsi.gov.uk","CPS-G-005","0","1","N/D","N/D","","Operational Delivery","","","http://reference.data.gov.uk/id/department/cps/post/CPS-C-016","/data/cps/2011-09-30/300911-CPS-Organogramv1.xls","person17"
"CPS-G-012","N/D","SCS1","Chief Crown Prosecutor","Plays a key role in maximising efficiencies across the CPS on both casework and support service issues; is directly accountable to the Director of Public Prosecutions for the quality of legal decisions and to the Chief Operating Officer for the delivery of performance and business outcomes. Within the context of the CPS strategic objectives, they are accountable for setting business direction, priorities and coordinating all the Areas within their remit to ensure that performance against all targets is met. Responsible for the Area Complex Casework Unit and direct management responsibility for the Deputy Chief Crown Prosecutors within their Area.","Crown Prosecution Service","Crown Prosecution Service","Thames and Chiltern","0203 357 0899","enquiries@cps.gsi.gov.uk","CPS-S-027","12760782","1","N/D","N/D","","Operational Delivery","","","http://reference.data.gov.uk/id/department/cps/post/CPS-G-012","/data/cps/2011-09-30/300911-CPS-Organogramv1.xls","person58"
"CPS-S-020","N/D","SCS1","Head of Strategic Communications","This role covers a range of core functions from complex casework to policy to people management. The job holder will work in partnership with a wide range of experts to achieve CPS goals. They influence the CPS business model, and are adept at communicating it to internal and external audiences and . They provide assurance to the CPS Board on the achievement of the highest standards of internal controls and public sector governance. They . They are able to develop team capability in line with the business plan and organisational vision and and to manage change effectively, identifying resistance, building engagement, and involvement, and recognising and rewarding innovation. R They take responsibleility for the successful delivery of programme benefits through cost effective measurement processes and oversee the development and delivery of viable business cases.","Crown Prosecution Service","Crown Prosecution Service","HQ Communication Division","0203 357 0899","enquiries@cps.gsi.gov.uk","CPS-S-003","548854","1","N/D","N/D","","Communications","","","http://reference.data.gov.uk/id/department/cps/post/CPS-S-020","/data/cps/2011-09-30/300911-CPS-Organogramv1.xls","person77"
"CPS-C-002","N/D","SCS1","Deputy Chief Crown Prosecutor","To deliver, through excellent leadership and engagement with CPS staff and partners in the Criminal Justice System, the highest quality, most efficient and effective prosecution service within their Area, across all legal advice, legal decisions, advocacy, business and staff management. To promote CPS core values and the equality and diversity agenda, ensuring there are effective internal and external communications strategies in place. They will work collaboratively and collegiately in their Area to deliver improvements in local and the wider Area performance, ensuring consistent and clear high quality representation of CPS across the wide range of the Areas responsibilities and relationships.","Crown Prosecution Service","Crown Prosecution Service","NORTH EAST","0203 357 0899","enquiries@cps.gsi.gov.uk","CPS-G-015","0","1","N/D","N/D","","Operational Delivery","","","http://reference.data.gov.uk/id/department/cps/post/CPS-C-002","/data/cps/2011-09-30/300911-CPS-Organogramv1.xls","person3"
"CPS-C-007","N/D","SCS1","Deputy Chief Crown Prosecutor","To deliver, through excellent leadership and engagement with CPS staff and partners in the Criminal Justice System, the highest quality, most efficient and effective prosecution service within their Area, across all legal advice, legal decisions, advocacy, business and staff management. To promote CPS core values and the equality and diversity agenda, ensuring there are effective internal and external communications strategies in place. They will work collaboratively and collegiately in their Area to deliver improvements in local and the wider Area performance, ensuring consistent and clear high quality representation of CPS across the wide range of the Areas responsibilities and relationships.","Crown Prosecution Service","Crown Prosecution Service","West Midlands","0203 357 0899","enquiries@cps.gsi.gov.uk","CPS-G-003","0","1","N/D","N/D","","Operational Delivery","","","http://reference.data.gov.uk/id/department/cps/post/CPS-C-007","/data/cps/2011-09-30/300911-CPS-Organogramv1.xls","person8"
"CPS-C-026","N/D","SCS1","Deputy Chief Crown Prosecutor","To deliver, through excellent leadership and engagement with CPS staff and partners in the Criminal Justice System, the highest quality, most efficient and effective prosecution service within their Area, across all legal advice, legal decisions, advocacy, business and staff management. To promote CPS core values and the equality and diversity agenda, ensuring there are effective internal and external communications strategies in place. They will work collaboratively and collegiately in their Area to deliver improvements in local and the wider Area performance, ensuring consistent and clear high quality representation of CPS across the wide range of the Areas responsibilities and relationships.","Crown Prosecution Service","Crown Prosecution Service","Yorkshire and Humberside","0203 357 0899","enquiries@cps.gsi.gov.uk","CPS-G-004","0","1","N/D","N/D","","Operational Delivery","","","http://reference.data.gov.uk/id/department/cps/post/CPS-C-026","/data/cps/2011-09-30/300911-CPS-Organogramv1.xls","person27"
"CPS-S-026","N/D","SCS1","Director of Strategy, Policy and Change","This role covers a range of core functions from complex casework to policy to people management. The job holder will work in partnership with a wide range of experts to achieve CPS goals. They influence the CPS business model, and are adept at communicating it to internal and external audiences and . They provide assurance to the CPS Board on the achievement of the highest standards of internal controls and public sector governance. They . They are able to develop team capability in line with the business plan and organisational vision and and to manage change effectively, identifying resistance, building engagement, and involvement, and recognising and rewarding innovation. R They take responsibleility for the successful delivery of programme benefits through cost effective measurement processes and oversee the development and delivery of viable business cases.","Crown Prosecution Service","Crown Prosecution Service","HQ Strategy and Policy Directorate","0203 357 0899","enquiries@cps.gsi.gov.uk","CPS-S-003","2657995","1","N/D","N/D","","Operational Delivery","","","http://reference.data.gov.uk/id/department/cps/post/CPS-S-026","/data/cps/2011-09-30/300911-CPS-Organogramv1.xls","person80"
"CPS-C-004","N/D","SCS1","Deputy Chief Crown Prosecutor","To deliver, through excellent leadership and engagement with CPS staff and partners in the Criminal Justice System, the highest quality, most efficient and effective prosecution service within their Area, across all legal advice, legal decisions, advocacy, business and staff management. To promote CPS core values and the equality and diversity agenda, ensuring there are effective internal and external communications strategies in place. They will work collaboratively and collegiately in their Area to deliver improvements in local and the wider Area performance, ensuring consistent and clear high quality representation of CPS across the wide range of the Areas responsibilities and relationships.","Crown Prosecution Service","Crown Prosecution Service","EASTERN","0203 357 0899","enquiries@cps.gsi.gov.uk","CPS-G-007","0","1","N/D","N/D","","Operational Delivery","","","http://reference.data.gov.uk/id/department/cps/post/CPS-C-004","/data/cps/2011-09-30/300911-CPS-Organogramv1.xls","person5"
"CPS-C-032","N/D","SCS1","Deputy Chief Crown Prosecutor","To deliver, through excellent leadership and engagement with CPS staff and partners in the Criminal Justice System, the highest quality, most efficient and effective prosecution service within their Area, across all legal advice, legal decisions, advocacy, business and staff management. To promote CPS core values and the equality and diversity agenda, ensuring there are effective internal and external communications strategies in place. They will work collaboratively and collegiately in their Area to deliver improvements in local and the wider Area performance, ensuring consistent and clear high quality representation of CPS across the wide range of the Areas responsibilities and relationships.","Crown Prosecution Service","Crown Prosecution Service","London Complex Casework Unit","0203 357 0899","enquiries@cps.gsi.gov.uk","CPS-G-017","4030848","1","N/D","N/D","","Operational Delivery","","","http://reference.data.gov.uk/id/department/cps/post/CPS-C-032","/data/cps/2011-09-30/300911-CPS-Organogramv1.xls","person33"
"CPS-S-027","Michael Kennedy","SCS2","Chief Operating Officer","The Chief Operating Officer leads in the performance management of Chief Crown Prosecutors, ensuring the areas within their remit are delivering an effective, victim and justice focused prosecution service to their communities in line with CPS strategy and wider criminal justice prerogatives. Responsible for the performance management of the headquarters casework divisions, ensuring delivery of a high quality prosecution service for the most high profile, complex and nationally driven cases. They report to the DPP and Chief Executive on performance across the country, drawing out thematic and geographical issues and ensuring standards are raised and maintained across the organisation.","Crown Prosecution Service","Crown Prosecution Service","HQ Operations Directorate","0203 357 0899","enquiries@cps.gsi.gov.uk","CPS-S-003","1178570","1","140000","144999","","Operational Delivery","","","http://reference.data.gov.uk/id/department/cps/post/CPS-S-027","/data/cps/2011-09-30/300911-CPS-Organogramv1.xls","person81"
