"Post Unique Reference","Name","Grade (or equivalent)","Job Title","Job/Team Function","Parent Department","Organisation","Unit","Contact Phone","Contact E-mail","Reports to Senior Post","Salary Cost of Reports (£)","FTE","Actual Pay Floor (£)","Actual Pay Ceiling (£)","","Professional/Occupational Group","Notes","Valid?","URI","source_file","source_line"
"FRFI","N/D","SCS1","Director of Economic Analysis","'Manages the team who provide advice and analysis to the Members of the Commission on the operation of markets and competition within them.'","Department for Business Innovation and Skills","Competition Commission","Professional Groups","020 7271 0100","info@cc.gsi.gov.uk","FAOL","0","0.9","N/D","N/D","","Economics","","","http://reference.data.gov.uk/id/public-body/competition-commission/post/FRFI","/data/cc/2011-09-30/300911-Competition-Commission-staff-and-salary-data---October-2011.xls","person13"
"FCWA","N/D","SCS1","Inquiry Director","'Co-ordinates all aspects of investigations and drafts reports.'","Department for Business Innovation and Skills","Competition Commission","Inquiry Teams","020 7271 0100","info@cc.gsi.gov.uk","FMRA","0","1","N/D","N/D","","Programme and Project Management (PPM)","","","http://reference.data.gov.uk/id/public-body/competition-commission/post/FCWA","/data/cc/2011-09-30/300911-Competition-Commission-staff-and-salary-data---October-2011.xls","person8"
"FCBE","N/D","SCS1A","Deputy Chief Legal Adviser and Head of International","'Co-ordinates and leads teams working on investigations, working papers and guidance documents. Acts as Deputy to Chief Legal Adviser. Is responsible for international competition policy development.'","Department for Business Innovation and Skills","Competition Commission","Professional Groups","020 7271 0100","info@cc.gsi.gov.uk","FRGR","0","1","","","","Law","","","http://reference.data.gov.uk/id/public-body/competition-commission/post/FCBE","/data/cc/2011-09-30/300911-Competition-Commission-staff-and-salary-data---October-2011.xls","person19"
"FAPY","N/D","SCS1","Inquiry Director","'Co-ordinates all aspects of investigations and drafts reports.'","Department for Business Innovation and Skills","Competition Commission","Inquiry Teams","020 7271 0100","info@cc.gsi.gov.uk","FMRA","0","1","N/D","N/D","","Programme and Project Management (PPM)","","","http://reference.data.gov.uk/id/public-body/competition-commission/post/FAPY","/data/cc/2011-09-30/300911-Competition-Commission-staff-and-salary-data---October-2011.xls","person7"
"FMBE","N/D","SCS1","Inquiry Director","'Co-ordinates all aspects of investigations and drafts reports.'","Department for Business Innovation and Skills","Competition Commission","Inquiry Teams","020 7271 0100","info@cc.gsi.gov.uk","FMRA","0","1","N/D","N/D","","Programme and Project Management (PPM)","","","http://reference.data.gov.uk/id/public-body/competition-commission/post/FMBE","/data/cc/2011-09-30/300911-Competition-Commission-staff-and-salary-data---October-2011.xls","person4"
"GLBE","N/D","SCS1","Director of Financial and Business Analysis","'Provides a commercial, strategic, financial and technical perspective on companies under investigation. Have responsibility for the design and implementation of remedies where the CC has reached an adverse finding.'","Department for Business Innovation and Skills","Competition Commission","Professional Groups","020 7271 0100","info@cc.gsi.gov.uk","FDRO","0","0.83","N/D","N/D","","Programme and Project Management (PPM)","","","http://reference.data.gov.uk/id/public-body/competition-commission/post/GLBE","/data/cc/2011-09-30/300911-Competition-Commission-staff-and-salary-data---October-2011.xls","person12"
"FRLA","N/D","SCS1","Director of Corporate Services","'Heads all operational services, including HR, Finance, Business planning, Facilities, Administration Support, Library Services and Information Services. Additionally, responsible for security, information assurance and acts as the CC's DSO and SIRO. The team provides shared services to a number of other government organisations. Member of Senior Management Team.'","Department for Business Innovation and Skills","Competition Commission","Corporate Services & Secretariat","020 7271 0100","info@cc.gsi.gov.uk","FDSA","1057646","1","N/D","N/D","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/competition-commission/post/FRLA","/data/cc/2011-09-30/300911-Competition-Commission-staff-and-salary-data---October-2011.xls","person2"
"FDRO","N/D","SCS1A","Chief Financial and Business Adviser and Head of Remedies","'Heads team which conducts commercial, strategic, financial and technical analysis on companies under investigation. Has responsibility for the design and implementation of remedies where the CC has reached an adverse finding. Member of the Senior Management Team.","Department for Business Innovation and Skills","Competition Commission","Professional Groups","020 7271 0100","info@cc.gsi.gov.uk","FDSA","1106105","0.9","","","","Programme and Project Management (PPM)","","","http://reference.data.gov.uk/id/public-body/competition-commission/post/FDRO","/data/cc/2011-09-30/300911-Competition-Commission-staff-and-salary-data---October-2011.xls","person18"
"GAWR","N/D","SCS1","Inquiry Director","'Co-ordinates all aspects of investigations and drafts reports.'","Department for Business Innovation and Skills","Competition Commission","Inquiry Teams","020 7271 0100","info@cc.gsi.gov.uk","FMRA","0","1","N/D","N/D","","Programme and Project Management (PPM)","","","http://reference.data.gov.uk/id/public-body/competition-commission/post/GAWR","/data/cc/2011-09-30/300911-Competition-Commission-staff-and-salary-data---October-2011.xls","person9"
"GMHA","N/D","SCS1","Legal Director","'Conducts legal analysis and provides legal advice to the CC, Inquiry Groups and Workstream Groups in connection with investigations, the implementation of remedies, litigation and the wider policy work of the CC.'","Department for Business Innovation and Skills","Competition Commission","Professional Groups","020 7271 0100","info@cc.gsi.gov.uk","FRGR","0","1","N/D","N/D","","Law","","","http://reference.data.gov.uk/id/public-body/competition-commission/post/GMHA","/data/cc/2011-09-30/300911-Competition-Commission-staff-and-salary-data---October-2011.xls","person15"
