"Post Unique Reference","Name","Grade (or equivalent)","Job Title","Job/Team Function","Parent Department","Organisation","Unit","Contact Phone","Contact E-mail","Reports to Senior Post","Salary Cost of Reports (£)","FTE","Actual Pay Floor (£)","Actual Pay Ceiling (£)","","Professional/Occupational Group","Notes","Valid?","URI","source_file","source_line"
"49","N/D","SCS1","Head of Security Group","Security","Ministry of Justice","National Offender Management Service","Security Group","020 3334 3555","general.queries@justice.gsi.gov.uk","107","1967549","1","N/D","N/D","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/national-offender-management-service-noms/post/49","/data/justice/2011-09-30/300911-NOMS---(24-11-11).xls","person7"
"72","N/D","SCS1","Chief Executive","Delivery of probation services under contract to the Director of Probation & Contracted Services","Ministry of Justice","National Offender Management Service","Dorset Probation Trust","01202 664 060","finance@dorset.probation.gsi.gov.uk","44","5071596","1","N/D","N/D","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/national-offender-management-service-noms/post/72","/data/justice/2011-09-30/300911-NOMS---(24-11-11).xls","person82"
"94","N/D","SCS1","Chief Executive","Delivery of probation services under contract to the Director of Probation & Contracted Services","Ministry of Justice","National Offender Management Service","Wales Probation Trust","01656 674 747","general.information@wales.probation.gsi.gov.uk","50","28194823","1","N/D","N/D","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/national-offender-management-service-noms/post/94","/data/justice/2011-09-30/300911-NOMS---(24-11-11).xls","person105"
"23","N/D","SCS1","Deputy Director of Custody and Head of Public Sector Business Development","Delivery of offender management, including co-located regional management and Public Sector Business Development Unit","Ministry of Justice","National Offender Management Service","DOMS Office - Wales Cymru","020 3334 3555","general.queries@justice.gsi.gov.uk","103","25276544","1","N/D","N/D","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/national-offender-management-service-noms/post/23","/data/justice/2011-09-30/300911-NOMS---(24-11-11).xls","person26"
"46","N/D","SCS1","Head of Financial Control and Accountancy Group","NOMS Financial control & accounting","Ministry of Justice","National Offender Management Service","Financial Control & Accountancy","020 3334 3555","general.queries@justice.gsi.gov.uk","16","1388184","1","N/D","N/D","","Finance","","","http://reference.data.gov.uk/id/public-body/national-offender-management-service-noms/post/46","/data/justice/2011-09-30/300911-NOMS---(24-11-11).xls","person6"
"81","N/D","SCS1","Chief Executive","Delivery of probation services under contract to the Director of Probation & Contracted Services","Ministry of Justice","National Offender Management Service","Lancashire Probation Trust","01772 201 209","communications@lancashire.probation.gsi.gov.uk","50","14508769","1","N/D","N/D","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/national-offender-management-service-noms/post/81","/data/justice/2011-09-30/300911-NOMS---(24-11-11).xls","person91"
"15","Ian Poree","SCS2","Director of Commissioning and Commercial","Commissioning and Commercial","Ministry of Justice","National Offender Management Service","Commissioning and Commercial","030 0047 5169","general.queries@justice.gsi.gov.uk","1","6008994","1","135000","139999","","Operational Research","","","http://reference.data.gov.uk/id/public-body/national-offender-management-service-noms/post/15","/data/justice/2011-09-30/300911-NOMS---(24-11-11).xls","person38"
"38","N/D","SCS1","Head of Communications","Communications","Ministry of Justice","National Offender Management Service","NOMS Communications Group","020 3334 3555","general.queries@justice.gsi.gov.uk","14","713644","1","N/D","N/D","","Communications","","","http://reference.data.gov.uk/id/public-body/national-offender-management-service-noms/post/38","/data/justice/2011-09-30/300911-NOMS---(24-11-11).xls","person16"
"77","N/D","SCS1","Chief Executive","Delivery of probation services under contract to the Director of Probation & Contracted Services","Ministry of Justice","National Offender Management Service","Hampshire Probation Trust","03000 472 000","enquiries@hampshire.probation.gsi.gov.uk","44","14886067","1","N/D","N/D","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/national-offender-management-service-noms/post/77","/data/justice/2011-09-30/300911-NOMS---(24-11-11).xls","person87"
"99","N/D","SCS1","Chief Executive","Delivery of probation services under contract to the Director of Probation & Contracted Services","Ministry of Justice","National Offender Management Service","York & North Yorkshire Probation Trust","01609 772 271","inf@north-yorkshire.probation.gsi.gov.uk","50","5426841","1","N/D","N/D","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/national-offender-management-service-noms/post/99","/data/justice/2011-09-30/300911-NOMS---(24-11-11).xls","person110"
"26","N/D","SCS1","Deputy Director of Custody","Delivery of offender management, including co-located regional management","Ministry of Justice","National Offender Management Service","DOMS Office - London","020 3334 3555","general.queries@justice.gsi.gov.uk","103","103042067","1","N/D","N/D","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/national-offender-management-service-noms/post/26","/data/justice/2011-09-30/300911-NOMS---(24-11-11).xls","person30"
"71","N/D","SCS1","Chief Executive","Delivery of probation services under contract to the Director of Probation & Contracted Services","Ministry of Justice","National Offender Management Service","Devon & Cornwall Probation Trust","01392 474 100","corporateservicessupport@devon-cornwall.probation.gsi.gov.uk","44","11266094","1","N/D","N/D","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/national-offender-management-service-noms/post/71","/data/justice/2011-09-30/300911-NOMS---(24-11-11).xls","person81"
"47","N/D","SCS1","Head of Business Change Group","NOMS Organisational Structure","Ministry of Justice","National Offender Management Service","NOMS ICT","020 3334 3555","general.queries@justice.gsi.gov.uk","13","532512","1","N/D","N/D","","Programme and Project Management (PPM)","","","http://reference.data.gov.uk/id/public-body/national-offender-management-service-noms/post/47","/data/justice/2011-09-30/300911-NOMS---(24-11-11).xls","person12"
"16","Vacant","SCS2","Director of Finance","Director of Finance","Ministry of Justice","National Offender Management Service","Finance","N/A","N/A","1","4664043","1","0","0","","Finance","","","http://reference.data.gov.uk/id/public-body/national-offender-management-service-noms/post/16","/data/justice/2011-09-30/300911-NOMS---(24-11-11).xls","person42"
"100","N/D","SCS1","Deputy Director, NOMS Organisational Restructure","NOMS Organisational Structure","Ministry of Justice","National Offender Management Service","Chief Operating Officers Office","020 3334 3555","general.queries@justice.gsi.gov.uk","1","352770","1","N/D","N/D","","Programme and Project Management (PPM)","","","http://reference.data.gov.uk/id/public-body/national-offender-management-service-noms/post/100","/data/justice/2011-09-30/300911-NOMS---(24-11-11).xls","person17"
"65","N/D","SCS1","Chief Executive","Delivery of probation services under contract to the Director of Probation & Contracted Services","Ministry of Justice","National Offender Management Service","Avon & Somerset Probation Trust","01934 528 740","enquiries@avon-somerset.probation.gsi.gov.uk","44","13279960","1","N/D","N/D","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/national-offender-management-service-noms/post/65","/data/justice/2011-09-30/300911-NOMS---(24-11-11).xls","person75"
"35","N/D","SCS1","Deputy Director, HR Learning & Development","Provision of learning & development services for NOMS staff","Ministry of Justice","National Offender Management Service","Learning and Development Group","020 3334 3555","general.queries@justice.gsi.gov.uk","14","5066637","1","N/D","N/D","","Human Resources","","","http://reference.data.gov.uk/id/public-body/national-offender-management-service-noms/post/35","/data/justice/2011-09-30/300911-NOMS---(24-11-11).xls","person11"
"76","N/D","SCS1","Chief Executive","Delivery of probation services under contract to the Director of Probation & Contracted Services","Ministry of Justice","National Offender Management Service","Greater Manchester Probation Trust","01618 724 802","gmpt.contact@manchester.probation.gsi.gov.uk","50","29675664","1","N/D","N/D","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/national-offender-management-service-noms/post/76","/data/justice/2011-09-30/300911-NOMS---(24-11-11).xls","person86"
