"Post Unique Reference","Name","Grade (or equivalent)","Job Title","Job/Team Function","Parent Department","Organisation","Unit","Contact Phone","Contact E-mail","Reports to Senior Post","Salary Cost of Reports (£)","FTE","Actual Pay Floor (£)","Actual Pay Ceiling (£)","","Professional/Occupational Group","Notes","Valid?","URI","source_file","source_line"
"17016","Bill Dickinson","SCS2","Chief Financial and Operating Officer","Head of Operational functions, including Finance and HR. The post holder sits on the Advisory Board of the APA. As the Legal & Compliance team comprised fewer than 5 people at 31 March 2011, it has been combined with Finance and Operations'. Salary Cost of Reports' includes permanent and Fixed Term Appointment employees.","Her Majesty's Treasury","Asset Protection Agency","Finance & Operations","0207 877 3400","correspondence@apa.gsi.gov.uk","18231","502058","1","140000","144999","","Finance","","","http://reference.data.gov.uk/id/public-body/asset-protection-agency/post/17016","/data/apa/2011-03-31/20110331-Government-staff-and-salary-data-APA---March-2011-for-upload.xls","person2"
"Vacancy","","SCS1","Investment Director","Director within Investment Department","Her Majesty's Treasury","Asset Protection Agency","Investment Management","","","17019","0","","N/D","N/D","","","","","http://reference.data.gov.uk/id/public-body/asset-protection-agency/post/Vacancy","",""
"17004","","SCS2","General Counsel","Head of Legal and Compliance team, responsible for the provision of legal advice and governance and compliance support for all APA activities. The post holder sits on the Advisory Board of the APA. As the Legal & Compliance team comprised fewer than 5 people at 31 March 2011, it has been combined with Finance and Operations'. Salary Cost of Reports' includes permanent and Fixed Term Appointment employees. Post currently filled by a Secondee.","Her Majesty's Treasury","Asset Protection Agency","Legal and Compliance","","correspondence@apa.gsi.gov.uk","18231","0","1","0","0","","Law","","","http://reference.data.gov.uk/id/public-body/asset-protection-agency/post/17004","/data/apa/2011-03-31/20110331-Government-staff-and-salary-data-APA---March-2011-for-upload.xls","person7"
"18139","","SCS1","Risk Director","Director within Risk Department","Her Majesty's Treasury","Asset Protection Agency","Risk","0207 877 3400","correspondence@apa.gsi.gov.uk","17015","0","1","N/D","N/D","","Policy","","","http://reference.data.gov.uk/id/public-body/asset-protection-agency/post/18139","/data/apa/2011-03-31/20110331-Government-staff-and-salary-data-APA---March-2011-for-upload.xls","person10"
"17022","","SCS1","Risk Director","Director within Risk Department","Her Majesty's Treasury","Asset Protection Agency","Risk","0207 877 3400","correspondence@apa.gsi.gov.uk","17015","0","1","N/D","N/D","","Policy","","","http://reference.data.gov.uk/id/public-body/asset-protection-agency/post/17022","/data/apa/2011-03-31/20110331-Government-staff-and-salary-data-APA---March-2011-for-upload.xls","person8"
"19492","","SCS1","Investment Director","Director within Investment Department","Her Majesty's Treasury","Asset Protection Agency","Investment Management","0207 877 3400","correspondence@apa.gsi.gov.uk","17019","0","1","N/D","N/D","","Policy","","","http://reference.data.gov.uk/id/public-body/asset-protection-agency/post/19492","/data/apa/2011-03-31/20110331-Government-staff-and-salary-data-APA---March-2011-for-upload.xls","person16"
"18138","","SCS1","Investment Director","Director within Investment Department","Her Majesty's Treasury","Asset Protection Agency","Investment Management","0207 877 3400","correspondence@apa.gsi.gov.uk","17019","0","1","N/D","N/D","","Policy","","","http://reference.data.gov.uk/id/public-body/asset-protection-agency/post/18138","/data/apa/2011-03-31/20110331-Government-staff-and-salary-data-APA---March-2011-for-upload.xls","person13"
"17015","Jens Bech","SCS2","Chief Risk Officer","Head of Risk Team, responsible for portfolio loss forecasting, APS valuation and awarding loss credits. The post holder sits on the Advisory Board of the APA. No pension entitlement.","Her Majesty's Treasury","Asset Protection Agency","Risk","0207 877 3400","correspondence@apa.gsi.gov.uk","18231","823795","1","165000","169999","","Policy","","","http://reference.data.gov.uk/id/public-body/asset-protection-agency/post/17015","/data/apa/2011-03-31/20110331-Government-staff-and-salary-data-APA---March-2011-for-upload.xls","person5"
"17096","","SCS1","Operations Director","Director within Operations Department","Her Majesty's Treasury","Asset Protection Agency","Operations","0207 877 3400","correspondence@apa.gsi.gov.uk","17016","0","1","N/D","N/D","","Operational Delivery","","","http://reference.data.gov.uk/id/public-body/asset-protection-agency/post/17096","/data/apa/2011-03-31/20110331-Government-staff-and-salary-data-APA---March-2011-for-upload.xls","person18"
"17019","Ion Dagtoglou","SCS2","Chief Investment Officer","Head of Investment Management Team, responsible for reviewing the Participant Bank's compliance with the Scheme rules, asset management performance and individual asset decisions. The post holder sits on the Advisory Board of the APA. No pension entitlement.","Her Majesty's Treasury","Asset Protection Agency","Investment Management","0207 877 3400","correspondence@apa.gsi.gov.uk","18231","1204700","1","165000","169999","","Policy","","","http://reference.data.gov.uk/id/public-body/asset-protection-agency/post/17019","/data/apa/2011-03-31/20110331-Government-staff-and-salary-data-APA---March-2011-for-upload.xls","person4"
"17014","","SCS1","Investment Director","Director within Investment Department","Her Majesty's Treasury","Asset Protection Agency","Investment Management","0207 877 3400","correspondence@apa.gsi.gov.uk","17019","0","1","N/D","N/D","","Policy","","","http://reference.data.gov.uk/id/public-body/asset-protection-agency/post/17014","/data/apa/2011-03-31/20110331-Government-staff-and-salary-data-APA---March-2011-for-upload.xls","person11"
"18097","","SCS1","Finance Director","Director within Finance","Her Majesty's Treasury","Asset Protection Agency","Finance","0207 877 3400","correspondence@apa.gsi.gov.uk","17016","0","1","N/D","N/D","","Finance","","","http://reference.data.gov.uk/id/public-body/asset-protection-agency/post/18097","/data/apa/2011-03-31/20110331-Government-staff-and-salary-data-APA---March-2011-for-upload.xls","person19"
"17024","","SCS1","Investment Director","Director within Investment Department","Her Majesty's Treasury","Asset Protection Agency","Investment Management","0207 877 3400","correspondence@apa.gsi.gov.uk","17019","0","1","N/D","N/D","","Policy","","","http://reference.data.gov.uk/id/public-body/asset-protection-agency/post/17024","/data/apa/2011-03-31/20110331-Government-staff-and-salary-data-APA---March-2011-for-upload.xls","person12"
