,Post Unique Reference,Name,Grade,Job Title,Job/Team Function,Parent Department,Organisation,Unit,Contact Phone,Contact E-mail,Reports to Senior Post,Salary Cost of Reports (£),FTE,Actual Pay Floor (£),Actual Pay Ceiling (£),,Professional/Occupational Group,Notes,Valid?
0,1,"Ball, David",SCS2,DES HR-Dir,"DE&S Director Human Resources works in partnership with DE&S Directors to identify ways in which people can contribute more effectively to delivering the outputs and key targets of the organisation, and to shape the way in which people are led, managed and developed on a daily basis. ",Ministry of Defence,Ministry of Defence,Defence Equipment and Support,030 679 30206,DESSec-ParliamentaryBusiness@mod.uk,00009000,0.0,1.0,95000,99999,0,Human Resources,,1.0
1,43,N/D,SCS1,DES Resources-CAPR-Hd,"Corporate Approvals Performance and Risk (CAPR) supports DE&S corporate leadership in the drive to improve DE&S performance though the provision of key business services including performance and risk management, approvals support and the framework within which through life investment assurance operates.",Ministry of Defence,Ministry of Defence,Defence Equipment and Support,030 679 30206,DESSec-ParliamentaryBusiness@mod.uk,00009005,0.0,1.0,0,0,0,Internal Audit,,1.0
2,47,N/D,OF-6,DES FAST-Hd,"The FAST team delivers equipment, training and logistics services for the Typhoon and Tornado aircraft as well as the Battle of Britain Memorial Flight and Aircrew Escape and Survival equipments.",Ministry of Defence,Ministry of Defence,Defence Equipment and Support,030 679 30206,DESSec-ParliamentaryBusiness@mod.uk,00051335,0.0,1.0,0,0,0,Military,,1.0
3,52,N/D,SCS1,DES ISTAR Comrcl-Hd,"DE&S Intelligence, Surveillance, Target Acquisition and Reconnaissance (ISTAR) Comrcl-Hd is responsible for providing commercial advice and assurance to D ISTAR and commercial functional line management to all commercial staff within the Operating Centre.",Ministry of Defence,Ministry of Defence,Defence Equipment and Support,030 679 30206,DESSec-ParliamentaryBusiness@mod.uk,00198424,0.0,1.0,0,0,0,Procurement,,1.0
4,66,"Graham, Tony",SCS2,DES Ships-Dir,"Director Ships is responsible for the procurement, through life support and eventual disposal of ships and equipment for the Royal Navy and other services involved in maritime operations.  This ranges from major projects like the future aircraft carrier through to outboard motors used on rigid raiding craft and all of the spares with the engineering and logistical expertise that goes with this. ",Ministry of Defence,Ministry of Defence,Defence Equipment and Support,030 679 30206,DESSec-ParliamentaryBusiness@mod.uk,00170311,0.0,1.0,80000,84999,0,Programme and Project Management (PPM),,1.0
5,68,N/D,SCS1,DES AS Comrcl-Hd,"DES Air Support Comrcl-Hd is responsible for providing commercial advice and assurance to Director Air Support and commercial functional line management to all commercial staff within the Operating Centre.
",Ministry of Defence,Ministry of Defence,Defence Equipment and Support,030 679 30206,DESSec-ParliamentaryBusiness@mod.uk,00198424,0.0,1.0,0,0,0,Procurement,,1.0
6,79,N/D,OF-6,DES SM NP-Hd,"Responsible for delivering design support, logistic support and regulating approval for in-service submarine nuclear propulsion plants.  Also responsible for developing the technology for the Next Generation Nuclear Propulsion Plant for use in the Successor submarine. ",Ministry of Defence,Ministry of Defence,Defence Equipment and Support,030 679 30206,DESSec-ParliamentaryBusiness@mod.uk,00006158,0.0,1.0,0,0,0,Military,,1.0
7,178,N/D,SCS1,DES IRG-Hd,"International Relations Group is the focal point within DE&S for initiatives and policies in multi-national organisations such as NATO, the European Commission, the European Defence Agency (EDA) and the Organisation for Joint Armaments Co-operation (OCCAR), is responsible for effective government-to-government relationships with key national partners such as the USA and France.  IRG also leads on the negotiation of procurement-related Memoranda of Understanding (MOU) with partner nations.  ",Ministry of Defence,Ministry of Defence,Defence Equipment and Support,030 679 30206,DESSec-ParliamentaryBusiness@mod.uk,00163901,0.0,1.0,0,0,0,Policy,DECS staff - reported on HOCS return,1.0
8,721,N/D,SCS1,DES Comrcl CAAS-Hd,"The Cost Assurance and Analysis Service (CAAS) is the MOD centre of excellence for pricing and costing support to the acquisition community, enabling continuous improvement of the acquisition process, risk reduction, and ensuring best value for money for Defence.",Ministry of Defence,Ministry of Defence,Defence Equipment and Support,030 679 30206,DESSec-ParliamentaryBusiness@mod.uk,00009005,0.0,1.0,0,0,0,Internal Audit,,1.0
9,1781,N/D,SCS1,DES UKMFTS-Hd,Responsible for delivering military flying training through a programme of incremental acquisition that demonstrates commercial best practice; ensuring the transition from legacy equipment and platforms is seamless. ,Ministry of Defence,Ministry of Defence,Defence Equipment and Support,030 679 30206,DESSec-ParliamentaryBusiness@mod.uk,00051335,0.0,1.0,0,0,0,Programme and Project Management (PPM),,1.0
10,2332,N/D,SCS1,DES ISTAR PDG-1-Hd,"The Intelligence, Surveillance, Target Acquisition and Reconnaissance (ISTAR) Programme Delivery Group 1 is responsible for electronic and imagery-based intelligence systems and technologies, providing services to the MOD and to other government departments.  ",Ministry of Defence,Ministry of Defence,Defence Equipment and Support,030 679 30206,DESSec-ParliamentaryBusiness@mod.uk,00003594,0.0,1.0,0,0,0,Programme and Project Management (PPM),,1.0
11,2462,N/D,SCS1,DES Ships Comrcl-Hd,DES Ships Comrcl Hd is responsible for providing commercial advice and assurance to D Ships and commercial functional line management to all commercial staff within the Operating Centre.,Ministry of Defence,Ministry of Defence,Defence Equipment and Support,030 679 30206,DESSec-ParliamentaryBusiness@mod.uk,00198424,0.0,1.0,0,0,0,Procurement,,1.0
12,2497,N/D,OF-6,DES Net-Hd,The Information Systems & Services (ISS) Networks team is responsible for all information and communications networks in the MOD.  ,Ministry of Defence,Ministry of Defence,Defence Equipment and Support,030 679 30206,DESSec-ParliamentaryBusiness@mod.uk,00033009,0.0,1.0,0,0,0,Military,,1.0
13,2691,N/D,SCS1,DES NAG-Hd,The Naval Authority Group provides whole ship and submarine safety and technical services to the maritime community within the MOD. ,Ministry of Defence,Ministry of Defence,Defence Equipment and Support,030 679 30206,DESSec-ParliamentaryBusiness@mod.uk,00170311,0.0,1.0,0,0,0,Science and Engineering,,1.0
14,2775,N/D,OF-6,DES WpnsEng-Hd,"Weapons Engineering is responsible for the Defence Ordnance Safety Group (DOSG) and the Trials, Evaluation Services and Targets Project Team.  DOSG is the MOD’s focal point for Ordnance, Munitions and Explosives Safety.  DOSG provides policy, advice and regulatory functions on behalf of the Secretary of State and monitors departmental performance to provide assurance to the Secretary of State through the Defence Ordnance Safety Board. ",Ministry of Defence,Ministry of Defence,Defence Equipment and Support,030 679 30206,DESSec-ParliamentaryBusiness@mod.uk,00170773,0.0,1.0,0,0,0,Military,,1.0
15,3179,"Baguley, Adrian",SCS2,DES Hels-Dir,Responsible for the acquisition and support of all current and future helicopter platforms and equipment in the MOD.  ,Ministry of Defence,Ministry of Defence,Defence Equipment and Support,030 679 30206,DESSec-ParliamentaryBusiness@mod.uk,00003320,0.0,1.0,80000,84999,0,Programme and Project Management (PPM),,1.0
16,3226,N/D,SCS1,DES SM P-Hd,"Responsible for delivering the new Astute Class capability safely and affordably to Navy Command, including provision of the Astute Class Training Service and the Initial Astute Class Support Solution.",Ministry of Defence,Ministry of Defence,Defence Equipment and Support,030 679 30206,DESSec-ParliamentaryBusiness@mod.uk,00006158,0.0,1.0,0,0,0,Programme and Project Management (PPM),,1.0
17,3309,N/D,SCS1,DES SM SW-Hd,"Responsible for provision of the nuclear warhead and Strategic Weapons System (SWS) by managing acquisition of hardware, logistic support and gaining regulatory approval for the nuclear warhead and SWS for in-service Vanguard Class and the Successor SSBN.  ",Ministry of Defence,Ministry of Defence,Defence Equipment and Support,030 679 30206,DESSec-ParliamentaryBusiness@mod.uk,00170311,0.0,1.0,0,0,0,Programme and Project Management (PPM),,1.0
18,3320,"Worrall, Pete",SCS3,DES CofM Joint Enablers,"The Chief of Materiel Joint Enablers ensures projects in his domain (Helicopters, Intelligence, Surveillance, Target Acquisition and Reconnaissance, and Information Systems and Services) are delivered to agreed time, cost and performance targets and that DE&S’s support to current and future operations is delivered coherently and effectively.",Ministry of Defence,Ministry of Defence,Defence Equipment and Support,030 679 30206,DESSec-ParliamentaryBusiness@mod.uk,00009000,0.0,1.0,125000,129999,0,Programme and Project Management (PPM),,1.0
19,3321,"Young, Julian AVM",OF-7,DES Tech-Dir,"The Director Safety and Engineering is responsible for driving, developing and delivering safety and engineering expertise and capabilities in order to equip and support our armed forces.  ",Ministry of Defence,Ministry of Defence,Defence Equipment and Support,030 679 30206,DESSec-ParliamentaryBusiness@mod.uk,00009000,0.0,1.0,110000,114999,0,Military,,1.0
20,3323,"Johnson, David",SCS2,DES Finance-Dir,Director Finance has four principle functions: to provide sound financial accounting for DE&S; to provide financial management information to the Board and operating centres; to ensure regularity and propriety throughout DE&S and support the financial assurance process in Operating Centres; to improve financial professionalism across DE&S.,Ministry of Defence,Ministry of Defence,Defence Equipment and Support,030 679 30206,DESSec-ParliamentaryBusiness@mod.uk,00009005,0.0,1.0,80000,84999,0,Finance,,1.0
21,3594,"Tarver, Clive",SCS2,DES ISTAR-Dir,"The Intelligence, Surveillance, Target Acquisition and Reconnaissance (ISTAR) Operating Centre exists to deliver and support capabilities that provide information superiority and protection, critical to successful operations of the Royal Navy, Army and Royal Air Force.  ",Ministry of Defence,Ministry of Defence,Defence Equipment and Support,030 679 30206,DESSec-ParliamentaryBusiness@mod.uk,00003320,0.0,1.0,80000,84999,0,Programme and Project Management (PPM),,1.0
22,4210,N/D,OF-6,DES BATCIS-Hd,"The Bowman and Tactical Communication and Information Systems (BATCIS) Delivery Team is responsible for delivery and through life support of the Bowman secure voice and data tactical network to all three Front Line Commands, approximately 45,000 radios and the associated complex installation of this equipment into over 13,000 platforms, a number of bespoke Tactical CIS equipments, 60,000 standard Personal Role Radios (PRR) and 11,000 secure versions of the PRR.  ",Ministry of Defence,Ministry of Defence,Defence Equipment and Support,030 679 30206,DESSec-ParliamentaryBusiness@mod.uk,00033009,0.0,1.0,0,0,0,Military,,1.0
23,4366,"Brunton, Steve RAdm",OF-7,DES Ships Acq-Dir,Responsible for delivery of complex warship design and build programmes. Queen Elizabeth Class Aircraft Carriers and Type 26 programmes. Responsible for the future support strategy of new platforms. Implementation of the BAE Systems Terms of Business Agreement. ,Ministry of Defence,Ministry of Defence,Defence Equipment and Support,030 679 30206,DESSec-ParliamentaryBusiness@mod.uk,00000066,0.0,1.0,110000,114999,0,Military,,1.0
24,5163,N/D,OF-6,DES ISS Progs-Hd,"The Information Systems and Services (ISS) Programmes Group is responsible for managing a coherent programme across ISS which develops and delivers a dynamic set of integrated information and communication services, optimises the use of resources and delivers maximum benefit for the end user and the MOD.  ",Ministry of Defence,Ministry of Defence,Defence Equipment and Support,030 679 30206,DESSec-ParliamentaryBusiness@mod.uk,00033009,0.0,1.0,0,0,0,Military,,1.0
25,5243,N/D,OF-6,DES UAS-Hd,"The Unmanned Air Systems (UAS) team manages all DE&S UAS programmes/projects to deliver current and future frontline capability; informing the UK’s UAS-related acquisition strategies, policy and standards. The team takes a leading role in the development of formative UAS safety and engineering standards, as well as shaping future UAS research and development and unmanned combat air capability. ",Ministry of Defence,Ministry of Defence,Defence Equipment and Support,030 679 30206,DESSec-ParliamentaryBusiness@mod.uk,00051335,0.0,1.0,0,0,0,Military,,1.0
26,5299,N/D,OF-6,DES Lightning Hd,"Responsible for delivering the F35 Lightning II Joint Strike Fighter into UK service. Additionally responsible for preparing the UK Infrastructure to receive, operate and support Lightning through life.  ",Ministry of Defence,Ministry of Defence,Defence Equipment and Support,030 679 30206,DESSec-ParliamentaryBusiness@mod.uk,00051335,0.0,1.0,0,0,0,Military,,1.0
