,Post Unique Reference,Name,Grade,Job Title,Job/Team Function,Parent Department,Organisation,Unit,Contact Phone,Contact E-mail,Reports to Senior Post,Salary Cost of Reports (£),FTE,Actual Pay Floor (£),Actual Pay Ceiling (£),,Professional/Occupational Group,Notes,Valid?
0,DCMS1001,N/D,SCS1,"Deputy Director, Head of Change, Gambling and Licensing","Responsible for a key policy area, taking the lead directly with Ministers on strategy and development in that area and for relevant elements of the Departmental Business Plan.","Department for Culture, Media and Sport","Department for Culture, Media and Sport",Senior Management Team,020 7211 6000,Enquiries@Culture.gsi.gov.uk,DCMS2006,0.0,1.0,0,0,0,Policy,"DCMS operates a matrix organisation structure with staff reporting to a Development Manager and an Activity Manager.  Deputy Directors are shown reporting to their Director level Development Manager.
Junior staff from the Flexible Resourcing Pool are accounted for in the Flexible Resourcing Pool Director level entry.  Non-flexible junior staff are shown reporting to the appropriate Director.",1
1,DCMS1002,N/D,SCS1,"Deputy Director, English Heritage Projects","Responsible for a key policy area, taking the lead directly with Ministers on strategy and development in that area and for relevant elements of the Departmental Business Plan.","Department for Culture, Media and Sport","Department for Culture, Media and Sport",Senior Management Team,020 7211 6000,Enquiries@Culture.gsi.gov.uk,DCMS2001,0.0,1.0,0,0,0,Policy,"DCMS operates a matrix organisation structure with staff reporting to a Development Manager and an Activity Manager.  Deputy Directors are shown reporting to their Director level Development Manager.
Junior staff from the Flexible Resourcing Pool are accounted for in the Flexible Resourcing Pool Director level entry.  Non-flexible junior staff are shown reporting to the appropriate Director.",1
2,DCMS1003,N/D,SCS1,"Deputy Director, Head of Equality Framework","Responsible for a key policy area, taking the lead directly with Ministers on strategy and development in that area and for relevant elements of the Departmental Business Plan.","Department for Culture, Media and Sport","Department for Culture, Media and Sport",Senior Management Team,020 7211 6000,Enquiries@Culture.gsi.gov.uk,DCMS2005,0.0,1.0,0,0,0,Policy,"DCMS operates a matrix organisation structure with staff reporting to a Development Manager and an Activity Manager.  Deputy Directors are shown reporting to their Director level Development Manager.
Junior staff from the Flexible Resourcing Pool are accounted for in the Flexible Resourcing Pool Director level entry.  Non-flexible junior staff are shown reporting to the appropriate Director.",1
3,DCMS1004,N/D,SCS1,"Deputy Director, Head of Strategy and Governance",Responsible for the operation of the Department's flexible resourcing structure and the management of resource against the Department's priorities.,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Senior Management Team,020 7211 6000,Enquiries@Culture.gsi.gov.uk,DCMS2005,0.0,1.0,0,0,0,Policy,"DCMS operates a matrix organisation structure with staff reporting to a Development Manager and an Activity Manager.  Deputy Directors are shown reporting to their Director level Development Manager.
Junior staff from the Flexible Resourcing Pool are accounted for in the Flexible Resourcing Pool Director level entry.  Non-flexible junior staff are shown reporting to the appropriate Director.",1
4,DCMS1005,N/D,SCS1,"Deputy Director, Head of External Gender Policy Engagement","Responsible for a key policy area, taking the lead directly with Ministers on strategy and development in that area and for relevant elements of the Departmental Business Plan.","Department for Culture, Media and Sport","Department for Culture, Media and Sport",Senior Management Team,020 7211 6000,Enquiries@Culture.gsi.gov.uk,DCMS2005,0.0,1.0,0,0,0,Policy,"DCMS operates a matrix organisation structure with staff reporting to a Development Manager and an Activity Manager.  Deputy Directors are shown reporting to their Director level Development Manager.
Junior staff from the Flexible Resourcing Pool are accounted for in the Flexible Resourcing Pool Director level entry.  Non-flexible junior staff are shown reporting to the appropriate Director.",1
5,DCMS1006,N/D,SCS1,"Deputy Director, Head of Media","Responsible for a key policy area, taking the lead directly with Ministers on strategy and development in that area and for relevant elements of the Departmental Business Plan.","Department for Culture, Media and Sport","Department for Culture, Media and Sport",Senior Management Team,020 7211 6000,Enquiries@Culture.gsi.gov.uk,DCMS2003,0.0,1.0,0,0,0,Policy,"DCMS operates a matrix organisation structure with staff reporting to a Development Manager and an Activity Manager.  Deputy Directors are shown reporting to their Director level Development Manager.
Junior staff from the Flexible Resourcing Pool are accounted for in the Flexible Resourcing Pool Director level entry.  Non-flexible junior staff are shown reporting to the appropriate Director.",1
6,DCMS1007,N/D,SCS1,"Deputy Director, Head of Gender Policy","Responsible for a key policy area, taking the lead directly with Ministers on strategy and development in that area and for relevant elements of the Departmental Business Plan.","Department for Culture, Media and Sport","Department for Culture, Media and Sport",Senior Management Team,020 7211 6000,Enquiries@Culture.gsi.gov.uk,DCMS2005,0.0,1.0,0,0,0,Policy,"DCMS operates a matrix organisation structure with staff reporting to a Development Manager and an Activity Manager.  Deputy Directors are shown reporting to their Director level Development Manager.
Junior staff from the Flexible Resourcing Pool are accounted for in the Flexible Resourcing Pool Director level entry.  Non-flexible junior staff are shown reporting to the appropriate Director.",1
7,DCMS1008,N/D,SCS1,"Deputy Director, Head of LGBT","Responsible for a key policy area, taking the lead directly with Ministers on strategy and development in that area and for relevant elements of the Departmental Business Plan.","Department for Culture, Media and Sport","Department for Culture, Media and Sport",Senior Management Team,020 7211 6000,Enquiries@Culture.gsi.gov.uk,DCMS2005,0.0,1.0,0,0,0,Policy,"DCMS operates a matrix organisation structure with staff reporting to a Development Manager and an Activity Manager.  Deputy Directors are shown reporting to their Director level Development Manager.
Junior staff from the Flexible Resourcing Pool are accounted for in the Flexible Resourcing Pool Director level entry.  Non-flexible junior staff are shown reporting to the appropriate Director.",1
8,DCMS1009,N/D,SCS1,"Deputy Director, BDUK, Rural Broadband Lead",Responsible for the Department's programme to support increased coverage of superfast broadband to 90% of UK premises.,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Senior Management Team,020 7211 6000,Enquiries@Culture.gsi.gov.uk,DCMS2005,0.0,1.0,0,0,0,Operational Delivery,"DCMS operates a matrix organisation structure with staff reporting to a Development Manager and an Activity Manager.  Deputy Directors are shown reporting to their Director level Development Manager.
Junior staff from the Flexible Resourcing Pool are accounted for in the Flexible Resourcing Pool Director level entry.  Non-flexible junior staff are shown reporting to the appropriate Director.",1
9,DCMS1010,N/D,SCS1,"Deputy Director, Head of Finance Special Projects",Responsible for the financial management and production of the Department's annual report and accounts.,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Senior Management Team,020 7211 6000,Enquiries@Culture.gsi.gov.uk,DCMS2006,0.0,1.0,0,0,0,Finance,"DCMS operates a matrix organisation structure with staff reporting to a Development Manager and an Activity Manager.  Deputy Directors are shown reporting to their Director level Development Manager.
Junior staff from the Flexible Resourcing Pool are accounted for in the Flexible Resourcing Pool Director level entry.  Non-flexible junior staff are shown reporting to the appropriate Director.",1
