,Post Unique Reference,Name,Grade,Job Title,Job/Team Function,Parent Department,Organisation,Unit,Contact Phone,Contact E-mail,Reports to Senior Post,Salary Cost of Reports (£),FTE,Actual Pay Floor (£),Actual Pay Ceiling (£),,Professional/Occupational Group,Notes,Valid?
0,PS,Bronwyn Hill,SCS4,Permanent Secretary,"Defra Permanent Secretary, Accounting Officer, Chair of Executive Committee.","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Strategy & Private Office,08459 33 55 77,defra.helpline@defra.gsi.gov.uk,XX,0.0,1.0,160000,164999,0,Policy,,1
1,DG1,Ian Trenholm,SCS3,Chief Operating Officer,"Member of the Defra Supervisory Board and Director General, Corporate Services. Reporting Officer for Executive Agency Chief Executives","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",PSCH & DG Offices,08459 33 55 77,defra.helpline@defra.gsi.gov.uk,PS,25000.0,1.0,140000,144999,0,Policy,,1
2,DG2,Peter Unwin,SCS3,"Director General, Policy Delivery",Member of the Defra Supervisory Board and Director General for Policy Delivery,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",PSCH & DG Offices,08459 33 55 77,defra.helpline@defra.gsi.gov.uk,PS,122000.0,1.0,130000,134999,0,Policy,,1
3,DG3,Katrina Williams,SCS3,"Director General, Strategy, Evidence and Customers","Member of the Defra Supervisory Board and Director General for Strategy, Evidence and Customers. Head of the Policy Profession in Defra.","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",PSCH & DG Offices,08459 33 55 77,defra.helpline@defra.gsi.gov.uk,PS,61000.0,1.0,115000,119999,0,Policy,,1
4,DG4,Ian Boyd,SCS3,Chief Scientific Adviser,Member of the Defra Supervisory Board. Providing Ministerial advice; ensuring quality and fit-for-purpose science; engaging with stakeholders; stakeholder networking and integration; raising the profile of Defra science; and managing the interface with the public.,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Strategic Evidence & Analysis,08459 33 55 77,defra.helpline@defra.gsi.gov.uk,PS,0.0,0.78,95000,99999,0,Science and Engineering,,1
5,D1,Martin Hurst,SCS2,Commercial Director,"Estates and Facilities Management, health and safety, procurement, commercial oversight and specific programmes, review of laboratory agencies. Executive agencies coporate ownership. Corporate customer/sponsor for Legal, Shared Services, Kew","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Commercial,08459 33 55 77,defra.helpline@defra.gsi.gov.uk,DG1,255000.0,1.0,90000,94999,0,Property and asset management,,1
6,D2,Tom Taylor,SCS2,"Director, Finance and Performance","Control of Defra Finance, Head of Finance Profession ","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Finance,08459 33 55 77,defra.helpline@defra.gsi.gov.uk,DG1,0.0,1.0,95000,99999,0,Policy,,1
7,D3,Teresa Newell,SCS2,Acting Director of Human Resources ,"Acting HR Director for Defra, providing an HR service to Core Defra and the Agencies. Also working closely with HR colleagues in NDPBs. Member of Defra HR senior leadership team and Operations Group leadership team. ","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Human Resources,08459 33 55 77,defra.helpline@defra.gsi.gov.uk,DG1,372000.0,1.0,80000,84999,0,Human Resources,,1
8,D4,Julie Pierce,SCS2,"Chief Information Officer, Director of Information Services","Head of Information Services, responsible for ICT and Knowledge, Transparency and Resilience across Defra.","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Chief Information Officer,08459 33 55 77,defra.helpline@defra.gsi.gov.uk,DG1,920000.0,1.0,115000,119999,0,Knowledge and Information Management (KIM),Temporarily filling a SCS2 post,1
9,D5,Vacant ,SCS2,Chief Executive Officer Network Shared Services,"The CEO provides leadership to the Network Shared Services Organisation developing and delivering its strategy through high performance, efficiency and customer focus. The CEO provides leadership across the Defra Network to develop sharing of services to deliver benefits to the tax payer. The CEO engages in cross-governmental activities to promote and develop shared services.","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Shared Services,08459 33 55 77,defra.helpline@defra.gsi.gov.uk,DG1,161000.0,1.0,0,0,0,Operational Delivery,Temporarily filling a SCS2 post,1
