,Post Unique Reference,Name,Grade,Job Title,Job/Team Function,Parent Department,Organisation,Unit,Contact Phone,Contact E-mail,Reports to Senior Post,Salary Cost of Reports (£),FTE,Actual Pay Floor (£),Actual Pay Ceiling (£),,Professional/Occupational Group,Notes,Valid?
0,A1,Mark Lowcock,SCS4,Permanent Secretary,Permanent Secretary,Department for International Development,DFID,DFID,0845 300 4100,enquiry@dfid.gov.uk,XX,574210.0,1.0,160000,164999,0,,,1
1,A2,Richard Calvert,SCS3,DG Finance & Corporate Performance Group,DG Finance & Corporate Performance Group,Department for International Development,DFID,Corporate Performance ,0845 300 4100,enquiry@dfid.gov.uk,A1,918474.0,1.0,125000,129999,0,,,1
2,A5,Joy Hutcheon,SCS3,DG Country Programmes,DG Country Programmes,Department for International Development,DFID,Country Programmes,0845 300 4100,enquiry@dfid.gov.uk,A1,359196.0,1.0,120000,124999,0,,,1
3,A7,Nicholas Dyer,SCS3,DG Policy & Global Programmes,DG Policy & Global Programmes,Department for International Development,DFID,Policy & International,0845 300 4100,enquiry@dfid.gov.uk,A1,510086.0,1.0,110000,114999,0,,,1
4,A10,Moazzam Malik,SCS3,"Acting DG Humanitarian, Security and Conflict and International Finance","Acting DG Humanitarian, Security and Conflict and International Finance",Department for International Development,DFID,Country Programmes,0845 300 4100,enquiry@dfid.gov.uk,A1,521870.0,1.0,90000,94999,0,,,1
5,A13,Samuel Sharpe,SCS2,"Head of Office, DFID India","Head of Office, DFID India",Department for International Development,DFID,Country Programmes,0845 300 4100,enquiry@dfid.gov.uk,B67,0.0,1.0,100000,104999,0,,Salary costs withheld on security grounds,1
6,A19,Donal Brown,SCS2,Head of Policy & Global,Head of Policy & Global,Department for International Development,DFID,Policy & International,0845 300 4100,enquiry@dfid.gov.uk,A7,432660.0,1.0,70000,74999,0,,,1
7,A20,Christopher Whitty,SCS2,Chief Scientific Adviser,Chief Scientific Adviser,Department for International Development,DFID,Policy & International,0845 300 4100,enquiry@dfid.gov.uk,A7,2789232.0,1.0,0,0,0,,,1
8,A21,Elizabeth Ditchburn,SCS2,Director of Finance & Corporate Performance Division,Director of Finance & Corporate Performance Division,Department for International Development,DFID,Finance & Corporate Performance,0845 300 4100,enquiry@dfid.gov.uk,A2,746818.0,1.0,90000,94999,0,,,1
9,A23,Stefan Dercon,SCS2,Chief Economist,Chief Economist,Department for International Development,DFID,Policy & International,0845 300 4100,enquiry@dfid.gov.uk,A7,2313427.0,0.8,120000,124999,0,,,1
10,A24,Anthony Smith,SCS2,Director of International Relations Division,Director of International Relations Division,Department for International Development,DFID,Policy & International,0845 300 4100,enquiry@dfid.gov.uk,A7,867338.0,1.0,90000,94999,0,,,1
11,A25,Beverley Warmington,SCS2,"Director of Asia, Caribbean & Overseas Territories","Director of Asia, Caribbean & Overseas Territories",Department for International Development,DFID,Country Programmes,0845 300 4100,enquiry@dfid.gov.uk,A5,561421.0,1.0,90000,94999,0,,,1
12,A26,Deborah Palmer,SCS2,Head of Overseas Territories Dept,Head of Overseas Territories Dept,Department for International Development,DFID,Country Programmes,0845 300 4100,enquiry@dfid.gov.uk,B67,1251508.0,1.0,70000,74999,0,,,1
13,A27,James Saville,SCS2,"Director of Human Resources, Security and Facilities Division","Director of Human Resources, Security and Facilities Division",Department for International Development,DFID,Corporate Performance ,0845 300 4100,enquiry@dfid.gov.uk,A2,1306611.0,1.0,105000,109999,0,Human Resources,,1
14,A28,Rachel Turner,SCS2,Director East and Central Africa Division,Director East and Central Africa Division,Department for International Development,DFID,Country Programmes,0845 300 4100,enquiry@dfid.gov.uk,A5,856340.0,1.0,90000,94999,0,,,1
15,A29,Shaila Khan Leekha,SCS2,Director International Finance Division,Director International Finance Division,Department for International Development,DFID,Policy & International,0845 300 4100,enquiry@dfid.gov.uk,A10,885406.0,1.0,95000,99999,0,,,1
16,A30,Susanna Moorehead,SCS2,Director West and Southern Africa Division,Director West and Southern Africa Division,Department for International Development,DFID,Country Programmes,0845 300 4100,enquiry@dfid.gov.uk,A5,711557.0,1.0,100000,104999,0,,,1
17,B38,James Helm,SCS1,Director of Communications Division,Director of Communications Division,Department for International Development,DFID,Corporate Performance ,846 300 4100,enquiry@dfid.gov.uk,A2,1661493.0,1.0,85000,89999,0,Communications,,1
18,B41,Charles Agnew,SCS1,Head of Business Solutions Dept,Head of Business Solutions Dept,Department for International Development,DFID,Corporate Performance ,847 300 4100,enquiry@dfid.gov.uk,B41,3790653.0,1.0,75000,79999,0,Information Technology,,1
19,B43,Chris Austin,SCS1,Head of Global Partnerships,Head of Global Partnerships,Department for International Development,DFID,Policy & International,848 300 4100,enquiry@dfid.gov.uk,A24,185200.0,1.0,85000,89999,0,,,1
20,B44,John Barrett,SCS1,Head of Profession Livelihoods & Environment,Head of Profession Livelihoods & Environment,Department for International Development,DFID,Policy & International,0845 300 4100,enquiry@dfid.gov.uk,A20,0.0,1.0,70000,74999,0,,,1
21,B47,Adrian Blundell,SCS1,Head of Group Operations,Head of Group Operations,Department for International Development,DFID,Corporate Performance ,0845 300 4100,enquiry@dfid.gov.uk,A2,2907288.0,1.0,70000,74999,0,,,1
22,B49,Elizabeth Carriere,SCS1,"Head of Office, DFID South Sudan","Head of Office, DFID South Sudan",Department for International Development,DFID,Country Programmes,0845 300 4100,enquiry@dfid.gov.uk,A28,0.0,1.0,70000,74999,0,,Salary costs withheld on security grounds,1
23,B50,Eamon Cassidy,SCS1,Head of Trade Policy Unit,Head of Trade Policy Unit,Department for International Development,DFID,Policy & International,0845 300 4100,enquiry@dfid.gov.uk,A7,761930.0,1.0,70000,74999,0,,,1
24,B52,Sarah Cooke,SCS1,"Head of Office, DFID Bangladesh","Head of Office, DFID Bangladesh",Department for International Development,DFID,Country Programmes,0845 300 4100,enquiry@dfid.gov.uk,B52,0.0,1.0,70000,74999,0,,Salary costs withheld on security grounds,1
25,B54,Richard Dewdney,SCS1,Head of Africa Regional Dept,Head of Africa Regional Dept,Department for International Development,DFID,Country Programmes,0845 300 4100,enquiry@dfid.gov.uk,A28,3775824.0,1.0,70000,74999,0,,,1
26,B55,Sarah Dunn,SCS1,"Head of Office, DFID South Africa","Head of Office, DFID South Africa",Department for International Development,DFID,Country Programmes,0845 300 4100,enquiry@dfid.gov.uk,A30,0.0,1.0,70000,74999,0,,Salary costs withheld on security grounds,1
27,B56,Marshall Elliott,SCS1,"Head of Office, DFID Tanzania","Head of Office, DFID Tanzania",Department for International Development,DFID,Country Programmes,0845 300 4100,enquiry@dfid.gov.uk,A28,0.0,1.0,75000,79999,0,,Salary costs withheld on security grounds,1
28,B57,Philip Evans,SCS1,"Head of Office, DFID Sierra Leone","Head of Office, DFID Sierra Leone",Department for International Development,DFID,Country Programmes,0845 300 4100,enquiry@dfid.gov.uk,A30,0.0,1.0,70000,74999,0,,Salary costs withheld on security grounds,1
29,B58,Alistair Fernie,SCS1,Head of Proivate Sector Department,Head of Proivate Sector Department,Department for International Development,DFID,Policy & International,0845 300 4100,enquiry@dfid.gov.uk,A29,1600672.0,1.0,70000,74999,0,,,1
30,B59,David Hallam,SCS1,"Director, UK Envoy and Post 2015 Development Goals","Director, UK Envoy and Post 2015 Development Goals",Department for International Development,DFID,Policy & International,0845 300 4100,enquiry@dfid.gov.uk,A7,841699.0,1.0,70000,74999,0,,,1
31,B60,Paula Hallam,SCS1,Head of HR Advisory Group & Head of Profession,Head of HR Advisory Group & Head of Profession,Department for International Development,DFID,Corporate Performance ,0845 300 4100,enquiry@dfid.gov.uk,A27,1057253.0,1.0,80000,84999,0,Human Resources,,1
32,B61,Michael Hammond,SCS1,"Head of Office, DFID Rwanda","Head of Office, DFID Rwanda",Department for International Development,DFID,Country Programmes,0845 300 4100,enquiry@dfid.gov.uk,A28,0.0,1.0,75000,79999,0,,Salary costs withheld on security grounds,1
33,B62,Pauline Hayes,SCS1,"Acting Director, Western Asia ","Acting Director, Western Asia ",Department for International Development,DFID,Country Programmes,0845 300 4100,enquiry@dfid.gov.uk,A10,1095626.0,1.0,70000,74999,0,,,1
34,B65,Andrea Ledward,SCS1,Climate and Environment Department ,Head of Department/Overseas Office,Department for International Development,DFID,Policy & International,0845 300 4100,enquiry@dfid.gov.uk,A20,0.0,1.0,70000,74999,0,,,1
35,B67,Keith Mackiggan,SCS1,(Acting) Director ASCOT,(Acting) Director ASCOT,Department for International Development,DFID,Country Programmes,0845 300 4100,enquiry@dfid.gov.uk,A5,391844.0,1.0,70000,74999,0,,,1
36,B68,Mark Mallalieu,SCS1,Head of Office Afghanistan ,Leadership of DFID Afghanistan country office,Department for International Development,DFID,Country Programmes,0845 300 4100,enquiry@dfid.gov.uk,B62,0.0,1.0,70000,74999,0,,Salary costs withheld on security grounds,1
37,B70,Gavin McGillivray,SCS1,Head of DFID Burma,Head of DFID's Office in Burma,Department for International Development,DFID,Country Programmes,0845 300 4100,enquiry@dfid.gov.uk,B67,0.0,1.0,75000,79999,0,,Salary costs withheld on security grounds,1
38,B72,Richard Montgomery,SCS1,Head of Office Pakistan,Working with partners to reduce poverty and improve lives in Pakistan; leading the DFID country team,Department for International Development,DFID,Country Programmes,0845 300 4100,enquiry@dfid.gov.uk,B62,0.0,1.0,75000,79999,0,,Salary costs withheld on security grounds,1
39,B73,Dominic O'Neill,SCS1,Deputy Director,Deputy Director,Department for International Development,DFID,Policy & International,0845 300 4100,enquiry@dfid.gov.uk,B87,0.0,1.0,70000,74999,0,,,1
40,B77,Christopher Pycroft,SCS1,"Head of Office, DFID DRC",Head of Department/Overseas Office,Department for International Development,DFID,Country Programmes,0845 300 4100,enquiry@dfid.gov.uk,A30,0.0,1.0,70000,74999,0,,Salary costs withheld on security grounds,1
41,B78,Jane Rintoul,SCS1,Head of Office Zimbabwe ,Responsibility for delivering DFID's programme in Zimbabwe,Department for International Development,DFID,Country Programmes,0845 300 4100,enquiry@dfid.gov.uk,A30,0.0,1.0,70000,74999,0,,Salary costs withheld on security grounds,1
42,B79,Mark Robinson,SCS1,Deputy Director,Deputy Director,Department for International Development,DFID,Policy & International,0845 300 4100,enquiry@dfid.gov.uk,A20,0.0,1.0,70000,74999,0,,,1
43,B80,Sarah Sanyahumbi,SCS1,Head of Office/Country Representative Malawi,Overseeing DFID's programme in Malawi to ensure it achieves optimal results.,Department for International Development,DFID,Country Programmes,0845 300 4100,enquiry@dfid.gov.uk,A30,0.0,1.0,70000,74999,0,,Salary costs withheld on security grounds,1
44,B86,Sally Taylor,SCS1,Deputy Director Ghana,Deputy Director Ghana,Department for International Development,DFID,Country Programmes,0845 300 4100,enquiry@dfid.gov.uk,A30,0.0,1.0,75000,79999,0,,Salary costs withheld on security grounds,1
45,B87,Richard Teuten,SCS1,Head of International Finance,Head of International Finance,Department for International Development,DFID,Policy & International,0845 300 4100,enquiry@dfid.gov.uk,A29,589688.0,1.0,70000,74999,0,,,1
