,Post Unique Reference,Name,Grade,Job Title,Job/Team Function,Parent Department,Organisation,Unit,Contact Phone,Contact E-mail,Reports to Senior Post,Salary Cost of Reports (£),FTE,Actual Pay Floor (£),Actual Pay Ceiling (£),,Professional/Occupational Group,Notes,Valid?
0,155792,"Houghton, Nicholas Gen",OF-9,Chief of the Defence Staff,Chief of the Defence Staff,Ministry of Defence,Ministry of Defence,Head Office and Corporate Services,0207 218 9507,HOCSFIN-HeadGroupMailbox@mod.uk,XX,85989889.7667,1.0,240000,244999,0,Military,,1
1,5654,Jon Thompson ,SCS4,Permanent Undersecretary,Permanent Undersecretary,Ministry of Defence,Ministry of Defence,Head Office and Corporate Services,0207 218 9507,HOCSFIN-HeadGroupMailbox@mod.uk,XX,206330562.017,1.0,180000,184999,0,Policy,,1
2,203349,"Biggar,Graeme Henderson",SCS2,Secretary of State Chief of Staff,SofS-COS ,Ministry of Defence,Ministry of Defence,Head Office and Corporate Services,0207 218 9507,HOCSFIN-HeadGroupMailbox@mod.uk,00005654,0.0,1.0,80000,84999,0,Policy,,1
3,178009,N/D,OF-6,Principal Staff Officer for the Chief of the Defence Staff,Principal Staff Officer for the Chief of the Defence Staff,Ministry of Defence,Ministry of Defence,Head Office and Corporate Services,0207 218 9507,HOCSFIN-HeadGroupMailbox@mod.uk,00155792,0.0,1.0,0,0,0,Military,,1
4,109715,Air Chief Marshal Stuart Peach,OF-9,Vice Chief of the Defence Staff,Vice Chief of the Defence Staff,Ministry of Defence,Ministry of Defence,Head Office and Corporate Services,0207 218 9507,HOCSFIN-HeadGroupMailbox@mod.uk,00155792,0.0,1.0,180000,184999,0,Military,,1
5,106701,N/D,SCS1,PUS-COS,Private Secretary,Ministry of Defence,Ministry of Defence,Head Office and Corporate Services,0207 218 9507,HOCSFIN-HeadGroupMailbox@mod.uk,00005654,0.0,1.0,0,0,0,Policy,,1
6,178681,Eliminated,SCS1,Head of the Top Office Group Board Secretariat,Head of the Top Office Group Board Secretariat,Ministry of Defence,Ministry of Defence,Head Office and Corporate Services,,HOCSFIN-HeadGroupMailbox@mod.uk,00005654,0.0,1.0,0,0,0,Policy,,1
7,106696,Eliminated,SCS1,Private Secretary to the Secretary of State,Private Secretary to the Secretary of State,Ministry of Defence,Ministry of Defence,Head Office and Corporate Services,,HOCSFIN-HeadGroupMailbox@mod.uk,00005654,0.0,1.0,0,0,0,Policy,,1
8,109838,N/D,SCS1,Defence Science & Technology Strategy Head,"Is responsible for the strategic direction of the Science & Technology (S&T) programme, setting the S&T strategy, policy and ensuring S&T programme delivers the direct benefits to defence, including Assurance and Evaluation programmes.  He develops and implements S&T solutions in response to Defence Reform and Transformation in the MOD.  He oversees the MOD’s International Research Collaboration programme and ensures the UK participates fully in strategic partnerships and that UK interests are represented.",Ministry of Defence,Ministry of Defence,Head Office and Corporate Services,0207 218 9507,HOCSFIN-HeadGroupMailbox@mod.uk,105230,0.0,1.0,0,0,0,Science and Engineering,,1
9,178447,N/D,SCS1,Defence Science & Technology Strategic Technologies Head,"Responsible for delivery of MOD’s nuclear warhead and propulsion research programmes, including specific responsibilities as Senior Responsible Owner and central customer for the Nuclear Warhead Capability Sustainment Programme. Is the Departmental authority and custodian, on behalf of the MOD Chief Scientific Adviser, of the 1958 UK/US Mutual Defence Agreement and other international nuclear Science & Technology relationships. ",Ministry of Defence,Ministry of Defence,Head Office and Corporate Services,0207 218 9507,HOCSFIN-HeadGroupMailbox@mod.uk,105230,0.0,1.0,0,0,0,Science and Engineering,,1
