,Post Unique Reference,Name,Grade,Job Title,Job/Team Function,Parent Department,Organisation,Unit,Contact Phone,Contact E-mail,Reports to Senior Post,Salary Cost of Reports (£),FTE,Actual Pay Floor (£),Actual Pay Ceiling (£),,Professional/Occupational Group,Notes,Valid?
0,1105340,Adm Sir George Zambellas KCB DSC ADC,OF-9,First Sea Lord / Chief of Naval Staff,"The Royal Navy's professional head responsible to Secretary of State for the fighting effectiveness, efficiency and morale of the Naval Service; a member of the Defence Council supporting Secretary of State in the management of the Armed Forces; a member of the Armed Forces Committee contributing to formulation of military strategic advice and advice to Defence Board decisions on Departmental strategy as it relates to the Naval Service. He is the Top Level Budget holder for Navy Command accountable for delivering agreed outputs within the delegated budgets.  He holds both Single-Service Executive Committee and Departmental responsibilities.",Ministry of Defence,Ministry of Defence,Navy Command,02392 628695,FLEET-DCS FOICELL-f@MOD.UK,xx,995730289.935,1.0,170000,174999,172499,,,1
1,1121797,Vice Admiral Philip Jones CB,OF-8,Fleet Commander / Deputy Chief of Naval Staff,"Has full command of all deployable Fleet units including the Royal Marines. He is responsible for providing ships, submarines, aircraft and Royal Marine units ready in all respects for any operations that the UK Government requires.",Ministry of Defence,Ministry of Defence,Navy Command,02392 628695,FLEET-DCS FOICELL-f@MOD.UK,1105340,0.0,1.0,130000,134999,0,,,1
2,1121821,Vice Admiral David Steel CBE,OF-8,Chief of Naval Personnel and Training / Second Sea Lord ,"The Principal Personnel Officer (PPO) for the Naval Service with direct responsibility to the First Sea Lord as the personnel champion for all Naval Service personnel wherever they are serving.  The PPO develops Royal Navy policies and influences Defence-wide policies that enable the Royal Navy to be populated by sufficient, capable and motivated personnel now and in the future. He is responsible for the non-deployable Fleet organisations and infrastructure covering such areas as training establishments and their personnel, Reserves in the UK, and recruiting personnel and offices.  He is also Chief Naval Logistics Officer as Head of the Logistics Branch of the Naval Service. ",Ministry of Defence,Ministry of Defence,Navy Command,02392 628695,FLEET-DCS FOICELL-f@MOD.UK,1105340,0.0,1.0,125000,129999,0,,,1
3,155423,Louise Tulett,SCS2,Finance Director (Navy),"Fin Dir (N) works directly to First Sea Lord and supports the Fleet Commander, Second Sea Lord and colleagues in the delivery of their responsibilities. As Navy Command's Senior Finance Officer, Civilian Workforce Advisor, and Senior Policy Advisor, Fin Dir (N) enables and empowers the Naval Service to contribute to the delivery of Government objectives, whilst remaining within the bounds of legal, political, financial and regulatory authorities. Fin Dir (N) is a member of the Navy Board.",Ministry of Defence,Ministry of Defence,Navy Command,02392 628695,FLEET-DCS FOICELL-f@MOD.UK,1105340,0.0,1.0,90000,94999,0,,,1
4,1105390,RAdm C Johnstone CBE,OF-7,Assistant Chief of the Naval Staff (Policy),"On behalf of the First Sea Lord and through the Admiralty and Navy Boards, ACNS (Pol) is responsible for the direction and development of strategic policy and strategy for the Royal Navy, and for providing high level guidance and prioritisation to the single Naval Staff for the delivery of the Service's military outputs both now and into the future.",Ministry of Defence,Ministry of Defence,Navy Command,02392 628695,FLEET-DCS FOICELL-f@MOD.UK,1105340,0.0,1.0,110000,114999,0,,,1
5,1079272,RAdm RK Tarrant,OF-7,Commander UK Maritime Forces,"The Royal Navy’s 2* formation level commander, providing a rapidly deployable maritime, amphibious, joint, coalition or national contingent headquarters staff, and responsible for generating the Royal Navy’s two 1* deployable commanders (COMUKTG and DCMF) and their staff. Currently commanding the European Union’s Naval counter piracy mission (Operation ATALANTA)",Ministry of Defence,Ministry of Defence,Navy Command,02392 628695,FLEET-DCS FOICELL-f@MOD.UK,1121797,0.0,1.0,105000,109999,0,,,1
6,1082197,Major General Ed Davis CBE,OF-7,Commander UK Amphibious Forces / Commandant General Royal Marines,"The Commander of the UK Amphibious Forces leads a rapidly deployable amphibious land, maritime, joint or national contingent headquarters staff that is currently the Royal Navy's standing 2* contingency formation headquarters. Commandant General Royal Marines is the head of service for over 6800 Royal Marines and is responsible for all regimental and representational matters; he is a member of the Navy Board.",Ministry of Defence,Ministry of Defence,Navy Command,02392 628695,FLEET-DCS FOICELL-f@MOD.UK,1121797,0.0,1.0,110000,114999,0,,,1
7,1123122,RAdm M J Parr,OF-7,Commander Maritime Operations,"Commander Operations has three broad areas of responsibility; on behalf of Navy Commander he exercises operational command over all operational Fleet units worldwide, including Royal Marines, outside the PJHQ Joint Operations Area. In addition, he is Rear Admiral Submarines and head of the Submarine Service.",Ministry of Defence,Ministry of Defence,Navy Command,02392 628695,FLEET-DCS FOICELL-f@MOD.UK,1121797,0.0,1.0,110000,114999,0,,,1
8,1125222,R.Adm R G Harding OBE,OF-7,Assistant Chief of Naval Staff (Aviation & Carriers),"Responsible for delivering aviation Force Elements at Readiness (including all Royal Navy fixed and rotary wing assets, and the two Naval Air Stations) in accordance with the Royal Navy plan and arising, contingent events.  On behalf of Fleet Commander, he leads development of future Carrier Strike capability.  As the Navy’s Aviation Operating Duty Holder, he is personally, legally accountable for the safe execution of maritime aviation.  He is Rear Admiral Fleet Air Arm and, as Head of a Naval Fighting Arm, responsible for the professional effectiveness, ethos and spirit of all Fleet Air Arm personnel.",Ministry of Defence,Ministry of Defence,Navy Command,02392 628695,FLEET-DCS FOICELL-f@MOD.UK,1121797,0.0,1.0,110000,114999,0,,,1
9,1119941,R.Adm Duncan Potts,OF-7,Assistant Chief of Naval Staff (Capability),"Chairman of the Maritime Capability Board responsible for planning and delivery of the majority of future Maritime capabilities on behalf of the First Sea Lord.  He works closely with Director Resources, ACNS (Support), ACNS (Aviation and Carriers), and Head Office Director of Strategic Projects to deliver a Command Plan that meets the endorsed Defence Final Outputs, balancing the need to invest in existing capabilities with a longer term capital investment programme ensuring the Royal Navy evolves to meet the future operating environment.",Ministry of Defence,Ministry of Defence,Navy Command,02392 628695,FLEET-DCS FOICELL-f@MOD.UK,1121797,0.0,1.0,110000,114999,0,,,1
