,Post Unique Reference,Name,Grade,Job Title,Job/Team Function,Parent Department,Organisation,Unit,Contact Phone,Contact E-mail,Reports to Senior Post,Salary Cost of Reports (£),FTE,Actual Pay Floor (£),Actual Pay Ceiling (£),,Professional/Occupational Group,Notes,Valid?
0,DFE-1181,Ian Todd,SCS2,Director,"Chief Executive and Accounting Officer for the Standards and Testing Agency, developing and delivering all National Curriculum assessments up to the end of Key Stage 3.  As Chief Executive, responsible for the corporate performance of the STA and for setting its strategic direction in line with Ministerial priorities.",Department for Education,Standards and Testing Agency,Standards and Testing Agency,0370 000 2288,N/D,DFE-1003,367678.35,1.0,105000,109999,0,Operational Delivery,,1
1,DFE-1060,N/D,SCS1,Deputy Director,"Responsible for test development within the Standards and Testing Agency, to ensure that all statutory tests and assessments meet OfQual's common regulatory principles, including validity, reliability and freedom from bias.",Department for Education,Standards and Testing Agency,Standards and Testing Agency,0370 000 2288,N/D,DFE-1181,1483456.08,1.0,0,0,0,Operational Delivery,,1
2,DFE-1032,N/D,SCS1,Deputy Director,"This role is responsible for all aspects of delivery relating to EYFSP, KS1 and  KS2 National Curriculum Assessments. This includes the guidance, communications, printing and collation, security, test administration, stakeholder management, data and systems,  marking, return of results to schools by the deadline and all aspects relating to maladministration. The Standards and Testing Agency are mainly split over London and Coventry sites and has about 95 staff.",Department for Education,Standards and Testing Agency,Standards and Testing Agency,0370 000 2288,N/D,DFE-1181,2139334.725,1.0,0,0,0,Operational Delivery,,1
3,DFE-1021,Sinead O'Sullivan,SCS2,Director,Responsible for co-ordinating the implementation of the DfE Review (published in November 2012). ,Department for Education,National College,National College,0370 000 2288,N/D,DFE-1015,298517.5,1.0,80000,84999,0,Policy,,1
4,DFE-1027,N/D,SCS1,Deputy Director,"The Deputy Director for CPD and leadership is responsible for the College’s approach to leadership development and CPD, including the licensing of the Leadership Curriculum. He leads the delivery and management of commissioned programmes including Future Leaders, Teaching Leaders and the Fellowship Programme.  In addition he is responsible for programmes for school business managers, primary executive heads and chairs of governors. The role involves building strong customer relationships with licensees and commissioned providers whilst holding them to account for high quality delivery and ensuring value for money.",Department for Education,National College,National College,0370 000 2288,N/D,DFE-1015,2008287.635,1.0,0,0,0,Policy,,1
5,DFE-1025,N/D,SCS1A,Deputy Director,"Deputy Director, Initial Teacher Training (ITT), National College for Teaching & Leadership (NCTL).",Department for Education,National College,National College,0370 000 2288,N/D,DFE-1021,852085.44,1.0,0,0,0,Policy,,1
6,DFE-1109,N/D,SCS1,Deputy Director,"The Director of Teaching Schools and School Improvement is responsible for the strategic leadership of the teaching schools programme, work with academies and chains and the specialist leaders of education programme. In addition the role has oversight of specific school improvement programmes.",Department for Education,National College,National College,0370 000 2288,N/D,DFE-1021,1651164.765,1.0,0,0,0,Policy,,1
7,DFE-1015,Charlie Taylor,SCS2,Director,"The National College for Teaching and Leadership (NCTL) is a new government agency created to enable and support the development of a self-improving, school-led system. The agency was formed from the merger, on 2 April 2013, of the National College for School Leadership and the Teaching Agency. NCTL has two key aims: improving the quality of the education workforce; and helping schools to help each other to improve. ",Department for Education,National College,National College,0370 000 2288,N/D,DFE-1003,424982.8,1.0,140000,144999,0,Policy,,1
8,DFE-1083,N/D,SCS1,Deputy Director,Responsibility for managing the market for Initial Teacher Training (ITT). This involves strategic oversight of the budget to fund ITT training and provide financial support for trainees. Responsible for working with Ofsted on regulating the quality of ITT and on the accreditation of ITT providers and for the collection of a wide range of trainee and labour market data to support the work of the Agency.,Department for Education,National College,National College,0370 000 2288,N/D,DFE-1049,1065154.6,1.0,0,0,0,Policy,,1
9,DFE-1117,N/D,SCS1,Deputy Director,"Deputy Director, Redeployment Management.  Supports and coaches staff in the redeployment pool so that they quickly identify their redeployment aims and take effective action to achieve those aims.  ",Department for Education,National College,National College,0370 000 2288,N/D,DFE-1088,1377950.595,0.86,0,0,0,Policy,,1
10,DFE-1166,N/D,SCS1,Deputy Director,"The Director of International Business is responsible for leading and managing the work of the College’s International Business Unit including: developing and delivering a comprehensive strategy for international business development and income generation; designing innovative products and services that support the development of international markets; developing market entry strategies including forming strategic partnerships and alliances with individual clients, governments and consulting partners.  
",Department for Education,National College,National College,0370 000 2288,N/D,DFE-1049,1279717.62,1.0,0,0,0,Policy,,1
11,DFE-1068,N/D,SCS1,Deputy Director,"Deputy Director responsible for the Early Years and Educational Psychology Division of National College of Teaching and Leadership’s ( NCTL) . Delivering government current commitments to the workforce for Early Years, Educational Psychology and classroom based support staff. Responsible for the design of the delivery of More Great Childcare’s commitment to Early Years Teachers and Early Years Educators. Responsible for the design and delivery of the government’s contribution to the future supply and quality of Education Psychologists following DfE’s Review. Responsible for the delivery of Early Language Development and Portage contracts. Responsible for the smooth transition of this work from the Teaching Agency to the merged NCTL.",Department for Education,National College,National College,0370 000 2288,N/D,DFE-1015,1022118.68,1.0,0,0,0,Policy,,1
12,DFE-1049,Brian Tytherleigh,SCS2,Director,"provide direct support to the Chief Executive of the National College for Teaching and Learning, oversee accountability and performance, and ensure the agency operates and functions as a fully integrated and supportive component of the DfE.",Department for Education,National College,National College,0370 000 2288,N/D,DFE-1015,1126217.125,1.0,95000,99999,0,Policy,,1
13,DFE-1028,N/D,SCS1,Deputy Director,"Deputy Director has overall responsibility for leading the Teacher Services Division of the National College for Teaching and Leadership. The Division supports the award of qualified teacher status, the investigation and consideration of cases where it is alleged that a teacher is guilty of unacceptable professional conduct, conduct that may bring the profession into disrepute or where the teacher has been convicted of a relevant offence. It supports examination officers and the collection of examination scripts. The Division maintains the list of prohibited teachers and makes it available. The Division acts as the appeal body for teachers who have failed their induction period.",Department for Education,National College,National College,0370 000 2288,N/D,DFE-1049,3326173.15,1.0,0,0,0,Policy,,1
14,DFE-1023,N/D,SCS1A,Deputy Director,"Leading the improvement of specific aspects of teacher training and its content, to ensure that schools increasingly take responsibility for training and developing their own staff, and , initial teacher training becomes a self-improving system where government establishes the desired outcomes for trainees and their pupils, and schools work with their partners (including universities) to decide how teachers can best be trained to deliver these outcomes.",Department for Education,National College,National College,0370 000 2288,N/D,DFE-1015,0.0,1.0,0,0,0,Policy,,1
15,DFE-1065,N/D,SCS1,Deputy Director,"Academies Group Territory: responsible for open academies in the Central region including: compliance with the Funding Agreement, casework from academies, responses to POs/TOs, complaints about academies and risk assessment and management. SRO on Data and Analytical work and People skills for the Group",Department for Education,Education Funding Agency,Education Funding Agency,0370 000 2288,N/D,DFE-1136,1424102.58,1.0,0,0,0,Operational Delivery,,1
16,DFE-1157,N/D,SCS1,Deputy Director,"Academies Group – Compliance, Communications and Programme Management Division: Joint SRO for the Academies Delivery Sub Programme & responsible for Academies Programme MO.  Communications and stakeholder engagement relating to academies matters.  Design, development and delivery of the academies enquiry service including setting standards, training staff and knowledge management.  Developing published procedures and internal Desk Instructions, guidance and systems for tracking, analysing and reporting case work about academies' compliance with the Funding Agreement including admission appeals, complaints about academies and requests from academies for consent eg to make significant changes.  Managing the EFA's responsibilities for enabling new academies to open.  ",Department for Education,Education Funding Agency,Education Funding Agency,0370 000 2288,N/D,DFE-1136,1598961.705,1.0,0,0,0,Operational Delivery,,1
17,DFE-1139,N/D,SCS1,Deputy Director,"Academies Funding Division: responsible for the funding of all open and opening academy types and Free Schools. This includes the annual allocations cycle, funding within the terms of individual funding agreements, dealing with issues with and revisions to funding throughout the year, working closely with the Free Schools Group, the Converter and sponsored academy divisions, the funding policy team, and working on the planning of the National Funding Formula.  ",Department for Education,Education Funding Agency,Education Funding Agency,0370 000 2288,N/D,DFE-1136,1644876.64,1.0,0,0,0,Operational Delivery,,1
18,DFE-1072,N/D,SCS1,Deputy Director,"Academies Group Territory: responsible for open academies in the North including: the provision of accurate, timely funding information to academies, compliance with the Funding Agreement, mangaging enquiries from academies, providing responses to POs/TOs, complaints and general enquiries about academies and risk assessment to identify potential failure of academies. SRO on Communications and Stakeholder Management Sub Programme for the Group.",Department for Education,Education Funding Agency,Education Funding Agency,0370 000 2288,N/D,DFE-1136,780230.15,1.0,0,0,0,Operational Delivery,,1
19,DFE-1133,Susan Baldwin,SCS2,Director,"Academies and Maintained School Group:  The Director is responsible for the delivery of the EFA’s remit for open Academies and Free Schools and the implementation of school funding reforms for maintained schools and academies. Responsibilities include revenue funding of academies, including free schools; the provision of an efficient enquiry service for academies; dealing with funding agreement compliance issues on behalf of the Secretary of State; responsive case management; and providing advice to the Department's policy directorates to inform the development of funding policy. ",Department for Education,Education Funding Agency,Education Funding Agency,0370 000 2288,N/D,DFE-1136,1620103.78,1.0,90000,94999,0,Operational Delivery,,1
20,DFE-1143,N/D,SCS1,Deputy Director,Develops and implements the people elements of the Education Funding Agency's response to the DfE Review,Department for Education,Education Funding Agency,Education Funding Agency,0370 000 2288,N/D,DFE-1135,0.0,1.0,0,0,0,Operational Delivery,,1
21,DFE-1135,Mike Green,SCS2,Director,"The Director of Capital is part of the EFA’s Senior Team and head of the Capital Directorate which is one of four EFA Directorates. The Director oversees the Directors of the Planning & Funding, Programme Delivery and Efficiency Divisions. The Director ensures the successful delivery of the EFA remit for Capital Programmes and supports the Chief Executive in making the EFA an outstandingly successful vehicle for education transformation by ensuring the effective procurement of educational institutions, in line with the Secretary of State’s vision.",Department for Education,Education Funding Agency,Education Funding Agency,0370 000 2288,N/D,DFE-1136,666565.585,1.0,130000,134999,0,Operational Delivery,,1
